,event_0,event_1,event_2,event_3,event_4,event_5,event_6,event_7,event_8,event_9,event_10,event_11,event_12,event_13,event_14,event_15,event_16,event_17,event_18,event_19,event_20,event_21,event_22,event_23,event_24,event_25,event_26,event_27,event_28,event_29,event_30,event_31,event_32,event_33,event_34,event_35,event_36,event_37,event_38,event_39,event_40,event_41,event_42,event_43,event_44,event_45,event_46,event_47,event_48,event_49,event_50,event_51,event_52,event_53,event_54,event_55,event_56,event_57,event_58,event_59,event_60,event_61,event_62,event_63,event_64,event_65,event_66,event_67,event_68,event_69,event_70,event_71,event_72,event_73,event_74,event_75,event_76,event_77,event_78,event_79,event_80,event_81,event_82,event_83,event_84,event_85,event_86,event_87,event_88,event_89,event_90,event_91,event_92,event_93,event_94,event_95,event_96,event_97,event_98,event_99,event_100,event_101
10,-22.8,-41.99999999999999,-30.0,-26.399999999999995,-24.0,-25.2,-58.8,-74.39999999999999,-15.6,-30.0,-52.79999999999999,-18.0,-9.6,-37.2,-9.6,-26.399999999999995,-63.59999999999999,-78.0,-90.0,-16.8,-37.2,-122.4,-11.999999999999998,-34.8,-24.0,-16.8,-18.0,-39.6,-69.6,-21.6,-9.6,-18.0,-144.0,-51.6,-47.99999999999999,-16.8,-31.2,-41.99999999999999,-90.0,-19.2,-79.19999999999999,-87.6,-10.8,-82.8,-63.59999999999999,-11.999999999999998,-14.4,-26.399999999999995,-94.8,-25.2,-19.2,-9.6,-28.8,-16.8,-32.4,-13.199999999999998,-33.6,-25.2,-28.8,-18.0,-56.39999999999999,-14.4,-27.599999999999994,-37.2,-127.19999999999996,-21.6,-106.8,-81.6,-44.39999999999999,-18.0,-46.8,-39.6,-14.4,-51.6,-44.39999999999999,-73.19999999999999,-39.6,-10.8,-26.399999999999995,-139.2,-15.6,-62.4,-10.8,-52.79999999999999,-114.0,-41.99999999999999,-18.0,-36.0,-87.6,-25.2,-19.2,-36.0,-10.8,-37.2,-57.6,-40.8,-31.2,-10.8,-24.0,-78.0,-25.2,-34.8
11,-20.4,-21.6,-18.0,-18.0,-13.199999999999998,-24.0,-40.8,-38.4,-11.999999999999998,-16.8,-21.6,-10.8,-5.999999999999999,-21.6,-5.999999999999999,-21.6,-47.99999999999999,-40.8,-49.2,-9.6,-21.6,-68.39999999999999,-9.6,-31.2,-20.4,-15.6,-9.6,-24.0,-67.2,-21.6,-9.6,-18.0,-78.0,-41.99999999999999,-22.8,-7.2,-16.8,-26.399999999999995,-75.59999999999998,-14.4,-49.2,-45.6,-1.2,-38.4,-32.4,-5.999999999999999,-10.8,-15.6,-70.79999999999998,-22.8,-7.2,-7.2,-16.8,-9.6,-22.8,-7.2,-18.0,-16.8,-28.8,-9.6,-27.599999999999994,-9.6,-22.8,-22.8,-86.39999999999999,-10.8,-65.99999999999999,-61.2,-36.0,-14.4,-25.2,-27.599999999999994,-7.2,-34.8,-32.4,-43.2,-25.2,-4.8,-16.8,-76.8,-7.2,-47.99999999999999,-8.4,-25.2,-94.8,-21.6,-10.8,-28.8,-47.99999999999999,-22.8,-19.2,-30.0,-3.6,-37.2,-43.2,-26.399999999999995,-16.8,-2.4,-19.2,-41.99999999999999,-24.0,-16.8
12,-5.999999999999999,-7.2,-3.6,-8.4,-7.2,-13.199999999999998,-15.6,-18.0,-3.6,-2.4,-7.2,-2.4,-1.2,-7.2,0.0,-10.8,-22.8,-16.8,-18.0,-3.6,-5.999999999999999,-20.4,-1.2,-11.999999999999998,-8.4,-5.999999999999999,-3.6,-8.4,-34.8,-9.6,-1.2,-5.999999999999999,-30.0,-16.8,-10.8,-3.6,-5.999999999999999,-7.2,-28.8,-5.999999999999999,-19.2,-15.6,1.2,-11.999999999999998,-11.999999999999998,1.2,-2.4,-8.4,-27.599999999999994,-9.6,-1.2,-3.6,-4.8,-1.2,-11.999999999999998,-3.6,-7.2,-7.2,-18.0,-1.2,-13.199999999999998,-4.8,-11.999999999999998,-8.4,-39.6,-3.6,-26.399999999999995,-28.8,-18.0,-5.999999999999999,-8.4,-15.6,-3.6,-11.999999999999998,-15.6,-21.6,-10.8,-1.2,-7.2,-25.2,-4.8,-21.6,0.0,-9.6,-40.8,-8.4,-2.4,-8.4,-20.4,-11.999999999999998,-11.999999999999998,-14.4,-1.2,-22.8,-19.2,-10.8,-1.2,-2.4,-5.999999999999999,-19.2,-9.6,-5.999999999999999
13,-5.999999999999999,-5.999999999999999,0.0,-2.4,-3.6,-4.8,-7.2,-8.4,1.2,-2.4,-2.4,0.0,0.0,-1.2,1.2,-1.2,-7.2,-8.4,-10.8,-3.6,-2.4,-9.6,-2.4,-3.6,-2.4,0.0,-3.6,-2.4,-11.999999999999998,-3.6,-2.4,0.0,-11.999999999999998,-2.4,-5.999999999999999,0.0,-1.2,-4.8,-10.8,0.0,-7.2,-9.6,1.2,-8.4,-9.6,0.0,-2.4,-5.999999999999999,-10.8,-2.4,0.0,-3.6,0.0,0.0,-3.6,0.0,-4.8,-1.2,-8.4,-1.2,-7.2,-3.6,-4.8,0.0,-13.199999999999998,1.2,-13.199999999999998,-11.999999999999998,-7.2,-2.4,0.0,-3.6,-1.2,-5.999999999999999,-7.2,-8.4,-4.8,-2.4,-2.4,-13.199999999999998,-1.2,-4.8,0.0,-3.6,-16.8,-2.4,-1.2,-3.6,-9.6,-3.6,-3.6,-5.999999999999999,1.2,-10.8,-7.2,-2.4,-1.2,-1.2,1.2,-10.8,-3.6,-3.6
14,-1.2,-2.4,-1.2,2.4,-1.2,-1.2,-3.6,-1.2,0.0,-2.4,0.0,1.2,2.4,1.2,0.0,-2.4,-4.8,-3.6,-3.6,0.0,0.0,-5.999999999999999,1.2,-2.4,-3.6,0.0,1.2,0.0,-3.6,1.2,1.2,2.4,-4.8,-1.2,-4.8,0.0,0.0,0.0,-7.2,-1.2,0.0,-1.2,-1.2,-3.6,-2.4,-2.4,1.2,0.0,-4.8,0.0,0.0,-2.4,0.0,-2.4,-2.4,-1.2,-2.4,-3.6,-3.6,0.0,-3.6,0.0,-3.6,0.0,-11.999999999999998,0.0,-5.999999999999999,-4.8,-3.6,-3.6,-1.2,-3.6,1.2,-1.2,-1.2,-3.6,1.2,0.0,1.2,-5.999999999999999,-1.2,-4.8,0.0,2.4,-7.2,0.0,1.2,-2.4,-3.6,0.0,-2.4,-1.2,0.0,-1.2,-2.4,1.2,1.2,2.4,-1.2,-2.4,-2.4,-3.6
15,-1.2,0.0,-1.2,1.2,-2.4,-1.2,1.2,0.0,-2.4,-1.2,3.6,2.4,1.2,1.2,0.0,1.2,1.2,1.2,-1.2,0.0,3.6,0.0,0.0,0.0,2.4,1.2,0.0,1.2,0.0,0.0,2.4,2.4,1.2,0.0,0.0,1.2,2.4,1.2,1.2,0.0,0.0,1.2,1.2,0.0,2.4,0.0,1.2,1.2,-1.2,0.0,0.0,0.0,1.2,1.2,1.2,3.6,1.2,1.2,0.0,0.0,-1.2,2.4,1.2,1.2,-2.4,1.2,0.0,-1.2,1.2,1.2,0.0,-2.4,-1.2,-1.2,2.4,2.4,0.0,-2.4,0.0,-1.2,2.4,0.0,0.0,0.0,-7.2,1.2,0.0,2.4,0.0,-1.2,0.0,-1.2,1.2,-4.8,0.0,1.2,0.0,0.0,2.4,1.2,1.2,0.0
16,0.0,-1.2,1.2,0.0,2.4,-1.2,-2.4,-1.2,-1.2,0.0,-2.4,0.0,1.2,-2.4,1.2,1.2,-3.6,-3.6,-3.6,1.2,0.0,-3.6,-1.2,-2.4,1.2,1.2,0.0,0.0,0.0,1.2,0.0,1.2,-4.8,1.2,2.4,1.2,0.0,1.2,1.2,1.2,0.0,-4.8,1.2,-1.2,-1.2,1.2,0.0,-1.2,0.0,1.2,2.4,3.6,-1.2,0.0,0.0,0.0,-1.2,-3.6,0.0,0.0,-1.2,-1.2,1.2,0.0,-1.2,-1.2,-4.8,-1.2,-1.2,-1.2,-4.8,-3.6,2.4,3.6,-1.2,-3.6,0.0,1.2,2.4,-5.999999999999999,0.0,-2.4,3.6,-1.2,-2.4,0.0,3.6,1.2,-2.4,0.0,2.4,0.0,0.0,-1.2,-1.2,1.2,1.2,-1.2,1.2,-2.4,3.6,-1.2
17,-1.2,-2.4,2.4,-2.4,2.4,-2.4,-1.2,-5.999999999999999,-1.2,0.0,-1.2,-1.2,2.4,-1.2,1.2,0.0,-2.4,-5.999999999999999,-7.2,2.4,0.0,-8.4,4.8,-3.6,1.2,1.2,0.0,-2.4,0.0,-1.2,0.0,0.0,-4.8,1.2,-1.2,2.4,-1.2,-3.6,-2.4,-1.2,-5.999999999999999,-3.6,2.4,-3.6,-4.8,0.0,1.2,0.0,-4.8,1.2,1.2,0.0,0.0,-1.2,-2.4,-1.2,-1.2,-2.4,1.2,1.2,-2.4,2.4,1.2,-1.2,-5.999999999999999,-3.6,-5.999999999999999,-5.999999999999999,-2.4,-4.8,-2.4,-3.6,-2.4,-1.2,-3.6,-4.8,-1.2,2.4,-1.2,-8.4,0.0,-3.6,1.2,0.0,-8.4,-2.4,0.0,0.0,-4.8,0.0,-1.2,-1.2,1.2,1.2,-2.4,0.0,1.2,2.4,0.0,-5.999999999999999,-2.4,-1.2
18,-1.2,-1.2,2.4,0.0,1.2,0.0,-2.4,-3.6,0.0,-1.2,0.0,-1.2,0.0,0.0,3.6,-1.2,-2.4,1.2,-4.8,0.0,-1.2,-3.6,0.0,-2.4,-4.8,-1.2,0.0,0.0,-2.4,0.0,1.2,0.0,-5.999999999999999,-2.4,1.2,1.2,0.0,-1.2,-1.2,-3.6,1.2,-1.2,-1.2,-1.2,-1.2,1.2,2.4,-2.4,-5.999999999999999,2.4,0.0,1.2,-1.2,0.0,-1.2,2.4,0.0,-2.4,0.0,0.0,0.0,1.2,-1.2,1.2,-3.6,-1.2,-3.6,-1.2,-3.6,1.2,-1.2,-1.2,-1.2,-1.2,-1.2,-2.4,-2.4,0.0,0.0,-3.6,-2.4,-1.2,0.0,0.0,-7.2,-1.2,1.2,0.0,-1.2,1.2,0.0,-1.2,0.0,0.0,-3.6,-1.2,-1.2,0.0,2.4,-3.6,0.0,0.0
19,0.0,-1.2,-1.2,0.0,0.0,0.0,-1.2,-2.4,1.2,-1.2,2.4,2.4,1.2,-2.4,2.4,0.0,-1.2,-1.2,-1.2,0.0,-1.2,-3.6,1.2,1.2,0.0,1.2,2.4,0.0,2.4,0.0,1.2,0.0,-4.8,1.2,-1.2,3.6,-1.2,0.0,-2.4,-1.2,2.4,-3.6,1.2,-1.2,1.2,2.4,3.6,-2.4,-3.6,0.0,1.2,1.2,-1.2,1.2,0.0,1.2,-1.2,1.2,2.4,-1.2,-1.2,1.2,-1.2,-1.2,-3.6,2.4,-2.4,-2.4,-1.2,1.2,-1.2,0.0,0.0,0.0,1.2,-3.6,1.2,3.6,0.0,-3.6,1.2,-1.2,1.2,-3.6,-3.6,1.2,0.0,0.0,0.0,2.4,-1.2,0.0,3.6,1.2,1.2,0.0,-1.2,2.4,0.0,-1.2,-1.2,-1.2
20,1.2,1.2,-2.4,-1.2,0.0,-2.4,0.0,-4.8,0.0,2.4,-1.2,1.2,0.0,0.0,1.2,1.2,0.0,-1.2,-4.8,1.2,3.6,-2.4,1.2,-1.2,-1.2,2.4,0.0,-1.2,-2.4,1.2,1.2,1.2,-4.8,-1.2,-1.2,1.2,1.2,0.0,-3.6,0.0,-2.4,1.2,0.0,-2.4,-1.2,1.2,1.2,2.4,-2.4,0.0,1.2,0.0,-1.2,0.0,-1.2,1.2,2.4,1.2,0.0,-1.2,2.4,0.0,-1.2,-3.6,-2.4,1.2,-2.4,-3.6,-1.2,0.0,-1.2,-1.2,1.2,-1.2,0.0,-1.2,-1.2,0.0,0.0,-4.8,-1.2,-2.4,0.0,-1.2,-2.4,1.2,1.2,0.0,1.2,1.2,1.2,-3.6,1.2,3.6,-2.4,-2.4,1.2,0.0,2.4,-1.2,0.0,0.0
21,1.2,0.0,1.2,0.0,1.2,0.0,1.2,1.2,3.6,0.0,0.0,1.2,0.0,1.2,0.0,1.2,2.4,0.0,0.0,0.0,1.2,1.2,1.2,1.2,1.2,1.2,1.2,-1.2,0.0,2.4,-1.2,4.8,2.4,-1.2,1.2,-1.2,0.0,0.0,-1.2,2.4,3.6,0.0,0.0,1.2,-1.2,2.4,1.2,1.2,0.0,0.0,0.0,1.2,2.4,1.2,0.0,2.4,1.2,1.2,1.2,1.2,0.0,1.2,-1.2,-1.2,2.4,1.2,1.2,-1.2,1.2,1.2,1.2,1.2,0.0,4.8,0.0,1.2,2.4,0.0,2.4,1.2,-1.2,0.0,-1.2,4.8,0.0,3.6,1.2,2.4,0.0,0.0,2.4,1.2,2.4,0.0,-1.2,2.4,3.6,2.4,1.2,1.2,0.0,1.2
22,0.0,0.0,2.4,-1.2,3.6,2.4,0.0,-1.2,0.0,2.4,0.0,1.2,1.2,3.6,3.6,-1.2,3.6,1.2,2.4,-1.2,1.2,4.8,1.2,3.6,1.2,-2.4,0.0,0.0,1.2,0.0,1.2,3.6,1.2,0.0,1.2,1.2,2.4,0.0,4.8,3.6,1.2,0.0,1.2,1.2,1.2,1.2,1.2,2.4,-1.2,0.0,0.0,1.2,3.6,1.2,1.2,1.2,0.0,2.4,2.4,3.6,3.6,0.0,0.0,1.2,1.2,2.4,2.4,0.0,0.0,1.2,1.2,0.0,-1.2,0.0,1.2,2.4,0.0,0.0,2.4,0.0,1.2,2.4,0.0,1.2,0.0,0.0,0.0,2.4,0.0,1.2,0.0,1.2,0.0,1.2,1.2,1.2,1.2,1.2,2.4,-1.2,1.2,2.4
23,1.2,-1.2,1.2,1.2,2.4,1.2,2.4,0.0,0.0,2.4,1.2,3.6,2.4,1.2,0.0,1.2,3.6,1.2,0.0,2.4,1.2,0.0,2.4,1.2,1.2,0.0,-1.2,1.2,1.2,3.6,-2.4,2.4,2.4,1.2,2.4,3.6,0.0,1.2,-1.2,3.6,1.2,-1.2,1.2,-1.2,1.2,1.2,0.0,1.2,1.2,-1.2,2.4,2.4,1.2,1.2,1.2,1.2,-1.2,1.2,0.0,1.2,0.0,3.6,-1.2,0.0,1.2,0.0,-1.2,1.2,0.0,1.2,1.2,2.4,1.2,1.2,0.0,1.2,3.6,0.0,-2.4,-2.4,0.0,1.2,1.2,-1.2,1.2,-1.2,2.4,1.2,-1.2,0.0,1.2,1.2,-1.2,1.2,0.0,0.0,-1.2,0.0,-2.4,1.2,0.0,0.0
24,0.0,1.2,1.2,0.0,1.2,2.4,1.2,2.4,4.8,1.2,1.2,2.4,1.2,-1.2,2.4,-2.4,-3.6,1.2,1.2,1.2,1.2,-1.2,1.2,0.0,1.2,1.2,2.4,1.2,0.0,0.0,1.2,2.4,1.2,0.0,2.4,3.6,3.6,3.6,0.0,2.4,3.6,0.0,3.6,2.4,0.0,2.4,2.4,2.4,1.2,-1.2,2.4,1.2,1.2,1.2,-1.2,0.0,1.2,-1.2,-2.4,2.4,1.2,1.2,0.0,0.0,0.0,1.2,1.2,-1.2,2.4,3.6,3.6,1.2,3.6,2.4,2.4,0.0,1.2,1.2,0.0,0.0,1.2,-2.4,0.0,1.2,1.2,1.2,0.0,1.2,3.6,1.2,1.2,2.4,1.2,3.6,1.2,2.4,1.2,1.2,1.2,3.6,3.6,4.8
