,event_0,event_1,event_2,event_3,event_4,event_5,event_6,event_7,event_8,event_9,event_10,event_11,event_12,event_13,event_14,event_15,event_16,event_17,event_18,event_19,event_20,event_21,event_22,event_23,event_24,event_25,event_26,event_27,event_28,event_29,event_30,event_31,event_32,event_33,event_34,event_35,event_36,event_37,event_38,event_39,event_40,event_41,event_42,event_43,event_44,event_45,event_46,event_47,event_48,event_49,event_50,event_51,event_52,event_53,event_54,event_55,event_56,event_57,event_58,event_59,event_60,event_61,event_62,event_63,event_64,event_65,event_66,event_67,event_68,event_69,event_70,event_71,event_72,event_73,event_74,event_75,event_76,event_77,event_78,event_79,event_80,event_81,event_82,event_83,event_84,event_85,event_86,event_87,event_88,event_89,event_90,event_91,event_92,event_93,event_94,event_95,event_96,event_97,event_98,event_99,event_100,event_101
10,-41.99999999999999,-108.0,-120.0,-124.8,-60.0,-22.8,-97.2,-128.39999999999998,-111.6,-34.8,-56.39999999999999,-64.8,-64.8,-103.2,-100.79999999999998,-90.0,-31.2,-76.8,-82.8,-90.0,-50.39999999999999,-144.0,-112.79999999999998,-97.2,-76.8,-126.0,-75.59999999999998,-100.79999999999998,-115.2,-68.39999999999999,-62.4,-39.6,-36.0,-70.79999999999998,-64.8,-56.39999999999999,-28.8,-153.6,-104.4,-65.99999999999999,-139.2,-52.79999999999999,-40.8,-148.79999999999998,-31.2,-117.6,-47.99999999999999,-32.4,-120.0,-123.6,-74.39999999999999,-55.19999999999999,-96.0,-40.8,-105.59999999999998,-28.8,-105.59999999999998,-82.8,-133.2,-50.39999999999999,-30.0,-108.0,-99.6,-82.8,-146.39999999999998,-36.0,-135.6,-61.2,-130.8,-94.8,-99.6,-105.59999999999998,-79.19999999999999,-40.8,-33.6,-24.0,-97.2,-45.6,-65.99999999999999,-93.6,-147.6,-109.2,-41.99999999999999,-126.0,-97.2,-93.6,-115.2,-92.4,-28.8,-80.4,-127.19999999999996,-57.6,-61.2,-146.39999999999998,-109.2,-65.99999999999999,-96.0,-144.0,-81.6,-87.6,-137.99999999999997,-87.6
11,-32.4,-80.4,-100.79999999999998,-65.99999999999999,-58.8,-13.199999999999998,-65.99999999999999,-80.4,-90.0,-27.599999999999994,-30.0,-36.0,-57.6,-67.2,-83.99999999999999,-69.6,-15.6,-38.4,-49.2,-46.8,-40.8,-96.0,-96.0,-67.2,-41.99999999999999,-64.8,-64.8,-72.0,-51.6,-32.4,-61.2,-26.399999999999995,-18.0,-39.6,-51.6,-36.0,-20.4,-103.2,-102.0,-63.59999999999999,-74.39999999999999,-30.0,-27.599999999999994,-82.8,-24.0,-114.0,-28.8,-28.8,-72.0,-76.8,-52.79999999999999,-41.99999999999999,-82.8,-21.6,-70.79999999999998,-16.8,-65.99999999999999,-38.4,-76.8,-20.4,-20.4,-63.59999999999999,-70.79999999999998,-37.2,-105.59999999999998,-21.6,-110.39999999999998,-41.99999999999999,-121.2,-56.39999999999999,-55.19999999999999,-62.4,-56.39999999999999,-38.4,-20.4,-14.4,-75.59999999999998,-27.599999999999994,-64.8,-55.19999999999999,-78.0,-100.79999999999998,-33.6,-70.79999999999998,-64.8,-70.79999999999998,-108.0,-75.59999999999998,-18.0,-63.59999999999999,-83.99999999999999,-28.8,-31.2,-111.6,-106.8,-45.6,-64.8,-99.6,-56.39999999999999,-64.8,-131.99999999999997,-47.99999999999999
12,-15.6,-33.6,-49.2,-27.599999999999994,-27.599999999999994,-3.6,-32.4,-27.599999999999994,-43.2,-13.199999999999998,-9.6,-13.199999999999998,-32.4,-36.0,-36.0,-32.4,-7.2,-14.4,-21.6,-20.4,-18.0,-38.4,-44.39999999999999,-28.8,-14.4,-24.0,-25.2,-36.0,-16.8,-10.8,-30.0,-13.199999999999998,-10.8,-14.4,-22.8,-16.8,-9.6,-43.2,-50.39999999999999,-32.4,-25.2,-10.8,-10.8,-28.8,-8.4,-57.6,-11.999999999999998,-13.199999999999998,-25.2,-31.2,-19.2,-16.8,-38.4,-5.999999999999999,-32.4,-7.2,-28.8,-20.4,-26.399999999999995,-4.8,-10.8,-25.2,-31.2,-13.199999999999998,-49.2,-10.8,-50.39999999999999,-15.6,-61.2,-22.8,-20.4,-26.399999999999995,-22.8,-16.8,-9.6,-7.2,-34.8,-8.4,-31.2,-18.0,-28.8,-47.99999999999999,-13.199999999999998,-27.599999999999994,-28.8,-30.0,-57.6,-36.0,-9.6,-30.0,-36.0,-10.8,-11.999999999999998,-45.6,-53.99999999999999,-16.8,-30.0,-43.2,-22.8,-26.399999999999995,-64.8,-16.8
13,-3.6,-14.4,-19.2,-10.8,-10.8,0.0,-13.199999999999998,-11.999999999999998,-16.8,-5.999999999999999,-4.8,-8.4,-9.6,-20.4,-10.8,-16.8,-3.6,-5.999999999999999,-7.2,-10.8,-7.2,-11.999999999999998,-15.6,-9.6,-5.999999999999999,-11.999999999999998,-8.4,-11.999999999999998,-9.6,-8.4,-11.999999999999998,-3.6,-2.4,-7.2,-9.6,-7.2,-2.4,-20.4,-14.4,-13.199999999999998,-14.4,-5.999999999999999,-5.999999999999999,-10.8,-1.2,-18.0,-4.8,-7.2,-10.8,-13.199999999999998,-8.4,-10.8,-11.999999999999998,-4.8,-14.4,-1.2,-11.999999999999998,-11.999999999999998,-13.199999999999998,-5.999999999999999,-2.4,-10.8,-14.4,-5.999999999999999,-20.4,-3.6,-19.2,-5.999999999999999,-25.2,-10.8,-10.8,-8.4,-9.6,-8.4,-2.4,-5.999999999999999,-13.199999999999998,-2.4,-13.199999999999998,-8.4,-15.6,-11.999999999999998,-7.2,-13.199999999999998,-9.6,-11.999999999999998,-24.0,-14.4,-4.8,-10.8,-15.6,-7.2,-3.6,-15.6,-18.0,-7.2,-16.8,-18.0,-11.999999999999998,-11.999999999999998,-24.0,-8.4
14,0.0,-4.8,-8.4,-2.4,-4.8,-4.8,-4.8,-7.2,-8.4,-4.8,-1.2,0.0,-5.999999999999999,-9.6,-4.8,-8.4,-1.2,-2.4,-2.4,-2.4,-2.4,-7.2,-9.6,-2.4,-1.2,-7.2,-7.2,-4.8,-1.2,-4.8,-1.2,-2.4,-2.4,-3.6,-7.2,-2.4,-4.8,-9.6,-7.2,-1.2,-4.8,-2.4,-4.8,-4.8,-1.2,-11.999999999999998,0.0,-1.2,-3.6,-5.999999999999999,-3.6,-7.2,-7.2,-3.6,-5.999999999999999,-1.2,-7.2,-1.2,-3.6,-1.2,1.2,-3.6,-7.2,-1.2,-7.2,0.0,-8.4,-4.8,-14.4,-7.2,-3.6,-7.2,-4.8,-4.8,-2.4,1.2,-8.4,-1.2,-7.2,-7.2,-3.6,-8.4,-1.2,-5.999999999999999,-5.999999999999999,-7.2,-9.6,-5.999999999999999,-1.2,-8.4,-7.2,-1.2,0.0,-9.6,-9.6,-2.4,-8.4,-9.6,-2.4,-7.2,-9.6,-1.2
15,-2.4,0.0,0.0,-3.6,-1.2,3.6,-3.6,-1.2,-2.4,0.0,1.2,2.4,-2.4,-5.999999999999999,-1.2,-2.4,1.2,-1.2,-2.4,0.0,1.2,-3.6,-2.4,0.0,1.2,0.0,-1.2,1.2,2.4,0.0,-2.4,0.0,0.0,-1.2,-1.2,0.0,0.0,-1.2,1.2,1.2,2.4,2.4,-4.8,0.0,0.0,-5.999999999999999,0.0,0.0,2.4,-1.2,3.6,-1.2,-1.2,0.0,1.2,0.0,0.0,-1.2,0.0,3.6,0.0,1.2,-1.2,1.2,-3.6,0.0,-7.2,-1.2,0.0,-4.8,1.2,-2.4,0.0,-1.2,3.6,3.6,0.0,1.2,-1.2,-1.2,0.0,-3.6,-4.8,0.0,-1.2,0.0,-9.6,0.0,-1.2,-1.2,-1.2,1.2,2.4,0.0,-2.4,0.0,-3.6,-4.8,-1.2,-1.2,-4.8,0.0
16,1.2,0.0,-2.4,-7.2,2.4,1.2,-1.2,-4.8,-2.4,3.6,-2.4,-1.2,1.2,-2.4,3.6,-1.2,2.4,-3.6,-1.2,-5.999999999999999,1.2,-4.8,-2.4,0.0,1.2,-3.6,0.0,-1.2,-2.4,0.0,0.0,1.2,1.2,-1.2,1.2,-2.4,1.2,-4.8,3.6,0.0,-3.6,-2.4,-3.6,-2.4,1.2,1.2,1.2,1.2,-2.4,-4.8,1.2,-3.6,-1.2,-3.6,-2.4,2.4,-1.2,-2.4,-4.8,-1.2,2.4,-2.4,-3.6,-2.4,-3.6,0.0,-5.999999999999999,0.0,-2.4,-4.8,-5.999999999999999,-4.8,0.0,0.0,-1.2,1.2,-2.4,-1.2,2.4,-3.6,-1.2,2.4,0.0,-4.8,-1.2,-2.4,-2.4,-2.4,2.4,-2.4,-2.4,-3.6,-1.2,-2.4,0.0,1.2,-4.8,-3.6,-3.6,-2.4,-4.8,-2.4
17,-2.4,-8.4,-5.999999999999999,-8.4,-2.4,-2.4,-2.4,-7.2,-7.2,-2.4,0.0,-3.6,-4.8,-7.2,-7.2,-3.6,-1.2,-3.6,0.0,-3.6,1.2,-8.4,-7.2,-1.2,-2.4,-5.999999999999999,-1.2,-5.999999999999999,-7.2,-2.4,-2.4,-3.6,-1.2,-2.4,-2.4,-3.6,-2.4,-7.2,-4.8,1.2,-3.6,-3.6,-2.4,-8.4,0.0,-2.4,-1.2,0.0,-8.4,-8.4,-3.6,-2.4,-3.6,-1.2,-5.999999999999999,-2.4,-3.6,-2.4,-7.2,-2.4,0.0,-5.999999999999999,-5.999999999999999,-4.8,-7.2,-2.4,-8.4,-5.999999999999999,-8.4,-4.8,-7.2,-5.999999999999999,-3.6,-1.2,0.0,-2.4,-4.8,1.2,-2.4,-3.6,-8.4,-4.8,-1.2,-7.2,-4.8,-3.6,-4.8,-5.999999999999999,0.0,-3.6,-8.4,-4.8,-4.8,-8.4,-4.8,-2.4,-5.999999999999999,-8.4,-7.2,-3.6,-8.4,-2.4
18,0.0,-4.8,-7.2,-4.8,-3.6,-1.2,-4.8,-4.8,-3.6,-1.2,-1.2,-2.4,-2.4,-5.999999999999999,-7.2,-3.6,0.0,-3.6,-3.6,-3.6,-2.4,-4.8,-8.4,-1.2,-2.4,-3.6,-2.4,-1.2,-3.6,-2.4,-2.4,-1.2,0.0,0.0,0.0,0.0,-1.2,-7.2,-5.999999999999999,-1.2,-4.8,0.0,-2.4,-7.2,2.4,-4.8,-1.2,-1.2,-2.4,-4.8,-3.6,-2.4,-4.8,-2.4,-4.8,-2.4,-1.2,-1.2,-3.6,-1.2,2.4,-4.8,-3.6,-4.8,-5.999999999999999,-3.6,-5.999999999999999,0.0,-8.4,-5.999999999999999,-5.999999999999999,-3.6,-1.2,-3.6,-1.2,1.2,-8.4,0.0,-4.8,-3.6,-3.6,-7.2,-2.4,-2.4,-4.8,-4.8,-7.2,-4.8,3.6,-3.6,-3.6,-1.2,-1.2,-4.8,-4.8,0.0,-2.4,-7.2,-5.999999999999999,-3.6,-8.4,0.0
19,-1.2,-3.6,-3.6,-4.8,-1.2,-1.2,-3.6,-5.999999999999999,-1.2,1.2,0.0,-2.4,-2.4,-2.4,-2.4,0.0,1.2,1.2,-2.4,-2.4,-2.4,-3.6,-3.6,-4.8,-1.2,-3.6,-4.8,-2.4,-3.6,-1.2,-2.4,0.0,-1.2,-2.4,-2.4,0.0,-3.6,-1.2,-4.8,1.2,-1.2,-1.2,2.4,-5.999999999999999,0.0,-2.4,0.0,-1.2,-1.2,-1.2,-1.2,0.0,-3.6,-1.2,-3.6,0.0,-4.8,-3.6,-1.2,-2.4,1.2,-2.4,0.0,-2.4,-3.6,-2.4,-3.6,-2.4,-3.6,-2.4,-2.4,-2.4,1.2,-2.4,-2.4,2.4,-2.4,0.0,-1.2,0.0,-5.999999999999999,-3.6,1.2,-5.999999999999999,-4.8,-3.6,-5.999999999999999,-2.4,-1.2,-3.6,-3.6,-1.2,1.2,-3.6,-4.8,2.4,-3.6,-5.999999999999999,-2.4,-2.4,-3.6,-2.4
20,-2.4,-3.6,-2.4,-2.4,0.0,1.2,-3.6,-2.4,-1.2,0.0,-2.4,-1.2,-1.2,-1.2,-2.4,-1.2,2.4,1.2,-2.4,-2.4,1.2,-2.4,-3.6,-1.2,0.0,-2.4,-3.6,-4.8,-2.4,-1.2,-2.4,1.2,2.4,-2.4,-1.2,0.0,2.4,-3.6,-2.4,-3.6,-1.2,0.0,-1.2,-4.8,1.2,-2.4,-1.2,-1.2,0.0,-1.2,-1.2,-1.2,-2.4,1.2,-3.6,1.2,-2.4,-1.2,-1.2,0.0,2.4,-2.4,-2.4,-1.2,-3.6,-1.2,-5.999999999999999,-2.4,-3.6,-2.4,-2.4,-2.4,-4.8,1.2,1.2,2.4,-1.2,1.2,-2.4,-1.2,-3.6,-3.6,0.0,-3.6,-3.6,-3.6,-5.999999999999999,-1.2,0.0,-1.2,-4.8,-1.2,0.0,-3.6,-2.4,-2.4,-1.2,-1.2,-2.4,0.0,-3.6,0.0
21,1.2,0.0,-1.2,2.4,0.0,0.0,2.4,0.0,1.2,0.0,0.0,2.4,3.6,-1.2,0.0,2.4,3.6,2.4,1.2,1.2,-1.2,0.0,1.2,0.0,2.4,2.4,1.2,1.2,0.0,0.0,1.2,-1.2,3.6,2.4,2.4,-2.4,3.6,1.2,-1.2,1.2,3.6,2.4,1.2,2.4,0.0,-1.2,1.2,-1.2,2.4,1.2,3.6,-3.6,-2.4,3.6,0.0,1.2,1.2,3.6,2.4,0.0,2.4,2.4,1.2,0.0,2.4,2.4,-2.4,-1.2,-1.2,1.2,2.4,1.2,0.0,0.0,2.4,1.2,0.0,-1.2,2.4,-1.2,1.2,0.0,1.2,2.4,2.4,1.2,-2.4,-1.2,1.2,0.0,2.4,1.2,3.6,2.4,-1.2,0.0,0.0,1.2,2.4,1.2,-2.4,1.2
22,0.0,1.2,-1.2,1.2,0.0,1.2,3.6,2.4,-2.4,0.0,2.4,1.2,2.4,-1.2,-1.2,3.6,1.2,2.4,1.2,-1.2,1.2,-1.2,1.2,1.2,1.2,-1.2,1.2,0.0,2.4,1.2,1.2,0.0,1.2,2.4,1.2,2.4,2.4,1.2,3.6,3.6,2.4,1.2,0.0,0.0,-1.2,4.8,2.4,1.2,3.6,2.4,2.4,1.2,1.2,2.4,3.6,0.0,0.0,1.2,1.2,1.2,1.2,0.0,1.2,0.0,0.0,-1.2,4.8,0.0,-1.2,2.4,0.0,-2.4,0.0,2.4,1.2,-1.2,2.4,0.0,1.2,3.6,4.8,1.2,1.2,1.2,1.2,-1.2,3.6,4.8,3.6,1.2,-1.2,2.4,1.2,4.8,2.4,1.2,1.2,2.4,1.2,2.4,2.4,1.2
23,2.4,-1.2,-2.4,-2.4,3.6,2.4,0.0,-1.2,0.0,2.4,1.2,0.0,3.6,-1.2,2.4,0.0,0.0,-1.2,1.2,0.0,3.6,1.2,1.2,1.2,-1.2,2.4,2.4,1.2,-3.6,0.0,-1.2,1.2,1.2,1.2,2.4,1.2,0.0,1.2,1.2,2.4,-2.4,0.0,-2.4,1.2,2.4,1.2,0.0,1.2,1.2,-1.2,2.4,2.4,1.2,1.2,-1.2,1.2,-1.2,1.2,-1.2,1.2,3.6,-1.2,-1.2,-1.2,0.0,3.6,0.0,-1.2,-1.2,-1.2,-1.2,0.0,0.0,0.0,2.4,0.0,0.0,0.0,3.6,1.2,-1.2,-1.2,1.2,0.0,0.0,-1.2,0.0,-1.2,1.2,0.0,-2.4,1.2,2.4,-1.2,0.0,0.0,0.0,-1.2,0.0,0.0,3.6,1.2
24,1.2,0.0,-2.4,3.6,0.0,1.2,1.2,0.0,-1.2,3.6,1.2,1.2,0.0,0.0,-2.4,0.0,0.0,1.2,-1.2,1.2,1.2,1.2,0.0,0.0,1.2,1.2,1.2,-1.2,-1.2,2.4,1.2,3.6,3.6,1.2,1.2,1.2,1.2,1.2,2.4,0.0,2.4,2.4,1.2,1.2,1.2,1.2,1.2,-1.2,3.6,-1.2,2.4,1.2,-2.4,-2.4,-1.2,2.4,0.0,3.6,0.0,0.0,1.2,2.4,1.2,0.0,-1.2,1.2,2.4,0.0,3.6,-1.2,1.2,0.0,1.2,1.2,1.2,1.2,1.2,2.4,1.2,0.0,0.0,0.0,1.2,0.0,2.4,3.6,1.2,2.4,0.0,0.0,0.0,2.4,4.8,0.0,-2.4,1.2,0.0,0.0,0.0,0.0,-1.2,1.2
