,event_0,event_1,event_2,event_3,event_4,event_5,event_6,event_7,event_8,event_9,event_10,event_11,event_12,event_13,event_14,event_15,event_16,event_17,event_18,event_19,event_20,event_21,event_22,event_23,event_24,event_25,event_26,event_27,event_28,event_29,event_30,event_31,event_32,event_33,event_34,event_35,event_36,event_37,event_38,event_39,event_40,event_41,event_42,event_43,event_44,event_45,event_46,event_47,event_48,event_49,event_50,event_51,event_52,event_53,event_54,event_55,event_56,event_57,event_58,event_59,event_60,event_61,event_62,event_63,event_64,event_65,event_66,event_67,event_68,event_69,event_70,event_71,event_72,event_73,event_74,event_75,event_76,event_77,event_78,event_79,event_80,event_81,event_82,event_83,event_84,event_85,event_86,event_87,event_88,event_89,event_90,event_91,event_92,event_93,event_94,event_95,event_96,event_97,event_98,event_99,event_100,event_101
10,-10.8,-34.8,-27.599999999999994,-33.6,-79.19999999999999,-145.2,-20.4,-81.6,-20.4,-33.6,-15.6,-9.6,-45.6,-63.59999999999999,-22.8,-80.4,-27.599999999999994,-19.2,-22.8,-34.8,-85.2,-21.6,-16.8,-67.2,-37.2,-44.39999999999999,-13.199999999999998,-16.8,-9.6,-9.6,-67.2,-72.0,-36.0,-18.0,-97.2,-9.6,-56.39999999999999,-141.59999999999997,-18.0,-46.8,-93.6,-75.59999999999998,-14.4,-51.6,-20.4,-16.8,-56.39999999999999,-31.2,-24.0,-20.4,-82.8,-46.8,-28.8,-25.2,-14.4,-78.0,-9.6,-13.199999999999998,-47.99999999999999,-52.79999999999999,-22.8,-51.6,-15.6,-22.8,-31.2,-14.4,-9.6,-9.6,-61.2,-46.8,-65.99999999999999,-44.39999999999999,-13.199999999999998,-19.2,-92.4,-22.8,-34.8,-16.8,-11.999999999999998,-82.8,-25.2,-76.8,-41.99999999999999,-53.99999999999999,-15.6,-120.0,-10.8,-85.2,-21.6,-28.8,-87.6,-16.8,-110.39999999999998,-87.6,-11.999999999999998,-20.4,-112.79999999999998,-102.0,-20.4,-30.0,-21.6,-99.6
11,-10.8,-30.0,-15.6,-28.8,-56.39999999999999,-137.99999999999997,-11.999999999999998,-40.8,-18.0,-22.8,-11.999999999999998,-7.2,-24.0,-50.39999999999999,-11.999999999999998,-62.4,-20.4,-9.6,-15.6,-27.599999999999994,-60.0,-21.6,-8.4,-38.4,-20.4,-33.6,-13.199999999999998,-10.8,-4.8,-9.6,-38.4,-63.59999999999999,-26.399999999999995,-9.6,-64.8,-9.6,-45.6,-97.2,-18.0,-25.2,-61.2,-46.8,-10.8,-26.399999999999995,-20.4,-13.199999999999998,-31.2,-16.8,-20.4,-11.999999999999998,-51.6,-28.8,-19.2,-20.4,-8.4,-39.6,-4.8,-11.999999999999998,-27.599999999999994,-40.8,-14.4,-46.8,-8.4,-21.6,-24.0,-9.6,-3.6,-3.6,-49.2,-40.8,-47.99999999999999,-40.8,-13.199999999999998,-15.6,-58.8,-18.0,-18.0,-13.199999999999998,-5.999999999999999,-45.6,-14.4,-52.79999999999999,-38.4,-37.2,-14.4,-114.0,-4.8,-45.6,-14.4,-11.999999999999998,-55.19999999999999,-13.199999999999998,-55.19999999999999,-50.39999999999999,-5.999999999999999,-15.6,-106.8,-56.39999999999999,-16.8,-21.6,-21.6,-41.99999999999999
12,-5.999999999999999,-14.4,-3.6,-9.6,-21.6,-67.2,-3.6,-18.0,-7.2,-8.4,-3.6,-4.8,-11.999999999999998,-24.0,-4.8,-24.0,-8.4,-4.8,-4.8,-13.199999999999998,-22.8,-11.999999999999998,-3.6,-13.199999999999998,-8.4,-15.6,-7.2,-1.2,-1.2,-5.999999999999999,-14.4,-28.8,-10.8,-3.6,-26.399999999999995,-3.6,-19.2,-39.6,-3.6,-14.4,-26.399999999999995,-18.0,-4.8,-13.199999999999998,-10.8,-5.999999999999999,-13.199999999999998,-1.2,-9.6,-5.999999999999999,-16.8,-4.8,-3.6,-9.6,-3.6,-15.6,0.0,-4.8,-10.8,-18.0,-7.2,-22.8,-3.6,-9.6,-5.999999999999999,-3.6,-2.4,-1.2,-21.6,-19.2,-19.2,-16.8,-3.6,-9.6,-21.6,-9.6,-5.999999999999999,-3.6,-1.2,-18.0,-5.999999999999999,-24.0,-21.6,-15.6,-8.4,-52.79999999999999,1.2,-11.999999999999998,-4.8,-3.6,-20.4,-4.8,-18.0,-19.2,0.0,-4.8,-49.2,-21.6,-3.6,-7.2,-10.8,-11.999999999999998
13,-1.2,-4.8,0.0,-3.6,-9.6,-26.399999999999995,-2.4,-10.8,-4.8,-2.4,-2.4,-1.2,-4.8,-7.2,-3.6,-10.8,0.0,0.0,-1.2,-4.8,-9.6,1.2,0.0,-7.2,-3.6,-5.999999999999999,-1.2,-2.4,0.0,-2.4,-4.8,-11.999999999999998,-3.6,-1.2,-9.6,0.0,-5.999999999999999,-16.8,-3.6,-7.2,-10.8,-8.4,-1.2,-4.8,-3.6,0.0,-7.2,0.0,-1.2,0.0,-9.6,-4.8,-1.2,-2.4,0.0,-5.999999999999999,-1.2,-3.6,-5.999999999999999,-8.4,1.2,-8.4,2.4,-2.4,-5.999999999999999,-2.4,-1.2,0.0,-9.6,-5.999999999999999,-9.6,-4.8,-3.6,-3.6,-4.8,-2.4,-5.999999999999999,-4.8,-1.2,-8.4,-2.4,-11.999999999999998,-8.4,-7.2,-5.999999999999999,-15.6,1.2,-9.6,-3.6,-2.4,-5.999999999999999,-1.2,-10.8,-10.8,1.2,-1.2,-15.6,-13.199999999999998,-2.4,-3.6,-4.8,-4.8
14,0.0,-1.2,-2.4,-2.4,-3.6,-15.6,-1.2,-1.2,-2.4,1.2,-2.4,0.0,1.2,-3.6,1.2,-4.8,0.0,-1.2,-1.2,-2.4,-5.999999999999999,-1.2,1.2,0.0,2.4,-2.4,1.2,0.0,1.2,-1.2,0.0,-9.6,-1.2,0.0,-7.2,0.0,-3.6,-7.2,-2.4,-3.6,-4.8,-3.6,0.0,0.0,1.2,-4.8,0.0,-2.4,1.2,0.0,0.0,-1.2,0.0,-1.2,-1.2,-1.2,1.2,1.2,-2.4,-4.8,1.2,-3.6,-1.2,-2.4,-3.6,-1.2,-2.4,2.4,-5.999999999999999,-2.4,-4.8,-3.6,1.2,-1.2,-3.6,1.2,0.0,0.0,0.0,0.0,-1.2,-4.8,-4.8,-4.8,-5.999999999999999,-5.999999999999999,1.2,-4.8,0.0,1.2,-2.4,0.0,-2.4,-3.6,1.2,-1.2,-9.6,-1.2,-1.2,-2.4,0.0,-2.4
15,1.2,0.0,1.2,-1.2,1.2,-5.999999999999999,-2.4,1.2,-1.2,0.0,2.4,1.2,1.2,0.0,1.2,-2.4,1.2,0.0,1.2,2.4,0.0,2.4,1.2,0.0,0.0,0.0,-1.2,3.6,3.6,1.2,-1.2,-1.2,1.2,0.0,-1.2,0.0,1.2,1.2,2.4,0.0,-1.2,0.0,2.4,1.2,2.4,-1.2,2.4,1.2,0.0,1.2,-2.4,0.0,0.0,1.2,1.2,0.0,2.4,1.2,-1.2,2.4,-1.2,-1.2,0.0,1.2,0.0,0.0,1.2,4.8,-3.6,-1.2,0.0,0.0,0.0,0.0,-2.4,2.4,-1.2,3.6,3.6,-1.2,2.4,1.2,-2.4,-1.2,0.0,0.0,1.2,-1.2,2.4,1.2,-2.4,1.2,0.0,3.6,1.2,1.2,-3.6,0.0,1.2,2.4,-1.2,0.0
16,3.6,-2.4,1.2,-1.2,0.0,-1.2,1.2,-5.999999999999999,-1.2,3.6,1.2,3.6,-3.6,-1.2,2.4,0.0,-1.2,3.6,1.2,0.0,1.2,3.6,2.4,0.0,0.0,0.0,-1.2,0.0,1.2,1.2,-3.6,2.4,1.2,-2.4,-1.2,2.4,-2.4,0.0,1.2,0.0,-1.2,-2.4,0.0,0.0,0.0,1.2,1.2,2.4,1.2,1.2,-4.8,2.4,1.2,1.2,1.2,-3.6,1.2,2.4,0.0,-1.2,0.0,-2.4,1.2,1.2,0.0,1.2,1.2,1.2,1.2,-1.2,2.4,-2.4,0.0,1.2,-1.2,-1.2,1.2,1.2,1.2,0.0,0.0,-1.2,-2.4,0.0,1.2,2.4,0.0,0.0,-1.2,-1.2,-1.2,1.2,-1.2,0.0,-1.2,0.0,1.2,-4.8,0.0,-1.2,-1.2,-3.6
17,-2.4,0.0,1.2,0.0,-2.4,-7.2,-1.2,-3.6,1.2,-2.4,1.2,-1.2,-3.6,-2.4,2.4,-4.8,0.0,-1.2,-1.2,-1.2,-5.999999999999999,-2.4,0.0,-2.4,-2.4,-2.4,-2.4,1.2,0.0,0.0,-3.6,-1.2,1.2,-4.8,-4.8,1.2,0.0,-8.4,1.2,-2.4,-2.4,-4.8,-1.2,-2.4,-1.2,1.2,-1.2,3.6,0.0,2.4,-2.4,-4.8,-1.2,0.0,0.0,-3.6,2.4,0.0,0.0,-2.4,0.0,-2.4,-1.2,-1.2,-2.4,-1.2,1.2,0.0,-1.2,-4.8,-3.6,-3.6,2.4,-1.2,-3.6,0.0,-1.2,0.0,-1.2,-4.8,0.0,-2.4,-3.6,1.2,1.2,-3.6,1.2,-4.8,3.6,0.0,-4.8,-1.2,-5.999999999999999,-5.999999999999999,1.2,1.2,-7.2,-4.8,-1.2,2.4,0.0,-5.999999999999999
18,0.0,-1.2,1.2,1.2,-3.6,-7.2,-2.4,-1.2,-4.8,-1.2,-1.2,-1.2,1.2,-1.2,-1.2,-3.6,1.2,2.4,-1.2,-1.2,-3.6,-1.2,1.2,-1.2,2.4,-1.2,1.2,0.0,2.4,0.0,0.0,-5.999999999999999,0.0,0.0,-3.6,1.2,-1.2,-4.8,0.0,-1.2,-2.4,-2.4,1.2,-3.6,0.0,1.2,1.2,2.4,1.2,-1.2,0.0,-3.6,-2.4,2.4,0.0,-1.2,1.2,-1.2,-1.2,-1.2,1.2,1.2,0.0,-1.2,1.2,2.4,1.2,-1.2,-1.2,1.2,-3.6,0.0,1.2,1.2,-2.4,0.0,0.0,0.0,0.0,-1.2,0.0,-1.2,-2.4,-1.2,0.0,-5.999999999999999,1.2,-4.8,-3.6,-3.6,-2.4,1.2,-4.8,-2.4,0.0,1.2,-5.999999999999999,-1.2,1.2,1.2,1.2,0.0
19,2.4,1.2,-2.4,1.2,0.0,-3.6,0.0,0.0,-1.2,0.0,1.2,0.0,-1.2,-1.2,1.2,1.2,0.0,3.6,-1.2,-1.2,-3.6,-1.2,4.8,0.0,-1.2,1.2,1.2,2.4,2.4,2.4,-4.8,-3.6,-3.6,1.2,-1.2,1.2,-1.2,-2.4,0.0,-1.2,-1.2,-2.4,-1.2,0.0,2.4,2.4,0.0,-3.6,-1.2,1.2,-3.6,0.0,-1.2,0.0,2.4,-1.2,3.6,1.2,2.4,-2.4,-1.2,0.0,0.0,1.2,0.0,2.4,1.2,1.2,1.2,-1.2,-2.4,2.4,0.0,1.2,-1.2,-1.2,-1.2,1.2,1.2,1.2,2.4,-2.4,-2.4,0.0,2.4,-2.4,-1.2,-1.2,0.0,0.0,-3.6,0.0,-2.4,-2.4,2.4,1.2,-3.6,-7.2,-1.2,0.0,-1.2,-1.2
20,0.0,0.0,1.2,0.0,-3.6,-2.4,2.4,-2.4,1.2,1.2,-2.4,1.2,0.0,0.0,1.2,0.0,0.0,0.0,2.4,-1.2,-2.4,-2.4,-2.4,-2.4,-1.2,0.0,0.0,-1.2,1.2,2.4,1.2,-2.4,1.2,0.0,-2.4,1.2,-2.4,-7.2,1.2,0.0,-1.2,-1.2,-1.2,-1.2,-1.2,-1.2,-3.6,0.0,-1.2,1.2,-1.2,0.0,2.4,-1.2,-1.2,-2.4,2.4,1.2,1.2,-2.4,0.0,-3.6,1.2,1.2,1.2,0.0,0.0,0.0,-2.4,1.2,-2.4,-1.2,0.0,0.0,-2.4,0.0,1.2,0.0,0.0,0.0,1.2,-3.6,-1.2,0.0,0.0,-4.8,-1.2,0.0,-1.2,1.2,-3.6,1.2,-1.2,0.0,2.4,1.2,-4.8,-3.6,-1.2,-1.2,1.2,-1.2
21,2.4,0.0,2.4,-1.2,1.2,0.0,3.6,1.2,2.4,3.6,-1.2,1.2,1.2,2.4,2.4,0.0,1.2,2.4,1.2,1.2,-1.2,1.2,0.0,1.2,1.2,1.2,1.2,2.4,0.0,0.0,1.2,0.0,3.6,1.2,2.4,2.4,0.0,1.2,1.2,1.2,-1.2,0.0,1.2,-1.2,2.4,2.4,2.4,1.2,2.4,3.6,0.0,1.2,1.2,2.4,-1.2,1.2,2.4,-1.2,0.0,2.4,-1.2,1.2,2.4,0.0,0.0,1.2,0.0,0.0,2.4,1.2,-1.2,-1.2,2.4,-1.2,1.2,0.0,0.0,1.2,0.0,3.6,2.4,1.2,0.0,1.2,1.2,0.0,1.2,2.4,1.2,2.4,0.0,1.2,1.2,0.0,0.0,3.6,-1.2,1.2,2.4,-1.2,-1.2,2.4
22,1.2,2.4,0.0,1.2,3.6,1.2,1.2,-2.4,3.6,0.0,3.6,0.0,2.4,1.2,2.4,2.4,0.0,1.2,1.2,0.0,0.0,1.2,1.2,3.6,3.6,1.2,1.2,2.4,0.0,2.4,2.4,1.2,-1.2,1.2,0.0,1.2,2.4,1.2,0.0,0.0,3.6,-1.2,2.4,-1.2,2.4,-1.2,1.2,2.4,2.4,1.2,2.4,2.4,0.0,1.2,0.0,1.2,3.6,0.0,0.0,1.2,-1.2,2.4,0.0,1.2,1.2,0.0,2.4,0.0,2.4,2.4,1.2,1.2,1.2,1.2,3.6,0.0,0.0,1.2,2.4,0.0,1.2,1.2,2.4,1.2,3.6,1.2,4.8,-1.2,1.2,0.0,1.2,2.4,2.4,2.4,1.2,2.4,-1.2,2.4,0.0,2.4,0.0,0.0
23,2.4,2.4,0.0,0.0,1.2,-1.2,1.2,0.0,0.0,0.0,1.2,3.6,0.0,3.6,1.2,1.2,1.2,2.4,0.0,-1.2,-3.6,1.2,1.2,-1.2,2.4,3.6,3.6,3.6,1.2,1.2,1.2,0.0,-1.2,0.0,-1.2,1.2,0.0,0.0,1.2,1.2,0.0,1.2,0.0,1.2,0.0,1.2,3.6,0.0,1.2,0.0,-2.4,1.2,2.4,0.0,2.4,2.4,0.0,0.0,0.0,2.4,0.0,2.4,2.4,3.6,0.0,1.2,-2.4,2.4,-3.6,1.2,1.2,1.2,1.2,2.4,0.0,-1.2,1.2,1.2,1.2,1.2,3.6,-1.2,3.6,1.2,1.2,1.2,1.2,-2.4,0.0,0.0,4.8,4.8,2.4,-1.2,1.2,1.2,0.0,-1.2,1.2,2.4,0.0,3.6
24,2.4,1.2,2.4,-1.2,3.6,-1.2,3.6,2.4,1.2,2.4,-1.2,2.4,1.2,0.0,2.4,2.4,-1.2,-1.2,1.2,1.2,0.0,1.2,2.4,1.2,0.0,2.4,1.2,1.2,1.2,2.4,1.2,-1.2,2.4,3.6,-1.2,3.6,2.4,0.0,3.6,0.0,2.4,2.4,1.2,1.2,1.2,-1.2,1.2,-1.2,0.0,2.4,-1.2,2.4,1.2,1.2,3.6,0.0,3.6,3.6,0.0,3.6,1.2,2.4,3.6,2.4,1.2,2.4,1.2,1.2,0.0,1.2,-1.2,0.0,2.4,0.0,1.2,1.2,1.2,2.4,3.6,1.2,2.4,-1.2,2.4,2.4,2.4,0.0,1.2,2.4,1.2,2.4,0.0,3.6,1.2,1.2,0.0,1.2,0.0,2.4,1.2,-1.2,-1.2,2.4
