,event_0,event_1,event_2,event_3,event_4,event_5,event_6,event_7,event_8,event_9,event_10,event_11,event_12,event_13,event_14,event_15,event_16,event_17,event_18,event_19,event_20,event_21,event_22,event_23,event_24,event_25,event_26,event_27,event_28,event_29,event_30,event_31,event_32,event_33,event_34,event_35,event_36,event_37,event_38,event_39,event_40,event_41,event_42,event_43,event_44,event_45,event_46,event_47,event_48,event_49
time_epoch,1614279952.5823915,1614279954.759516,1614279956.9256399,1614279959.1427665,1614279961.3608937,1614279963.5270174,1614279965.7101424,1614279967.8802664,1614279970.0443904,1614279972.2215147,1614279974.3876388,1614279976.5527625,1614279978.7218866,1614279980.8920107,1614279983.0561345,1614279985.2262588,1614279987.3943825,1614279989.5585065,1614279991.7266304,1614279993.8987548,1614279996.0628784,1614279998.2330024,1614280000.4011266,1614280002.5702507,1614280004.7413747,1614280006.911499,1614280009.076623,1614280011.2447467,1614280013.4138708,1614280015.5809948,1614280017.7511191,1614280019.920243,1614280022.13937,1614280024.307494,1614280026.4786181,1614280028.6447418,1614280030.8168664,1614280032.9859903,1614280035.1521142,1614280037.3222384,1614280039.4913623,1614280041.6574864,1614280043.8286107,1614280046.0007348,1614280048.1658585,1614280050.3349826,1614280052.5031068,1614280054.6702306,1614280056.8393545,1614280059.0084786
0,51.0,53.0,51.0,57.0,52.0,54.0,52.0,52.0,52.0,53.0,52.0,53.0,53.0,51.0,51.0,50.0,53.0,53.0,55.0,53.0,53.0,51.0,52.0,53.0,52.0,53.0,53.0,55.0,54.0,55.0,51.0,53.0,52.0,53.0,53.0,53.0,52.0,51.0,53.0,53.0,52.0,54.0,52.0,54.0,53.0,52.0,50.0,55.0,53.0,51.0
1,54.0,54.0,51.0,51.0,53.0,53.0,53.0,53.0,54.0,52.0,54.0,52.0,52.0,52.0,51.0,55.0,50.0,53.0,54.0,53.0,52.0,53.0,53.0,52.0,50.0,50.0,52.0,51.0,53.0,51.0,54.0,52.0,52.0,52.0,53.0,52.0,53.0,53.0,52.0,52.0,53.0,54.0,53.0,52.0,55.0,53.0,53.0,53.0,54.0,54.0
2,53.0,50.0,52.0,52.0,53.0,54.0,55.0,52.0,53.0,53.0,49.0,53.0,52.0,50.0,52.0,53.0,52.0,53.0,53.0,53.0,51.0,51.0,53.0,52.0,52.0,52.0,55.0,52.0,55.0,52.0,51.0,52.0,51.0,52.0,53.0,53.0,52.0,51.0,52.0,52.0,53.0,54.0,52.0,52.0,52.0,51.0,53.0,53.0,53.0,53.0
3,52.0,53.0,53.0,53.0,53.0,52.0,52.0,51.0,53.0,54.0,53.0,53.0,52.0,53.0,53.0,53.0,51.0,52.0,51.0,54.0,50.0,54.0,52.0,52.0,53.0,52.0,51.0,54.0,53.0,55.0,52.0,51.0,52.0,52.0,53.0,52.0,49.0,52.0,54.0,52.0,53.0,52.0,53.0,51.0,52.0,53.0,54.0,53.0,52.0,51.0
4,51.0,53.0,51.0,52.0,52.0,52.0,55.0,54.0,54.0,51.0,52.0,53.0,55.0,54.0,53.0,51.0,54.0,54.0,52.0,54.0,52.0,53.0,53.0,54.0,55.0,53.0,52.0,54.0,53.0,50.0,54.0,54.0,53.0,54.0,53.0,52.0,51.0,54.0,53.0,54.0,53.0,53.0,54.0,52.0,54.0,52.0,52.0,54.0,54.0,54.0
5,52.0,51.0,52.0,55.0,51.0,53.0,52.0,50.0,52.0,53.0,53.0,51.0,50.0,53.0,52.0,54.0,53.0,53.0,54.0,54.0,54.0,51.0,53.0,53.0,52.0,53.0,53.0,54.0,54.0,52.0,54.0,50.0,51.0,53.0,54.0,51.0,50.0,51.0,52.0,53.0,52.0,53.0,51.0,52.0,53.0,51.0,54.0,53.0,50.0,54.0
6,54.0,54.0,52.0,53.0,51.0,54.0,53.0,51.0,53.0,52.0,52.0,54.0,54.0,52.0,54.0,54.0,51.0,52.0,53.0,52.0,52.0,53.0,53.0,52.0,51.0,52.0,53.0,51.0,53.0,51.0,53.0,51.0,53.0,51.0,52.0,52.0,51.0,52.0,51.0,52.0,55.0,53.0,52.0,50.0,51.0,53.0,53.0,51.0,53.0,51.0
7,54.0,51.0,51.0,54.0,51.0,52.0,53.0,54.0,51.0,53.0,53.0,52.0,53.0,51.0,54.0,48.0,53.0,53.0,54.0,52.0,53.0,52.0,52.0,54.0,52.0,53.0,52.0,52.0,52.0,54.0,51.0,52.0,51.0,52.0,52.0,52.0,52.0,52.0,54.0,53.0,52.0,54.0,51.0,51.0,54.0,53.0,51.0,55.0,53.0,50.0
8,52.0,50.0,54.0,53.0,54.0,52.0,51.0,53.0,52.0,52.0,53.0,52.0,52.0,52.0,51.0,52.0,53.0,51.0,54.0,51.0,53.0,55.0,52.0,53.0,50.0,52.0,52.0,52.0,52.0,52.0,52.0,53.0,53.0,54.0,54.0,51.0,50.0,54.0,52.0,52.0,53.0,53.0,51.0,50.0,52.0,52.0,53.0,53.0,50.0,49.0
