,event_0,event_1,event_2,event_3,event_4
time_epoch,1613775698.85816,1613775701.0992882,1613775703.3244154,1613775705.588545,1613775707.7846708
0,52.0,52.0,55.0,53.0,52.0
1,52.0,52.0,52.0,53.0,53.0
2,54.0,52.0,52.0,51.0,54.0
3,51.0,53.0,53.0,52.0,53.0
4,52.0,53.0,53.0,54.0,51.0
5,54.0,54.0,53.0,53.0,54.0
6,54.0,51.0,53.0,51.0,52.0
7,53.0,51.0,52.0,53.0,53.0
8,52.0,53.0,53.0,53.0,52.0
9,53.0,52.0,52.0,53.0,52.0
10,51.0,50.0,53.0,53.0,54.0
11,54.0,51.0,53.0,54.0,51.0
12,53.0,51.0,54.0,53.0,51.0
13,54.0,54.0,52.0,53.0,53.0
14,53.0,53.0,52.0,53.0,52.0
15,52.0,53.0,52.0,55.0,52.0
16,52.0,53.0,52.0,54.0,51.0
17,55.0,53.0,53.0,53.0,52.0
18,53.0,52.0,55.0,54.0,53.0
19,53.0,53.0,53.0,53.0,51.0
20,54.0,53.0,53.0,54.0,52.0
21,52.0,53.0,52.0,52.0,54.0
22,54.0,51.0,52.0,52.0,55.0
23,52.0,52.0,54.0,53.0,52.0
24,51.0,52.0,51.0,53.0,51.0
25,52.0,53.0,54.0,53.0,54.0
26,53.0,51.0,52.0,53.0,52.0
27,52.0,51.0,51.0,52.0,52.0
28,53.0,51.0,52.0,53.0,53.0
29,54.0,52.0,50.0,53.0,52.0
30,52.0,52.0,53.0,53.0,53.0
31,52.0,50.0,52.0,51.0,51.0
32,54.0,53.0,52.0,51.0,52.0
33,52.0,53.0,53.0,53.0,50.0
34,52.0,51.0,53.0,53.0,55.0
35,54.0,51.0,53.0,54.0,53.0
36,53.0,50.0,51.0,54.0,52.0
37,50.0,54.0,54.0,52.0,54.0
38,52.0,53.0,54.0,53.0,52.0
39,53.0,54.0,54.0,53.0,54.0
40,52.0,53.0,52.0,52.0,53.0
41,54.0,52.0,50.0,52.0,54.0
42,53.0,51.0,53.0,53.0,54.0
43,53.0,52.0,55.0,52.0,53.0
44,53.0,52.0,52.0,51.0,52.0
45,53.0,53.0,53.0,51.0,53.0
46,53.0,50.0,51.0,52.0,52.0
47,51.0,54.0,53.0,54.0,52.0
48,53.0,52.0,52.0,56.0,54.0
49,53.0,53.0,54.0,52.0,52.0
50,52.0,51.0,53.0,54.0,53.0
51,54.0,51.0,53.0,51.0,51.0
52,54.0,53.0,52.0,54.0,55.0
53,53.0,53.0,52.0,54.0,53.0
54,52.0,51.0,52.0,53.0,51.0
55,52.0,53.0,54.0,54.0,53.0
56,52.0,52.0,53.0,53.0,54.0
57,53.0,52.0,53.0,54.0,52.0
58,50.0,53.0,54.0,53.0,50.0
59,54.0,51.0,52.0,52.0,51.0
60,53.0,49.0,52.0,52.0,53.0
61,51.0,52.0,55.0,53.0,53.0
62,53.0,52.0,55.0,53.0,52.0
63,52.0,51.0,54.0,53.0,51.0
64,52.0,53.0,51.0,54.0,52.0
65,53.0,52.0,52.0,54.0,53.0
66,52.0,52.0,53.0,53.0,52.0
67,53.0,54.0,51.0,53.0,54.0
68,53.0,53.0,52.0,53.0,54.0
69,51.0,52.0,53.0,53.0,53.0
70,51.0,51.0,53.0,53.0,52.0
71,52.0,54.0,53.0,54.0,54.0
72,53.0,52.0,52.0,53.0,53.0
73,52.0,51.0,52.0,53.0,54.0
74,51.0,53.0,52.0,53.0,52.0
75,54.0,52.0,52.0,53.0,52.0
76,53.0,53.0,52.0,53.0,53.0
77,54.0,53.0,54.0,54.0,53.0
78,53.0,52.0,52.0,51.0,52.0
79,53.0,51.0,53.0,53.0,51.0
80,52.0,52.0,53.0,52.0,52.0
81,53.0,51.0,53.0,52.0,52.0
82,53.0,53.0,54.0,54.0,52.0
83,52.0,51.0,52.0,52.0,50.0
84,53.0,53.0,52.0,52.0,53.0
85,52.0,52.0,52.0,53.0,53.0
86,51.0,52.0,53.0,52.0,52.0
87,51.0,53.0,52.0,53.0,53.0
88,52.0,52.0,53.0,51.0,52.0
89,53.0,53.0,53.0,53.0,51.0
90,53.0,51.0,54.0,54.0,52.0
91,55.0,51.0,53.0,51.0,53.0
92,52.0,53.0,52.0,53.0,51.0
93,53.0,51.0,52.0,51.0,53.0
94,53.0,51.0,53.0,54.0,51.0
95,52.0,53.0,53.0,53.0,52.0
96,52.0,51.0,55.0,51.0,52.0
97,53.0,50.0,53.0,52.0,52.0
98,52.0,53.0,54.0,53.0,51.0
99,53.0,53.0,52.0,53.0,52.0
100,52.0,52.0,54.0,53.0,51.0
101,54.0,51.0,54.0,53.0,51.0
102,38.0,14.0,49.0,51.0,38.0
103,-24.0,-127.0,-39.0,-3.0,-41.0
104,-37.0,-127.0,-127.0,-127.0,-98.0
105,6.0,-62.0,-127.0,-127.0,-57.0
106,38.0,17.0,-84.0,-127.0,6.0
107,45.0,33.0,6.0,-81.0,32.0
108,48.0,36.0,27.0,-3.0,39.0
109,51.0,47.0,39.0,20.0,47.0
110,48.0,46.0,49.0,46.0,50.0
111,44.0,32.0,38.0,43.0,41.0
112,47.0,40.0,24.0,7.0,42.0
113,48.0,49.0,41.0,17.0,49.0
114,52.0,47.0,47.0,45.0,49.0
115,51.0,49.0,49.0,45.0,51.0
116,52.0,51.0,54.0,46.0,53.0
117,52.0,51.0,51.0,50.0,52.0
118,53.0,53.0,52.0,46.0,52.0
119,56.0,50.0,52.0,50.0,50.0
120,51.0,52.0,52.0,47.0,51.0
121,53.0,49.0,52.0,46.0,52.0
122,55.0,55.0,53.0,53.0,52.0
123,52.0,52.0,52.0,55.0,52.0
124,51.0,50.0,50.0,51.0,49.0
125,53.0,53.0,52.0,46.0,52.0
126,55.0,54.0,54.0,49.0,50.0
127,54.0,53.0,56.0,59.0,53.0
128,53.0,49.0,51.0,54.0,51.0
129,55.0,50.0,51.0,46.0,51.0
130,52.0,52.0,53.0,52.0,54.0
131,53.0,52.0,55.0,55.0,54.0
132,51.0,49.0,52.0,54.0,50.0
133,49.0,49.0,52.0,51.0,51.0
134,54.0,52.0,52.0,49.0,53.0
135,52.0,50.0,56.0,55.0,51.0
136,51.0,49.0,53.0,53.0,51.0
137,51.0,53.0,53.0,50.0,52.0
138,53.0,52.0,54.0,52.0,55.0
139,52.0,51.0,52.0,53.0,52.0
140,53.0,52.0,52.0,52.0,55.0
141,54.0,52.0,53.0,51.0,52.0
142,53.0,54.0,53.0,52.0,51.0
143,53.0,50.0,53.0,53.0,54.0
144,54.0,53.0,53.0,52.0,52.0
145,54.0,54.0,55.0,52.0,52.0
146,52.0,50.0,52.0,53.0,54.0
147,54.0,49.0,51.0,53.0,53.0
148,54.0,53.0,53.0,50.0,53.0
149,53.0,51.0,55.0,54.0,54.0
150,48.0,50.0,52.0,52.0,53.0
151,52.0,51.0,51.0,51.0,52.0
152,54.0,52.0,56.0,52.0,54.0
153,53.0,50.0,55.0,52.0,52.0
154,54.0,50.0,54.0,54.0,53.0
155,56.0,49.0,52.0,53.0,53.0
156,52.0,52.0,54.0,50.0,52.0
157,53.0,53.0,53.0,53.0,52.0
158,55.0,51.0,54.0,52.0,52.0
159,54.0,52.0,54.0,54.0,52.0
160,52.0,51.0,52.0,54.0,54.0
161,52.0,51.0,53.0,53.0,52.0
162,52.0,52.0,54.0,53.0,51.0
163,53.0,51.0,53.0,52.0,52.0
164,54.0,52.0,52.0,53.0,53.0
165,52.0,52.0,53.0,49.0,52.0
166,52.0,53.0,52.0,52.0,53.0
167,53.0,53.0,55.0,53.0,52.0
168,52.0,53.0,55.0,52.0,53.0
169,54.0,52.0,52.0,53.0,51.0
170,53.0,52.0,54.0,51.0,54.0
171,54.0,51.0,54.0,51.0,53.0
172,53.0,54.0,54.0,52.0,53.0
173,53.0,52.0,55.0,53.0,53.0
174,55.0,52.0,53.0,52.0,53.0
175,54.0,54.0,54.0,52.0,52.0
176,53.0,52.0,52.0,53.0,51.0
177,52.0,52.0,52.0,52.0,52.0
178,54.0,52.0,52.0,52.0,50.0
179,54.0,50.0,51.0,52.0,53.0
180,53.0,53.0,54.0,53.0,52.0
181,52.0,52.0,53.0,52.0,53.0
182,52.0,52.0,52.0,53.0,53.0
