,event_0,event_1,event_2,event_3,event_4
time_epoch,1613196022.0932097,1613196029.0596082,1613196029.2476192,1613196035.9810042,1613196092.3052256
0,54.0,52.0,52.0,53.0,55.0
1,53.0,54.0,54.0,51.0,53.0
2,50.0,54.0,54.0,51.0,53.0
3,53.0,53.0,53.0,52.0,52.0
4,53.0,54.0,54.0,52.0,51.0
5,52.0,57.0,57.0,52.0,52.0
6,53.0,54.0,54.0,51.0,53.0
7,53.0,54.0,54.0,50.0,51.0
8,52.0,52.0,52.0,53.0,53.0
9,53.0,52.0,52.0,52.0,53.0
10,53.0,55.0,55.0,52.0,52.0
11,53.0,52.0,52.0,52.0,53.0
12,51.0,53.0,53.0,53.0,53.0
13,52.0,52.0,52.0,51.0,54.0
14,52.0,54.0,54.0,53.0,53.0
15,50.0,54.0,54.0,53.0,54.0
16,53.0,52.0,52.0,53.0,55.0
17,54.0,54.0,54.0,52.0,53.0
18,53.0,55.0,55.0,51.0,53.0
19,53.0,52.0,52.0,53.0,53.0
20,52.0,54.0,54.0,53.0,52.0
21,51.0,52.0,52.0,52.0,54.0
22,53.0,54.0,54.0,53.0,53.0
23,51.0,52.0,52.0,51.0,51.0
24,50.0,52.0,52.0,52.0,52.0
25,53.0,54.0,54.0,52.0,53.0
26,53.0,54.0,54.0,52.0,53.0
27,54.0,55.0,55.0,54.0,55.0
28,53.0,52.0,52.0,53.0,52.0
29,53.0,53.0,53.0,54.0,53.0
30,53.0,53.0,53.0,52.0,52.0
31,53.0,53.0,53.0,53.0,54.0
32,53.0,55.0,55.0,52.0,51.0
33,52.0,52.0,52.0,52.0,53.0
34,51.0,54.0,54.0,51.0,54.0
35,53.0,55.0,55.0,52.0,51.0
36,52.0,53.0,53.0,53.0,51.0
37,50.0,53.0,53.0,54.0,54.0
38,50.0,53.0,53.0,52.0,50.0
39,52.0,53.0,53.0,52.0,51.0
40,52.0,54.0,54.0,54.0,53.0
41,54.0,53.0,53.0,53.0,53.0
42,53.0,53.0,53.0,54.0,51.0
43,52.0,54.0,54.0,53.0,50.0
44,51.0,53.0,53.0,53.0,54.0
45,53.0,53.0,53.0,52.0,53.0
46,53.0,53.0,53.0,52.0,52.0
47,51.0,53.0,53.0,51.0,52.0
48,52.0,52.0,52.0,53.0,51.0
49,51.0,53.0,53.0,52.0,53.0
50,52.0,55.0,55.0,50.0,51.0
51,54.0,52.0,52.0,54.0,52.0
52,53.0,52.0,52.0,54.0,52.0
53,52.0,55.0,55.0,54.0,54.0
54,50.0,53.0,53.0,52.0,52.0
55,52.0,54.0,54.0,53.0,50.0
56,52.0,52.0,52.0,50.0,53.0
57,51.0,51.0,51.0,52.0,54.0
58,52.0,51.0,51.0,51.0,52.0
59,51.0,54.0,54.0,52.0,53.0
60,53.0,53.0,53.0,52.0,54.0
61,52.0,53.0,53.0,52.0,52.0
62,52.0,52.0,52.0,51.0,52.0
63,53.0,54.0,54.0,52.0,53.0
64,53.0,54.0,54.0,53.0,52.0
65,50.0,53.0,53.0,52.0,53.0
66,53.0,54.0,54.0,53.0,53.0
67,51.0,54.0,54.0,52.0,52.0
68,54.0,53.0,53.0,52.0,54.0
69,54.0,54.0,54.0,50.0,51.0
70,52.0,52.0,52.0,52.0,53.0
71,53.0,52.0,52.0,52.0,51.0
72,51.0,55.0,55.0,52.0,52.0
73,53.0,53.0,53.0,53.0,53.0
74,53.0,53.0,53.0,52.0,52.0
75,53.0,54.0,54.0,52.0,53.0
76,51.0,52.0,52.0,53.0,53.0
77,52.0,53.0,53.0,54.0,52.0
78,53.0,51.0,51.0,53.0,53.0
79,53.0,53.0,53.0,52.0,54.0
80,53.0,54.0,54.0,53.0,54.0
81,51.0,53.0,53.0,53.0,53.0
82,52.0,54.0,54.0,52.0,51.0
83,52.0,54.0,54.0,53.0,54.0
84,52.0,53.0,53.0,55.0,52.0
85,53.0,51.0,51.0,53.0,53.0
86,51.0,51.0,51.0,51.0,52.0
87,52.0,55.0,55.0,52.0,53.0
88,54.0,53.0,53.0,51.0,54.0
89,52.0,54.0,54.0,52.0,51.0
90,51.0,52.0,52.0,54.0,52.0
91,52.0,54.0,54.0,53.0,53.0
92,52.0,54.0,54.0,52.0,53.0
93,54.0,51.0,51.0,52.0,53.0
94,53.0,53.0,53.0,52.0,53.0
95,53.0,55.0,55.0,52.0,50.0
96,51.0,53.0,53.0,48.0,49.0
97,52.0,52.0,52.0,54.0,53.0
98,54.0,50.0,50.0,53.0,52.0
99,51.0,54.0,54.0,53.0,53.0
100,52.0,54.0,54.0,53.0,52.0
101,53.0,52.0,52.0,51.0,52.0
102,51.0,48.0,48.0,53.0,29.0
103,-37.0,-101.0,-101.0,-37.0,-13.0
104,-127.0,-127.0,-127.0,-127.0,-13.0
105,-127.0,-127.0,-127.0,-127.0,19.0
106,-127.0,-127.0,-127.0,-127.0,41.0
107,-127.0,-41.0,-41.0,-127.0,48.0
108,-33.0,1.0,1.0,-127.0,51.0
109,3.0,30.0,30.0,-61.0,53.0
110,38.0,56.0,56.0,14.0,48.0
111,32.0,25.0,25.0,28.0,45.0
112,-4.0,0.0,0.0,-43.0,49.0
113,13.0,32.0,32.0,-40.0,50.0
114,35.0,38.0,38.0,13.0,51.0
115,31.0,36.0,36.0,13.0,52.0
116,41.0,49.0,49.0,27.0,51.0
117,50.0,51.0,51.0,46.0,51.0
118,46.0,49.0,49.0,48.0,52.0
119,46.0,51.0,51.0,47.0,51.0
120,46.0,48.0,48.0,45.0,52.0
121,47.0,47.0,47.0,41.0,53.0
122,50.0,48.0,48.0,45.0,53.0
123,53.0,55.0,55.0,50.0,54.0
124,55.0,53.0,53.0,55.0,51.0
125,46.0,42.0,42.0,41.0,53.0
126,46.0,55.0,55.0,39.0,54.0
127,57.0,61.0,61.0,64.0,52.0
128,51.0,50.0,50.0,57.0,52.0
129,42.0,47.0,47.0,35.0,52.0
130,56.0,54.0,54.0,49.0,53.0
131,55.0,52.0,52.0,60.0,54.0
132,51.0,50.0,50.0,49.0,51.0
133,46.0,50.0,50.0,42.0,54.0
134,51.0,56.0,56.0,47.0,53.0
135,56.0,54.0,54.0,55.0,51.0
136,51.0,49.0,49.0,52.0,53.0
137,51.0,54.0,54.0,46.0,50.0
138,53.0,54.0,54.0,50.0,53.0
139,50.0,52.0,52.0,51.0,52.0
140,53.0,55.0,55.0,51.0,53.0
141,53.0,53.0,53.0,53.0,53.0
142,50.0,50.0,50.0,46.0,52.0
143,50.0,52.0,52.0,49.0,55.0
144,54.0,50.0,50.0,53.0,53.0
145,54.0,52.0,52.0,49.0,52.0
146,53.0,52.0,52.0,49.0,54.0
147,48.0,50.0,50.0,49.0,55.0
148,53.0,52.0,52.0,52.0,51.0
149,52.0,51.0,51.0,55.0,52.0
150,51.0,53.0,53.0,53.0,54.0
151,53.0,54.0,54.0,51.0,51.0
152,53.0,52.0,52.0,53.0,52.0
153,52.0,52.0,52.0,46.0,53.0
154,52.0,56.0,56.0,53.0,54.0
155,52.0,52.0,52.0,53.0,54.0
156,50.0,51.0,51.0,49.0,50.0
157,51.0,53.0,53.0,50.0,52.0
158,53.0,55.0,55.0,52.0,55.0
159,54.0,53.0,53.0,51.0,52.0
160,51.0,53.0,53.0,50.0,49.0
161,49.0,53.0,53.0,48.0,52.0
162,52.0,55.0,55.0,51.0,54.0
163,53.0,50.0,50.0,50.0,53.0
164,49.0,51.0,51.0,49.0,51.0
165,51.0,54.0,54.0,50.0,53.0
166,52.0,54.0,54.0,52.0,52.0
167,53.0,53.0,53.0,54.0,50.0
168,52.0,53.0,53.0,52.0,54.0
169,52.0,53.0,53.0,52.0,53.0
170,52.0,52.0,52.0,51.0,53.0
171,52.0,53.0,53.0,53.0,54.0
172,52.0,54.0,54.0,51.0,53.0
173,51.0,52.0,52.0,52.0,53.0
174,52.0,51.0,51.0,48.0,51.0
175,53.0,55.0,55.0,49.0,51.0
176,52.0,53.0,53.0,54.0,52.0
177,52.0,53.0,53.0,50.0,50.0
178,50.0,52.0,52.0,54.0,53.0
179,52.0,53.0,53.0,53.0,54.0
180,52.0,55.0,55.0,51.0,54.0
181,54.0,53.0,53.0,51.0,53.0
182,51.0,52.0,52.0,53.0,53.0
183,52.0,52.0,52.0,51.0,51.0
184,51.0,54.0,54.0,49.0,49.0
185,52.0,54.0,54.0,53.0,49.0
186,49.0,52.0,52.0,54.0,-43.0
