,event_0,event_1,event_2,event_3,event_4
time_epoch,1613783552.5763671,1613783554.8084948,1613783557.0806248,1613783559.3017519,1613783561.4998775
0,53.0,53.0,51.0,52.0,53.0
1,52.0,52.0,53.0,51.0,51.0
2,54.0,53.0,53.0,51.0,52.0
3,54.0,52.0,53.0,53.0,54.0
4,51.0,53.0,54.0,52.0,53.0
5,50.0,53.0,53.0,53.0,51.0
6,52.0,54.0,53.0,53.0,53.0
7,53.0,52.0,53.0,50.0,52.0
8,52.0,52.0,54.0,50.0,51.0
9,54.0,53.0,51.0,53.0,52.0
10,52.0,53.0,54.0,52.0,54.0
11,53.0,52.0,54.0,54.0,53.0
12,52.0,53.0,54.0,54.0,53.0
13,51.0,53.0,55.0,56.0,54.0
14,52.0,50.0,55.0,50.0,50.0
15,54.0,52.0,56.0,53.0,51.0
16,50.0,52.0,55.0,53.0,53.0
17,52.0,53.0,53.0,50.0,52.0
18,54.0,53.0,54.0,53.0,54.0
19,53.0,52.0,54.0,54.0,53.0
20,52.0,52.0,52.0,53.0,54.0
21,53.0,52.0,52.0,52.0,55.0
22,53.0,53.0,51.0,53.0,52.0
23,53.0,53.0,53.0,52.0,51.0
24,52.0,51.0,54.0,51.0,53.0
25,53.0,52.0,53.0,52.0,55.0
26,52.0,53.0,54.0,55.0,52.0
27,53.0,52.0,52.0,52.0,52.0
28,53.0,53.0,57.0,53.0,52.0
29,52.0,53.0,54.0,53.0,52.0
30,51.0,53.0,53.0,53.0,52.0
31,52.0,53.0,51.0,52.0,53.0
32,51.0,52.0,51.0,52.0,53.0
33,52.0,52.0,51.0,53.0,54.0
34,53.0,53.0,54.0,51.0,51.0
35,51.0,53.0,53.0,52.0,54.0
36,54.0,52.0,51.0,52.0,53.0
37,52.0,52.0,51.0,52.0,52.0
38,55.0,54.0,52.0,52.0,52.0
39,54.0,53.0,53.0,52.0,53.0
40,53.0,51.0,54.0,53.0,51.0
41,53.0,54.0,54.0,53.0,53.0
42,52.0,52.0,53.0,53.0,53.0
43,52.0,52.0,53.0,54.0,53.0
44,53.0,52.0,54.0,51.0,53.0
45,53.0,52.0,54.0,52.0,54.0
46,51.0,53.0,53.0,52.0,54.0
47,52.0,51.0,53.0,52.0,54.0
48,53.0,52.0,56.0,53.0,54.0
49,55.0,50.0,52.0,51.0,52.0
50,52.0,53.0,52.0,54.0,53.0
51,53.0,51.0,53.0,54.0,53.0
52,53.0,53.0,54.0,53.0,51.0
53,53.0,53.0,52.0,53.0,54.0
54,54.0,51.0,53.0,54.0,52.0
55,52.0,51.0,55.0,54.0,52.0
56,53.0,54.0,54.0,52.0,53.0
57,53.0,52.0,52.0,52.0,52.0
58,52.0,53.0,52.0,54.0,52.0
59,50.0,52.0,54.0,52.0,53.0
60,51.0,51.0,53.0,53.0,52.0
61,53.0,53.0,53.0,53.0,55.0
62,51.0,52.0,54.0,52.0,53.0
63,52.0,53.0,53.0,53.0,50.0
64,53.0,53.0,51.0,53.0,54.0
65,52.0,53.0,52.0,52.0,56.0
66,52.0,53.0,52.0,53.0,54.0
67,50.0,52.0,52.0,53.0,52.0
68,50.0,54.0,52.0,53.0,54.0
69,53.0,53.0,54.0,52.0,53.0
70,52.0,52.0,53.0,53.0,53.0
71,53.0,53.0,52.0,52.0,55.0
72,53.0,54.0,54.0,52.0,51.0
73,52.0,52.0,55.0,52.0,54.0
74,51.0,53.0,54.0,53.0,53.0
75,53.0,52.0,54.0,53.0,53.0
76,52.0,54.0,51.0,52.0,52.0
77,53.0,52.0,51.0,50.0,53.0
78,53.0,53.0,52.0,54.0,53.0
79,53.0,53.0,53.0,50.0,54.0
80,52.0,52.0,55.0,54.0,52.0
81,52.0,53.0,52.0,53.0,54.0
82,53.0,52.0,53.0,51.0,52.0
83,52.0,53.0,53.0,53.0,53.0
84,52.0,53.0,50.0,53.0,54.0
85,54.0,51.0,53.0,51.0,52.0
86,52.0,52.0,53.0,52.0,52.0
87,53.0,53.0,52.0,54.0,52.0
88,54.0,52.0,52.0,54.0,55.0
89,52.0,51.0,54.0,52.0,53.0
90,55.0,54.0,51.0,53.0,52.0
91,54.0,53.0,52.0,49.0,55.0
92,51.0,52.0,53.0,54.0,53.0
93,52.0,54.0,53.0,55.0,53.0
94,53.0,52.0,53.0,52.0,54.0
95,53.0,53.0,52.0,53.0,53.0
96,53.0,53.0,51.0,54.0,53.0
97,53.0,52.0,54.0,53.0,52.0
98,55.0,52.0,53.0,51.0,53.0
99,53.0,53.0,50.0,53.0,51.0
100,54.0,53.0,51.0,53.0,51.0
101,54.0,51.0,53.0,49.0,55.0
102,45.0,29.0,38.0,12.0,35.0
103,-26.0,-29.0,-95.0,-25.0,-23.0
104,-127.0,-39.0,-127.0,-9.0,-44.0
105,-92.0,1.0,-104.0,28.0,-7.0
106,-11.0,31.0,-9.0,46.0,30.0
107,30.0,39.0,29.0,49.0,38.0
108,39.0,44.0,36.0,52.0,42.0
