,event_0,event_1,event_2,event_3,event_4,event_5,event_6,event_7,event_8,event_9,event_10,event_11,event_12,event_13,event_14,event_15,event_16,event_17,event_18,event_19,event_20,event_21,event_22,event_23,event_24,event_25,event_26,event_27,event_28,event_29,event_30,event_31,event_32,event_33,event_34,event_35,event_36,event_37,event_38,event_39,event_40,event_41,event_42,event_43,event_44,event_45,event_46,event_47,event_48,event_49,event_50,event_51,event_52,event_53,event_54,event_55,event_56,event_57,event_58,event_59,event_60,event_61,event_62,event_63,event_64,event_65,event_66,event_67,event_68,event_69,event_70,event_71,event_72,event_73,event_74,event_75,event_76,event_77,event_78,event_79,event_80,event_81,event_82,event_83,event_84,event_85,event_86,event_87,event_88,event_89,event_90,event_91,event_92,event_93,event_94,event_95,event_96,event_97,event_98,event_99
time_epoch,1616971843.283345,1616971845.4434683,1616971847.5975916,1616971849.7577152,1616971851.9118383,1616971854.0659614,1616971856.2190847,1616971858.379208,1616971860.5403318,1616971862.6924548,1616971864.844578,1616971867.0057015,1616971869.1598248,1616971871.312948,1616971873.4740715,1616971875.6281948,1616971877.832321,1616971879.9934447,1616971882.152568,1616971884.3056912,1616971886.4588141,1616971888.6109374,1616971890.7650607,1616971892.921184,1616971895.0843077,1616971897.2374308,1616971899.3965542,1616971901.5506775,1616971903.7018006,1616971905.8559237,1616971908.0090468,1616971910.1621702,1616971912.329294,1616971914.483417,1616971916.6355402,1616971918.7966638,1616971920.9587877,1616971923.1129107,1616971925.3320377,1616971927.4871612,1616971929.640284,1616971931.791407,1616971933.9525306,1616971936.106654,1616971938.31078,1616971940.4839046,1616971942.6370275,1616971944.7881505,1616971946.947274,1616971949.1013973,1616971951.2545204,1616971953.409644,1616971955.5627668,1616971957.71589,1616971959.8670132,1616971962.018136,1616971964.1722593,1616971966.3243825,1616971968.483506,1616971970.6456294,1616971972.8007529,1616971974.955876,1616971977.1089993,1616971979.2671227,1616971981.4292462,1616971983.5823696,1616971985.7374928,1616971987.8906157,1616971990.112743,1616971992.2678664,1616971994.4299898,1616971996.5841131,1616971998.8062403,1616972000.9603636,1616972003.119487,1616972005.27261,1616972007.4327338,1616972009.5978575,1616972011.7519808,1616972013.9061038,1616972016.0612273,1616972018.2203507,1616972020.375474,1616972022.526597,1616972024.6867206,1616972026.8408437,1616972028.9999673,1616972031.163091,1616972033.3172143,1616972035.4703374,1616972037.6254604,1616972039.7805836,1616972042.000711,1616972044.1608343,1616972046.3149576,1616972048.4670806,1616972050.6222038,1616972052.775327,1616972054.9274502,1616972057.080573
0,54.0,51.0,51.0,52.0,53.0,53.0,55.0,53.0,55.0,53.0,52.0,53.0,52.0,52.0,53.0,53.0,52.0,52.0,54.0,54.0,53.0,51.0,52.0,53.0,53.0,53.0,51.0,53.0,51.0,55.0,52.0,54.0,51.0,54.0,52.0,54.0,51.0,55.0,54.0,54.0,53.0,52.0,53.0,52.0,52.0,53.0,53.0,53.0,54.0,53.0,53.0,54.0,53.0,56.0,54.0,53.0,53.0,52.0,52.0,53.0,53.0,54.0,54.0,51.0,53.0,51.0,53.0,53.0,53.0,53.0,50.0,52.0,53.0,52.0,52.0,54.0,52.0,52.0,53.0,53.0,54.0,52.0,52.0,51.0,52.0,54.0,50.0,54.0,53.0,54.0,52.0,52.0,52.0,53.0,53.0,51.0,54.0,52.0,54.0,54.0
1,53.0,55.0,53.0,54.0,55.0,53.0,52.0,53.0,53.0,53.0,52.0,53.0,53.0,52.0,53.0,53.0,50.0,53.0,55.0,55.0,53.0,53.0,53.0,51.0,51.0,54.0,53.0,53.0,50.0,51.0,51.0,54.0,51.0,52.0,54.0,53.0,53.0,49.0,54.0,54.0,53.0,51.0,53.0,52.0,53.0,52.0,53.0,54.0,53.0,54.0,52.0,53.0,53.0,55.0,53.0,52.0,52.0,54.0,55.0,51.0,52.0,53.0,53.0,52.0,54.0,54.0,50.0,53.0,53.0,55.0,51.0,54.0,53.0,52.0,51.0,53.0,53.0,52.0,52.0,52.0,54.0,53.0,52.0,55.0,52.0,54.0,52.0,56.0,54.0,52.0,53.0,53.0,50.0,51.0,53.0,53.0,51.0,57.0,54.0,54.0
2,54.0,54.0,53.0,51.0,53.0,53.0,53.0,53.0,53.0,53.0,54.0,53.0,52.0,52.0,50.0,52.0,53.0,52.0,53.0,52.0,55.0,54.0,51.0,55.0,52.0,54.0,53.0,51.0,51.0,52.0,52.0,54.0,52.0,53.0,51.0,52.0,53.0,49.0,52.0,52.0,52.0,53.0,51.0,53.0,52.0,52.0,53.0,53.0,52.0,52.0,53.0,53.0,53.0,48.0,52.0,54.0,53.0,55.0,53.0,51.0,54.0,53.0,52.0,54.0,56.0,53.0,53.0,54.0,51.0,53.0,52.0,54.0,54.0,51.0,50.0,54.0,52.0,49.0,54.0,52.0,52.0,51.0,53.0,54.0,53.0,55.0,54.0,53.0,53.0,53.0,54.0,53.0,53.0,52.0,52.0,52.0,51.0,53.0,52.0,52.0
3,52.0,54.0,56.0,52.0,54.0,53.0,53.0,53.0,53.0,53.0,52.0,51.0,52.0,54.0,52.0,52.0,53.0,53.0,53.0,51.0,52.0,53.0,53.0,53.0,53.0,53.0,53.0,52.0,51.0,53.0,51.0,53.0,51.0,53.0,53.0,53.0,51.0,53.0,52.0,53.0,53.0,53.0,53.0,54.0,54.0,54.0,53.0,54.0,53.0,54.0,53.0,53.0,53.0,55.0,53.0,54.0,51.0,53.0,53.0,51.0,54.0,54.0,56.0,53.0,50.0,53.0,53.0,53.0,54.0,51.0,53.0,53.0,50.0,54.0,52.0,52.0,51.0,52.0,51.0,52.0,51.0,54.0,52.0,54.0,53.0,55.0,53.0,51.0,53.0,53.0,55.0,52.0,52.0,53.0,51.0,51.0,54.0,50.0,54.0,53.0
4,52.0,52.0,52.0,52.0,53.0,53.0,53.0,52.0,53.0,52.0,52.0,54.0,53.0,54.0,52.0,53.0,52.0,53.0,56.0,54.0,53.0,53.0,54.0,53.0,52.0,50.0,51.0,52.0,53.0,54.0,53.0,52.0,53.0,52.0,51.0,50.0,53.0,51.0,52.0,53.0,51.0,52.0,51.0,54.0,52.0,53.0,53.0,52.0,52.0,54.0,53.0,51.0,53.0,56.0,52.0,51.0,52.0,53.0,53.0,50.0,53.0,53.0,54.0,52.0,54.0,53.0,52.0,51.0,51.0,52.0,54.0,52.0,54.0,55.0,52.0,53.0,51.0,52.0,54.0,53.0,53.0,54.0,53.0,53.0,55.0,54.0,55.0,52.0,52.0,52.0,52.0,53.0,53.0,52.0,53.0,53.0,52.0,55.0,52.0,53.0
5,53.0,50.0,53.0,51.0,51.0,52.0,52.0,53.0,53.0,51.0,51.0,52.0,52.0,53.0,51.0,52.0,48.0,53.0,53.0,52.0,52.0,52.0,51.0,54.0,55.0,51.0,51.0,53.0,52.0,53.0,51.0,53.0,52.0,54.0,51.0,53.0,53.0,48.0,52.0,54.0,53.0,50.0,53.0,54.0,51.0,52.0,52.0,51.0,51.0,54.0,53.0,51.0,52.0,48.0,53.0,53.0,51.0,51.0,52.0,49.0,51.0,51.0,50.0,53.0,55.0,52.0,53.0,54.0,52.0,52.0,52.0,52.0,53.0,53.0,51.0,53.0,52.0,54.0,53.0,54.0,50.0,51.0,53.0,55.0,54.0,51.0,52.0,52.0,53.0,55.0,52.0,53.0,50.0,54.0,52.0,51.0,51.0,56.0,54.0,53.0
6,51.0,54.0,53.0,52.0,54.0,53.0,53.0,52.0,54.0,52.0,52.0,52.0,53.0,55.0,53.0,52.0,54.0,52.0,53.0,54.0,54.0,52.0,53.0,53.0,52.0,54.0,54.0,50.0,53.0,52.0,52.0,52.0,51.0,52.0,53.0,53.0,53.0,54.0,53.0,52.0,52.0,53.0,53.0,54.0,53.0,52.0,53.0,52.0,50.0,52.0,52.0,54.0,52.0,49.0,52.0,55.0,53.0,54.0,53.0,53.0,52.0,49.0,53.0,53.0,55.0,53.0,53.0,54.0,53.0,55.0,53.0,52.0,52.0,53.0,53.0,53.0,53.0,52.0,52.0,53.0,50.0,53.0,53.0,52.0,53.0,56.0,51.0,50.0,52.0,54.0,51.0,54.0,54.0,52.0,53.0,52.0,50.0,50.0,54.0,52.0
7,51.0,54.0,52.0,51.0,52.0,53.0,52.0,52.0,54.0,53.0,55.0,54.0,52.0,52.0,52.0,54.0,54.0,53.0,53.0,54.0,52.0,52.0,52.0,53.0,52.0,53.0,52.0,53.0,53.0,55.0,52.0,53.0,53.0,52.0,52.0,51.0,53.0,55.0,53.0,53.0,53.0,54.0,52.0,53.0,53.0,52.0,53.0,51.0,53.0,54.0,52.0,53.0,53.0,53.0,53.0,53.0,52.0,53.0,51.0,52.0,53.0,53.0,52.0,54.0,49.0,51.0,51.0,52.0,50.0,52.0,53.0,51.0,54.0,51.0,53.0,55.0,51.0,52.0,53.0,52.0,53.0,52.0,54.0,51.0,53.0,55.0,55.0,53.0,53.0,55.0,54.0,52.0,53.0,54.0,52.0,52.0,55.0,49.0,52.0,53.0
8,52.0,53.0,54.0,54.0,52.0,51.0,51.0,52.0,52.0,51.0,53.0,53.0,51.0,54.0,53.0,54.0,53.0,50.0,53.0,52.0,51.0,51.0,52.0,55.0,52.0,53.0,52.0,53.0,52.0,53.0,52.0,53.0,52.0,52.0,52.0,52.0,52.0,54.0,55.0,53.0,53.0,50.0,52.0,52.0,54.0,52.0,54.0,51.0,53.0,54.0,54.0,53.0,52.0,54.0,53.0,52.0,52.0,54.0,53.0,51.0,51.0,53.0,52.0,54.0,50.0,55.0,54.0,53.0,52.0,54.0,52.0,54.0,51.0,53.0,51.0,53.0,50.0,53.0,53.0,53.0,53.0,52.0,53.0,52.0,54.0,52.0,52.0,54.0,52.0,56.0,54.0,51.0,52.0,53.0,52.0,53.0,53.0,54.0,52.0,54.0
