,event_0,event_1,event_2,event_3,event_4,event_5,event_6,event_7,event_8,event_9,event_10,event_11,event_12,event_13,event_14,event_15,event_16,event_17,event_18,event_19,event_20,event_21,event_22,event_23,event_24,event_25,event_26,event_27,event_28,event_29,event_30,event_31,event_32,event_33,event_34,event_35,event_36,event_37,event_38,event_39,event_40,event_41,event_42,event_43,event_44,event_45,event_46,event_47,event_48,event_49,event_50,event_51,event_52,event_53,event_54,event_55,event_56,event_57,event_58,event_59,event_60,event_61,event_62,event_63,event_64,event_65,event_66,event_67,event_68,event_69,event_70,event_71,event_72,event_73,event_74,event_75,event_76,event_77,event_78,event_79,event_80,event_81,event_82,event_83,event_84,event_85,event_86,event_87,event_88,event_89,event_90,event_91,event_92,event_93,event_94,event_95,event_96,event_97,event_98,event_99
time_epoch,1616968995.3314514,1616968997.5405777,1616968999.6927006,1616969001.843824,1616969003.9959471,1616969006.1480699,1616969008.300193,1616969010.4543164,1616969012.6134398,1616969014.7655628,1616969016.9166858,1616969019.0698092,1616969021.220932,1616969023.3730552,1616969025.5251784,1616969027.6783013,1616969029.8304245,1616969031.9855478,1616969034.1366708,1616969036.2877939,1616969038.438917,1616969040.5930402,1616969042.7451632,1616969044.8972864,1616969047.0504096,1616969049.2035325,1616969051.3556557,1616969053.5087788,1616969055.6589017,1616969057.862028,1616969060.0141509,1616969062.166274,1616969064.3193972,1616969066.4705203,1616969068.6216433,1616969070.7717662,1616969072.9258893,1616969075.0770125,1616969077.235136,1616969079.3872588,1616969081.538382,1616969083.689505,1616969085.842628,1616969087.9997516,1616969090.1498747,1616969092.301998,1616969094.4541206,1616969096.605244,1616969098.758367,1616969100.91149,1616969103.0646133,1616969105.2177365,1616969107.3708596,1616969109.5229826,1616969111.6761057,1616969113.828229,1616969115.981352,1616969118.1854782,1616969120.3436017,1616969122.497725,1616969124.6488478,1616969126.800971,1616969128.953094,1616969131.105217,1616969133.2583404,1616969135.4104636,1616969137.5645864,1616969139.7257102,1616969141.8768332,1616969144.0269563,1616969146.1790795,1616969148.3302023,1616969150.4813254,1616969152.6334484,1616969154.7855716,1616969156.9356947,1616969159.0858176,1616969161.2379405,1616969163.3910637,1616969165.5421867,1616969167.69431,1616969169.846433,1616969171.996556,1616969174.1496792,1616969176.3018022,1616969178.5039284,1616969180.6580513,1616969182.8101745,1616969184.9612975,1616969187.121421,1616969189.273544,1616969191.4276674,1616969193.5797906,1616969195.7309136,1616969197.8840365,1616969200.04316,1616969202.1942832,1616969204.3464065,1616969206.4995294,1616969208.6516526
0,54.0,50.0,52.0,52.0,53.0,52.0,53.0,52.0,55.0,54.0,52.0,55.0,51.0,52.0,51.0,52.0,52.0,53.0,51.0,53.0,53.0,52.0,52.0,53.0,53.0,53.0,51.0,53.0,52.0,53.0,51.0,51.0,52.0,53.0,50.0,51.0,53.0,54.0,52.0,52.0,52.0,51.0,52.0,52.0,54.0,53.0,52.0,52.0,54.0,53.0,54.0,53.0,54.0,53.0,51.0,54.0,53.0,53.0,50.0,54.0,52.0,51.0,53.0,51.0,52.0,53.0,52.0,53.0,53.0,53.0,54.0,53.0,54.0,53.0,54.0,52.0,52.0,54.0,53.0,54.0,49.0,52.0,55.0,53.0,53.0,53.0,54.0,53.0,51.0,54.0,52.0,52.0,52.0,54.0,55.0,55.0,55.0,52.0,50.0,52.0
1,50.0,51.0,52.0,52.0,52.0,52.0,55.0,52.0,53.0,52.0,53.0,52.0,55.0,51.0,52.0,51.0,52.0,54.0,53.0,54.0,53.0,52.0,51.0,54.0,51.0,53.0,53.0,52.0,52.0,53.0,51.0,52.0,52.0,54.0,51.0,53.0,53.0,53.0,53.0,54.0,54.0,52.0,52.0,53.0,55.0,53.0,53.0,53.0,54.0,55.0,52.0,51.0,52.0,53.0,53.0,53.0,53.0,55.0,52.0,53.0,53.0,51.0,53.0,52.0,52.0,54.0,51.0,54.0,49.0,52.0,52.0,54.0,54.0,53.0,53.0,52.0,53.0,53.0,52.0,53.0,52.0,53.0,55.0,52.0,52.0,52.0,53.0,53.0,54.0,52.0,54.0,54.0,52.0,53.0,53.0,53.0,54.0,53.0,52.0,53.0
2,52.0,51.0,52.0,54.0,53.0,54.0,53.0,52.0,50.0,53.0,52.0,52.0,53.0,51.0,52.0,55.0,53.0,54.0,52.0,54.0,50.0,51.0,52.0,54.0,53.0,51.0,51.0,53.0,53.0,51.0,52.0,52.0,52.0,53.0,53.0,54.0,54.0,53.0,52.0,53.0,53.0,55.0,52.0,53.0,54.0,54.0,51.0,53.0,54.0,53.0,52.0,51.0,53.0,50.0,53.0,54.0,54.0,53.0,51.0,51.0,52.0,54.0,53.0,53.0,54.0,52.0,54.0,53.0,52.0,51.0,53.0,53.0,54.0,54.0,52.0,52.0,53.0,51.0,52.0,53.0,50.0,54.0,51.0,52.0,54.0,54.0,54.0,52.0,53.0,52.0,52.0,52.0,52.0,52.0,54.0,50.0,54.0,52.0,53.0,55.0
3,52.0,53.0,52.0,53.0,53.0,51.0,54.0,53.0,57.0,53.0,53.0,52.0,52.0,51.0,54.0,51.0,52.0,55.0,52.0,53.0,53.0,52.0,52.0,52.0,50.0,53.0,51.0,52.0,52.0,53.0,53.0,51.0,54.0,53.0,52.0,51.0,53.0,53.0,53.0,54.0,51.0,52.0,54.0,53.0,55.0,52.0,51.0,52.0,53.0,53.0,53.0,52.0,53.0,51.0,53.0,53.0,53.0,54.0,53.0,52.0,53.0,53.0,52.0,52.0,52.0,52.0,55.0,53.0,51.0,52.0,52.0,53.0,53.0,53.0,51.0,54.0,51.0,53.0,53.0,53.0,51.0,53.0,53.0,53.0,53.0,54.0,54.0,51.0,53.0,53.0,54.0,51.0,53.0,51.0,56.0,54.0,54.0,54.0,53.0,55.0
4,53.0,52.0,54.0,53.0,53.0,54.0,55.0,53.0,54.0,51.0,54.0,52.0,53.0,51.0,51.0,51.0,54.0,55.0,53.0,53.0,53.0,54.0,54.0,53.0,53.0,52.0,53.0,53.0,53.0,53.0,53.0,50.0,53.0,52.0,53.0,52.0,51.0,52.0,52.0,55.0,53.0,51.0,53.0,52.0,54.0,52.0,50.0,53.0,53.0,53.0,54.0,52.0,54.0,52.0,52.0,53.0,50.0,51.0,53.0,54.0,50.0,53.0,52.0,53.0,51.0,54.0,52.0,52.0,53.0,52.0,52.0,51.0,50.0,51.0,52.0,52.0,53.0,52.0,53.0,52.0,51.0,54.0,53.0,53.0,54.0,55.0,53.0,54.0,51.0,53.0,53.0,53.0,53.0,53.0,52.0,52.0,53.0,53.0,54.0,54.0
5,55.0,51.0,53.0,54.0,53.0,53.0,55.0,53.0,51.0,54.0,51.0,53.0,53.0,49.0,53.0,52.0,54.0,51.0,53.0,54.0,52.0,51.0,53.0,52.0,54.0,52.0,52.0,52.0,55.0,53.0,54.0,50.0,54.0,53.0,55.0,51.0,52.0,51.0,54.0,51.0,56.0,54.0,53.0,50.0,54.0,51.0,52.0,55.0,51.0,53.0,53.0,53.0,51.0,52.0,54.0,53.0,54.0,52.0,52.0,54.0,52.0,54.0,52.0,51.0,53.0,53.0,54.0,54.0,52.0,52.0,54.0,53.0,53.0,54.0,51.0,53.0,51.0,52.0,52.0,54.0,52.0,50.0,51.0,51.0,51.0,53.0,51.0,53.0,52.0,53.0,53.0,53.0,53.0,51.0,52.0,53.0,54.0,53.0,53.0,53.0
6,53.0,53.0,54.0,52.0,53.0,52.0,54.0,53.0,53.0,51.0,52.0,51.0,52.0,52.0,53.0,52.0,54.0,55.0,54.0,55.0,50.0,53.0,53.0,55.0,53.0,53.0,52.0,53.0,53.0,52.0,49.0,54.0,54.0,55.0,50.0,53.0,53.0,54.0,52.0,55.0,54.0,52.0,51.0,53.0,54.0,52.0,52.0,51.0,51.0,54.0,50.0,53.0,52.0,54.0,52.0,52.0,55.0,53.0,54.0,52.0,52.0,51.0,53.0,53.0,53.0,54.0,55.0,52.0,50.0,52.0,52.0,54.0,52.0,56.0,52.0,54.0,52.0,51.0,51.0,52.0,52.0,51.0,53.0,53.0,54.0,50.0,50.0,53.0,53.0,52.0,55.0,53.0,50.0,53.0,53.0,52.0,54.0,52.0,53.0,52.0
7,54.0,52.0,54.0,52.0,54.0,53.0,54.0,52.0,58.0,54.0,51.0,52.0,52.0,51.0,53.0,54.0,50.0,55.0,52.0,53.0,53.0,51.0,54.0,53.0,54.0,52.0,53.0,51.0,53.0,53.0,52.0,50.0,52.0,53.0,53.0,53.0,51.0,52.0,52.0,55.0,52.0,54.0,54.0,53.0,54.0,52.0,52.0,51.0,53.0,52.0,53.0,54.0,54.0,51.0,53.0,53.0,54.0,51.0,54.0,51.0,53.0,54.0,54.0,51.0,55.0,52.0,55.0,53.0,52.0,52.0,51.0,53.0,53.0,52.0,53.0,54.0,53.0,53.0,51.0,50.0,52.0,52.0,53.0,52.0,53.0,53.0,54.0,51.0,53.0,52.0,51.0,49.0,50.0,52.0,51.0,54.0,55.0,51.0,52.0,51.0
8,51.0,52.0,52.0,53.0,54.0,53.0,53.0,52.0,53.0,53.0,52.0,53.0,52.0,52.0,53.0,52.0,55.0,52.0,52.0,53.0,54.0,53.0,53.0,52.0,52.0,53.0,51.0,52.0,53.0,52.0,53.0,53.0,53.0,53.0,52.0,53.0,53.0,53.0,53.0,52.0,53.0,51.0,52.0,51.0,52.0,53.0,52.0,53.0,54.0,55.0,53.0,53.0,54.0,52.0,54.0,53.0,53.0,54.0,54.0,51.0,52.0,51.0,54.0,52.0,53.0,56.0,52.0,52.0,52.0,52.0,51.0,54.0,55.0,53.0,53.0,53.0,52.0,53.0,52.0,51.0,54.0,53.0,54.0,54.0,50.0,53.0,54.0,52.0,54.0,55.0,54.0,53.0,52.0,53.0,52.0,53.0,53.0,52.0,53.0,52.0
