,event_0,event_1,event_2,event_3,event_4,event_5,event_6,event_7,event_8,event_9,event_10,event_11,event_12,event_13,event_14,event_15,event_16,event_17,event_18,event_19,event_20,event_21,event_22,event_23,event_24,event_25,event_26,event_27,event_28,event_29,event_30,event_31,event_32,event_33,event_34,event_35,event_36,event_37,event_38,event_39,event_40,event_41,event_42,event_43,event_44,event_45,event_46,event_47,event_48,event_49,event_50,event_51,event_52,event_53,event_54,event_55,event_56,event_57,event_58,event_59,event_60,event_61,event_62,event_63,event_64,event_65,event_66,event_67,event_68,event_69,event_70,event_71,event_72,event_73,event_74,event_75,event_76,event_77,event_78,event_79,event_80,event_81,event_82,event_83,event_84,event_85,event_86,event_87,event_88,event_89,event_90,event_91,event_92,event_93,event_94,event_95,event_96,event_97,event_98,event_99
time_epoch,1616971185.327712,1616971187.480835,1616971189.629958,1616971191.7820811,1616971193.932204,1616971196.0843272,1616971198.2384505,1616971200.3895733,1616971202.5406964,1616971204.6948197,1616971206.8469427,1616971208.998066,1616971211.1501887,1616971213.302312,1616971215.455435,1616971217.6595612,1616971219.8126843,1616971221.9768083,1616971224.1289313,1616971226.2790542,1616971228.4321773,1616971230.5853004,1616971232.7444239,1616971234.894547,1616971237.0466702,1616971239.2007933,1616971241.3529165,1616971243.5060396,1616971245.6591625,1616971247.8112857,1616971249.963409,1616971252.115532,1616971254.2676551,1616971256.419778,1616971258.571901,1616971260.7260244,1616971262.8821478,1616971265.032271,1616971267.1853938,1616971269.3465176,1616971271.4976406,1616971273.6497636,1616971275.803887,1616971278.0050128,1616971280.157136,1616971282.3782628,1616971284.529386,1616971286.682509,1616971288.8346322,1616971290.9867554,1616971293.1398785,1616971295.2930017,1616971297.4451246,1616971299.596248,1616971301.7563713,1616971303.9084942,1616971306.0626175,1616971308.2157407,1616971310.3658636,1616971312.5169866,1616971314.67011,1616971316.8212328,1616971318.972356,1616971321.1254792,1616971323.2776022,1616971325.4297252,1616971327.5808485,1616971329.7349713,1616971331.8860946,1616971334.0382178,1616971336.1893406,1616971338.393467,1616971340.54559,1616971342.697713,1616971344.8518362,1616971347.001959,1616971349.1570823,1616971351.3102057,1616971353.4623287,1616971355.6164517,1616971357.7665749,1616971359.919698,1616971362.0918221,1616971364.252946,1616971366.403069,1616971368.5551918,1616971370.706315,1616971372.8594382,1616971375.023562,1616971377.1806853,1616971379.3358085,1616971381.4999325,1616971383.6560555,1616971385.8071787,1616971387.961302,1616971390.1134248,1616971392.267548,1616971394.430672,1616971396.6487987,1616971398.8579252
0,54.0,53.0,52.0,53.0,53.0,54.0,50.0,54.0,52.0,51.0,52.0,53.0,52.0,55.0,52.0,52.0,51.0,49.0,55.0,51.0,52.0,53.0,52.0,53.0,51.0,53.0,53.0,51.0,53.0,53.0,53.0,53.0,51.0,52.0,51.0,54.0,53.0,51.0,53.0,50.0,54.0,54.0,52.0,52.0,49.0,54.0,53.0,53.0,52.0,51.0,52.0,51.0,53.0,53.0,53.0,53.0,54.0,53.0,53.0,54.0,54.0,51.0,54.0,54.0,52.0,53.0,52.0,51.0,54.0,53.0,54.0,52.0,53.0,52.0,53.0,53.0,53.0,53.0,52.0,52.0,53.0,52.0,53.0,55.0,50.0,50.0,53.0,51.0,53.0,53.0,52.0,53.0,51.0,51.0,55.0,52.0,55.0,54.0,53.0,54.0
1,52.0,52.0,52.0,54.0,55.0,51.0,53.0,52.0,52.0,50.0,51.0,52.0,50.0,53.0,54.0,52.0,51.0,50.0,51.0,54.0,54.0,51.0,52.0,49.0,53.0,50.0,53.0,53.0,52.0,53.0,54.0,53.0,52.0,51.0,52.0,52.0,53.0,50.0,52.0,53.0,54.0,53.0,53.0,52.0,55.0,53.0,53.0,53.0,53.0,52.0,52.0,53.0,54.0,54.0,53.0,53.0,51.0,54.0,52.0,51.0,53.0,53.0,53.0,52.0,54.0,52.0,53.0,52.0,53.0,52.0,54.0,53.0,53.0,53.0,54.0,52.0,51.0,49.0,53.0,53.0,52.0,55.0,53.0,52.0,52.0,53.0,52.0,52.0,53.0,52.0,53.0,55.0,52.0,51.0,54.0,51.0,55.0,49.0,51.0,52.0
2,52.0,54.0,52.0,54.0,52.0,53.0,51.0,51.0,51.0,51.0,54.0,52.0,54.0,53.0,52.0,50.0,52.0,54.0,52.0,52.0,52.0,53.0,53.0,52.0,51.0,52.0,52.0,53.0,51.0,51.0,54.0,52.0,52.0,51.0,52.0,54.0,51.0,53.0,53.0,53.0,51.0,52.0,54.0,53.0,56.0,53.0,52.0,52.0,52.0,53.0,53.0,50.0,55.0,53.0,53.0,52.0,50.0,54.0,52.0,53.0,52.0,51.0,54.0,51.0,52.0,55.0,54.0,55.0,52.0,52.0,54.0,53.0,53.0,53.0,52.0,53.0,51.0,51.0,52.0,52.0,51.0,53.0,52.0,52.0,52.0,55.0,54.0,53.0,50.0,51.0,54.0,52.0,49.0,52.0,53.0,53.0,51.0,51.0,51.0,53.0
3,53.0,54.0,54.0,51.0,52.0,52.0,55.0,53.0,51.0,52.0,55.0,51.0,52.0,54.0,53.0,51.0,51.0,51.0,55.0,54.0,50.0,52.0,53.0,52.0,53.0,50.0,53.0,53.0,53.0,50.0,54.0,53.0,52.0,52.0,52.0,52.0,54.0,51.0,53.0,52.0,54.0,53.0,53.0,53.0,51.0,52.0,52.0,54.0,53.0,53.0,53.0,53.0,54.0,51.0,52.0,52.0,54.0,49.0,54.0,52.0,53.0,52.0,53.0,52.0,54.0,54.0,52.0,55.0,55.0,52.0,52.0,52.0,55.0,53.0,53.0,53.0,51.0,55.0,51.0,54.0,52.0,53.0,54.0,54.0,53.0,52.0,50.0,53.0,54.0,54.0,51.0,54.0,50.0,52.0,56.0,53.0,51.0,56.0,51.0,53.0
4,53.0,52.0,53.0,52.0,52.0,52.0,52.0,54.0,51.0,51.0,52.0,53.0,53.0,51.0,53.0,53.0,50.0,53.0,51.0,53.0,51.0,52.0,53.0,54.0,53.0,53.0,53.0,52.0,53.0,54.0,54.0,53.0,53.0,53.0,53.0,54.0,54.0,51.0,53.0,53.0,54.0,53.0,53.0,52.0,51.0,53.0,53.0,54.0,54.0,54.0,54.0,53.0,54.0,54.0,52.0,53.0,53.0,53.0,54.0,52.0,54.0,51.0,51.0,53.0,54.0,54.0,53.0,52.0,56.0,52.0,53.0,54.0,54.0,51.0,51.0,49.0,55.0,53.0,52.0,53.0,52.0,53.0,53.0,52.0,52.0,52.0,52.0,52.0,51.0,51.0,52.0,53.0,56.0,54.0,52.0,51.0,54.0,50.0,53.0,52.0
5,53.0,52.0,53.0,51.0,51.0,53.0,52.0,54.0,52.0,52.0,51.0,51.0,52.0,55.0,53.0,53.0,51.0,53.0,50.0,53.0,51.0,54.0,53.0,51.0,52.0,53.0,50.0,51.0,52.0,52.0,52.0,52.0,53.0,53.0,52.0,52.0,53.0,52.0,53.0,53.0,53.0,54.0,54.0,55.0,54.0,54.0,51.0,52.0,52.0,51.0,52.0,54.0,51.0,53.0,54.0,51.0,49.0,53.0,53.0,55.0,52.0,55.0,54.0,54.0,52.0,54.0,51.0,51.0,51.0,55.0,52.0,52.0,53.0,53.0,53.0,54.0,52.0,52.0,54.0,53.0,53.0,54.0,52.0,53.0,53.0,56.0,52.0,51.0,53.0,53.0,54.0,51.0,54.0,54.0,52.0,53.0,52.0,49.0,51.0,53.0
6,54.0,52.0,53.0,55.0,52.0,53.0,53.0,53.0,51.0,51.0,54.0,54.0,53.0,51.0,54.0,51.0,52.0,53.0,56.0,53.0,52.0,52.0,52.0,53.0,52.0,51.0,51.0,54.0,53.0,52.0,51.0,53.0,52.0,53.0,52.0,52.0,52.0,54.0,54.0,54.0,54.0,51.0,53.0,53.0,54.0,53.0,53.0,55.0,52.0,50.0,55.0,52.0,52.0,53.0,53.0,53.0,49.0,51.0,53.0,52.0,52.0,52.0,53.0,52.0,53.0,53.0,52.0,56.0,51.0,53.0,52.0,53.0,54.0,51.0,51.0,52.0,52.0,51.0,55.0,53.0,54.0,54.0,54.0,53.0,54.0,52.0,52.0,54.0,52.0,53.0,50.0,54.0,49.0,52.0,52.0,51.0,51.0,50.0,52.0,54.0
7,50.0,53.0,55.0,54.0,52.0,53.0,53.0,54.0,52.0,52.0,56.0,52.0,52.0,52.0,54.0,53.0,51.0,53.0,52.0,55.0,53.0,52.0,53.0,54.0,52.0,52.0,50.0,53.0,52.0,54.0,52.0,52.0,53.0,53.0,52.0,53.0,53.0,52.0,53.0,53.0,52.0,53.0,54.0,53.0,53.0,50.0,54.0,53.0,53.0,53.0,53.0,51.0,54.0,53.0,51.0,52.0,54.0,53.0,52.0,53.0,52.0,51.0,52.0,53.0,52.0,56.0,53.0,52.0,54.0,55.0,52.0,53.0,53.0,53.0,51.0,52.0,52.0,52.0,52.0,54.0,53.0,54.0,53.0,53.0,50.0,52.0,52.0,52.0,53.0,55.0,52.0,52.0,52.0,53.0,54.0,51.0,52.0,54.0,55.0,52.0
8,52.0,53.0,55.0,54.0,53.0,53.0,54.0,52.0,52.0,52.0,52.0,50.0,54.0,54.0,53.0,52.0,52.0,52.0,50.0,53.0,52.0,52.0,50.0,53.0,54.0,53.0,52.0,53.0,53.0,52.0,52.0,53.0,55.0,50.0,52.0,54.0,54.0,50.0,53.0,52.0,53.0,54.0,54.0,53.0,51.0,53.0,53.0,52.0,51.0,55.0,53.0,53.0,53.0,51.0,53.0,52.0,52.0,53.0,52.0,55.0,51.0,53.0,54.0,52.0,52.0,52.0,53.0,48.0,52.0,53.0,51.0,53.0,52.0,50.0,51.0,52.0,54.0,50.0,51.0,53.0,53.0,53.0,53.0,53.0,55.0,51.0,54.0,50.0,54.0,55.0,52.0,54.0,54.0,53.0,52.0,51.0,53.0,53.0,51.0,55.0
9,55.0,53.0,51.0,55.0,52.0,52.0,52.0,53.0,52.0,52.0,51.0,53.0,52.0,51.0,52.0,53.0,51.0,53.0,54.0,51.0,52.0,53.0,52.0,52.0,51.0,52.0,52.0,53.0,52.0,54.0,51.0,52.0,53.0,50.0,53.0,53.0,52.0,54.0,54.0,56.0,54.0,52.0,50.0,49.0,54.0,53.0,52.0,54.0,52.0,54.0,51.0,52.0,50.0,52.0,51.0,52.0,51.0,53.0,53.0,51.0,52.0,53.0,55.0,53.0,51.0,53.0,52.0,52.0,51.0,51.0,53.0,53.0,54.0,52.0,53.0,53.0,52.0,53.0,52.0,53.0,55.0,54.0,54.0,53.0,52.0,53.0,52.0,55.0,53.0,53.0,50.0,53.0,50.0,54.0,49.0,51.0,54.0,49.0,50.0,55.0
10,56.0,53.0,53.0,52.0,54.0,55.0,53.0,51.0,54.0,52.0,58.0,51.0,52.0,53.0,51.0,51.0,51.0,53.0,56.0,52.0,51.0,54.0,52.0,52.0,51.0,53.0,52.0,55.0,51.0,52.0,53.0,54.0,54.0,52.0,53.0,53.0,52.0,52.0,53.0,55.0,54.0,55.0,53.0,51.0,54.0,53.0,52.0,53.0,53.0,53.0,53.0,54.0,51.0,54.0,53.0,53.0,52.0,54.0,53.0,53.0,52.0,53.0,53.0,54.0,52.0,53.0,53.0,52.0,52.0,51.0,52.0,52.0,52.0,53.0,54.0,51.0,52.0,54.0,52.0,52.0,53.0,52.0,53.0,54.0,52.0,53.0,55.0,53.0,51.0,54.0,55.0,53.0,51.0,53.0,55.0,52.0,53.0,53.0,53.0,53.0
