,event_0,event_1,event_2,event_3,event_4,event_5,event_6,event_7,event_8,event_9,event_10,event_11,event_12,event_13,event_14,event_15,event_16,event_17,event_18,event_19,event_20,event_21,event_22,event_23,event_24,event_25,event_26,event_27,event_28,event_29,event_30,event_31,event_32,event_33,event_34,event_35,event_36,event_37,event_38,event_39,event_40,event_41,event_42,event_43,event_44,event_45,event_46,event_47,event_48,event_49,event_50,event_51,event_52,event_53,event_54,event_55,event_56,event_57,event_58,event_59,event_60,event_61,event_62,event_63,event_64,event_65,event_66,event_67,event_68,event_69,event_70,event_71,event_72,event_73,event_74,event_75,event_76,event_77,event_78,event_79,event_80,event_81,event_82,event_83,event_84,event_85,event_86,event_87,event_88,event_89,event_90,event_91,event_92,event_93,event_94,event_95,event_96,event_97,event_98,event_99
time_epoch,1616973815.7011607,1616973817.860284,1616973820.0134072,1616973822.1665306,1616973824.3176534,1616973826.4697766,1616973828.6208997,1616973830.7810233,1616973832.9341464,1616973835.0872693,1616973837.2383926,1616973839.3895156,1616973841.5436387,1616973843.695762,1616973845.848885,1616973847.999008,1616973850.1511312,1616973852.3052545,1616973854.4563773,1616973856.6085005,1616973858.8136265,1616973860.9657497,1616973863.117873,1616973865.2699957,1616973867.422119,1616973869.574242,1616973871.725365,1616973873.8784883,1616973876.0316114,1616973878.1827343,1616973880.3338575,1616973882.4869807,1616973884.6371036,1616973886.7882266,1616973888.94235,1616973891.0924728,1616973893.245596,1616973895.398719,1616973897.548842,1616973899.7019653,1616973901.8530881,1616973904.0052114,1616973906.1573346,1616973908.319458,1616973910.4705813,1616973912.621704,1616973914.7738273,1616973916.9329507,1616973919.1350768,1616973921.2892,1616973923.441323,1616973925.592446,1616973927.7465692,1616973929.8976924,1616973932.0508156,1616973934.2029386,1616973936.3540616,1616973938.5041845,1616973940.6573079,1616973942.8094308,1616973944.960554,1616973947.111677,1616973949.2618,1616973951.4129229,1616973953.5660462,1616973955.717169,1616973957.868292,1616973960.0194154,1616973962.1705382,1616973964.3226614,1616973966.4737842,1616973968.6259074,1616973970.7780306,1616973972.9281535,1616973975.088277,1616973977.2424002,1616973979.4455264,1616973981.5986495,1616973983.7487724,1616973985.9018958,1616973988.0530186,1616973990.2051418,1616973992.357265,1616973994.5073879,1616973996.6595109,1616973998.8126342,1616974000.9737577,1616974003.1258807,1616974005.280004,1616974007.431127,1616974009.5822499,1616974011.734373,1616974013.8844962,1616974016.0396194,1616974018.1907425,1616974020.3438656,1616974022.4949884,1616974024.6481118,1616974026.7992349,1616974028.9503577
0,52.0,53.0,49.0,53.0,53.0,54.0,52.0,54.0,53.0,54.0,52.0,54.0,51.0,54.0,53.0,52.0,53.0,53.0,54.0,51.0,52.0,52.0,51.0,53.0,53.0,54.0,52.0,51.0,52.0,51.0,52.0,51.0,53.0,55.0,52.0,51.0,52.0,53.0,54.0,54.0,53.0,52.0,55.0,52.0,54.0,55.0,53.0,52.0,53.0,52.0,53.0,52.0,51.0,54.0,54.0,54.0,53.0,55.0,53.0,54.0,50.0,53.0,55.0,52.0,50.0,51.0,51.0,52.0,54.0,53.0,53.0,52.0,55.0,52.0,53.0,54.0,53.0,51.0,53.0,52.0,52.0,54.0,51.0,52.0,53.0,51.0,53.0,53.0,54.0,53.0,51.0,54.0,54.0,52.0,52.0,54.0,50.0,54.0,51.0,53.0
1,54.0,54.0,51.0,54.0,52.0,53.0,53.0,53.0,55.0,53.0,50.0,54.0,51.0,51.0,50.0,53.0,54.0,54.0,54.0,52.0,53.0,53.0,50.0,52.0,54.0,53.0,54.0,54.0,52.0,52.0,53.0,51.0,52.0,53.0,52.0,53.0,54.0,52.0,52.0,53.0,54.0,53.0,51.0,53.0,52.0,54.0,53.0,52.0,51.0,53.0,54.0,53.0,53.0,51.0,52.0,52.0,54.0,53.0,52.0,52.0,55.0,53.0,52.0,50.0,53.0,51.0,51.0,51.0,54.0,54.0,53.0,54.0,53.0,52.0,52.0,53.0,51.0,51.0,54.0,54.0,52.0,52.0,51.0,53.0,51.0,52.0,53.0,52.0,50.0,54.0,52.0,52.0,53.0,52.0,52.0,51.0,52.0,53.0,51.0,52.0
2,50.0,53.0,53.0,51.0,51.0,55.0,52.0,49.0,52.0,53.0,52.0,53.0,51.0,56.0,53.0,53.0,52.0,52.0,55.0,52.0,52.0,54.0,53.0,51.0,53.0,54.0,54.0,54.0,54.0,51.0,54.0,51.0,53.0,51.0,52.0,51.0,53.0,54.0,54.0,56.0,52.0,51.0,51.0,53.0,52.0,56.0,51.0,52.0,54.0,51.0,53.0,53.0,53.0,51.0,51.0,52.0,52.0,54.0,52.0,53.0,54.0,51.0,53.0,53.0,53.0,52.0,53.0,53.0,53.0,53.0,54.0,51.0,54.0,53.0,54.0,52.0,53.0,53.0,53.0,52.0,53.0,51.0,52.0,53.0,53.0,53.0,54.0,54.0,52.0,52.0,54.0,52.0,53.0,52.0,50.0,53.0,53.0,52.0,52.0,53.0
3,53.0,53.0,53.0,50.0,53.0,51.0,53.0,53.0,53.0,53.0,52.0,54.0,51.0,53.0,51.0,54.0,55.0,52.0,53.0,53.0,53.0,52.0,52.0,53.0,53.0,53.0,53.0,52.0,52.0,53.0,52.0,52.0,54.0,52.0,52.0,53.0,51.0,53.0,53.0,55.0,54.0,53.0,51.0,50.0,53.0,54.0,52.0,53.0,52.0,51.0,52.0,54.0,53.0,52.0,52.0,53.0,52.0,53.0,52.0,53.0,49.0,54.0,52.0,52.0,50.0,53.0,53.0,53.0,54.0,51.0,51.0,52.0,55.0,52.0,53.0,52.0,54.0,54.0,54.0,52.0,53.0,53.0,51.0,52.0,51.0,52.0,52.0,55.0,54.0,53.0,53.0,51.0,52.0,50.0,51.0,54.0,52.0,53.0,52.0,53.0
4,54.0,54.0,52.0,54.0,52.0,52.0,53.0,54.0,53.0,54.0,53.0,54.0,53.0,52.0,53.0,54.0,55.0,52.0,50.0,52.0,54.0,53.0,53.0,52.0,53.0,52.0,53.0,53.0,55.0,51.0,54.0,52.0,52.0,54.0,56.0,52.0,52.0,52.0,52.0,53.0,54.0,53.0,52.0,53.0,50.0,52.0,53.0,52.0,51.0,54.0,53.0,52.0,53.0,51.0,52.0,53.0,54.0,52.0,53.0,54.0,52.0,53.0,52.0,52.0,53.0,55.0,52.0,53.0,53.0,53.0,51.0,54.0,53.0,52.0,54.0,52.0,53.0,52.0,53.0,52.0,52.0,51.0,53.0,52.0,52.0,53.0,51.0,54.0,52.0,53.0,51.0,52.0,53.0,52.0,54.0,53.0,51.0,54.0,53.0,52.0
5,53.0,53.0,52.0,52.0,53.0,54.0,52.0,53.0,54.0,52.0,54.0,52.0,51.0,52.0,54.0,53.0,52.0,53.0,54.0,54.0,52.0,52.0,52.0,51.0,52.0,53.0,52.0,53.0,52.0,54.0,52.0,50.0,51.0,53.0,52.0,52.0,54.0,54.0,54.0,52.0,55.0,53.0,55.0,52.0,52.0,55.0,51.0,53.0,52.0,54.0,52.0,52.0,52.0,52.0,52.0,53.0,53.0,55.0,51.0,54.0,57.0,55.0,53.0,52.0,51.0,51.0,53.0,53.0,53.0,53.0,52.0,52.0,55.0,53.0,52.0,52.0,52.0,52.0,53.0,53.0,52.0,53.0,51.0,52.0,52.0,50.0,51.0,55.0,52.0,54.0,52.0,53.0,54.0,51.0,52.0,54.0,53.0,53.0,54.0,51.0
6,53.0,55.0,54.0,52.0,53.0,52.0,52.0,52.0,54.0,53.0,52.0,53.0,53.0,52.0,51.0,56.0,53.0,54.0,54.0,53.0,52.0,55.0,53.0,53.0,53.0,53.0,53.0,54.0,50.0,52.0,52.0,51.0,54.0,50.0,52.0,52.0,51.0,52.0,52.0,50.0,54.0,54.0,53.0,53.0,53.0,52.0,52.0,52.0,51.0,52.0,52.0,52.0,53.0,52.0,51.0,51.0,53.0,55.0,52.0,53.0,55.0,53.0,54.0,54.0,52.0,52.0,53.0,52.0,54.0,53.0,54.0,52.0,53.0,52.0,53.0,54.0,54.0,51.0,52.0,54.0,52.0,52.0,51.0,52.0,53.0,52.0,50.0,54.0,53.0,53.0,53.0,52.0,53.0,54.0,52.0,53.0,54.0,54.0,50.0,54.0
7,53.0,53.0,51.0,52.0,53.0,53.0,53.0,53.0,53.0,53.0,52.0,50.0,53.0,52.0,53.0,51.0,51.0,54.0,53.0,53.0,51.0,54.0,53.0,53.0,51.0,53.0,52.0,53.0,54.0,50.0,54.0,52.0,53.0,52.0,52.0,52.0,53.0,54.0,51.0,54.0,52.0,52.0,52.0,52.0,52.0,53.0,55.0,52.0,55.0,54.0,52.0,54.0,54.0,52.0,51.0,52.0,53.0,54.0,53.0,52.0,50.0,53.0,52.0,54.0,53.0,52.0,52.0,52.0,53.0,52.0,52.0,54.0,54.0,52.0,52.0,51.0,52.0,51.0,50.0,53.0,53.0,53.0,55.0,54.0,53.0,50.0,53.0,52.0,51.0,52.0,51.0,52.0,53.0,51.0,54.0,55.0,51.0,52.0,53.0,53.0
8,53.0,50.0,54.0,52.0,52.0,53.0,53.0,55.0,54.0,52.0,52.0,50.0,53.0,53.0,52.0,53.0,51.0,53.0,53.0,52.0,52.0,51.0,53.0,52.0,50.0,53.0,55.0,53.0,53.0,52.0,51.0,52.0,54.0,54.0,51.0,54.0,55.0,52.0,55.0,54.0,54.0,52.0,53.0,52.0,50.0,53.0,53.0,53.0,53.0,52.0,52.0,53.0,53.0,53.0,54.0,51.0,52.0,53.0,52.0,51.0,54.0,52.0,52.0,53.0,54.0,53.0,55.0,53.0,52.0,50.0,53.0,51.0,52.0,54.0,53.0,55.0,52.0,52.0,53.0,53.0,54.0,52.0,53.0,54.0,51.0,52.0,51.0,52.0,49.0,51.0,53.0,53.0,55.0,54.0,52.0,54.0,52.0,51.0,51.0,52.0
