,event_0,event_1,event_2,event_3,event_4,event_5,event_6,event_7,event_8,event_9,event_10,event_11,event_12,event_13,event_14,event_15,event_16,event_17,event_18,event_19,event_20,event_21,event_22,event_23,event_24,event_25,event_26,event_27,event_28,event_29,event_30,event_31,event_32,event_33,event_34,event_35,event_36,event_37,event_38,event_39,event_40,event_41,event_42,event_43,event_44,event_45,event_46,event_47,event_48,event_49,event_50,event_51,event_52,event_53,event_54,event_55,event_56,event_57,event_58,event_59,event_60,event_61,event_62,event_63,event_64,event_65,event_66,event_67,event_68,event_69,event_70,event_71,event_72,event_73,event_74,event_75,event_76,event_77,event_78,event_79,event_80,event_81,event_82,event_83,event_84,event_85,event_86,event_87,event_88,event_89,event_90,event_91,event_92,event_93,event_94,event_95,event_96,event_97,event_98,event_99
time_epoch,1616967241.6501465,1616967243.8072698,1616967245.959393,1616967248.111516,1616967250.2726395,1616967252.4227624,1616967254.5758858,1616967256.729009,1616967258.931135,1616967261.0832582,1616967263.234381,1616967265.3865042,1616967267.5386271,1616967269.68775,1616967271.8418734,1616967273.9939964,1616967276.1471195,1616967278.2992427,1616967280.451366,1616967282.603489,1616967284.754612,1616967286.9157355,1616967289.0688586,1616967291.2289822,1616967293.3821054,1616967295.5352285,1616967297.6863515,1616967299.8364747,1616967301.9875975,1616967304.1397207,1616967306.2908437,1616967308.4409666,1616967310.5920897,1616967312.745213,1616967314.8963358,1616967317.048459,1616967319.2525852,1616967321.4107084,1616967323.5638318,1616967325.7149549,1616967327.8660777,1616967330.017201,1616967332.170324,1616967334.322447,1616967336.4765701,1616967338.626693,1616967340.7778163,1616967342.9289393,1616967345.0790622,1616967347.2311854,1616967349.3833082,1616967351.5364316,1616967353.6875546,1616967355.8386776,1616967357.9898007,1616967360.1429238,1616967362.2950468,1616967364.44717,1616967366.6052935,1616967368.7554166,1616967370.9075396,1616967373.0606627,1616967375.213786,1616967377.4169118,1616967379.568035,1616967381.7201579,1616967383.872281,1616967386.0254045,1616967388.1775272,1616967390.3286505,1616967392.4807734,1616967394.6358967,1616967396.7870197,1616967398.939143,1616967401.092266,1616967403.244389,1616967405.3965123,1616967407.5466352,1616967409.6977582,1616967411.8498814,1616967414.0000043,1616967416.1521275,1616967418.3032503,1616967420.4553735,1616967422.6074967,1616967424.7596195,1616967426.9117427,1616967429.1308699,1616967431.2839928,1616967433.434116,1616967435.5852387,1616967437.789365,1616967439.941488,1616967442.0996113,1616967444.2517345,1616967446.4038577,1616967448.557981,1616967450.710104,1616967452.8632271,1616967455.0133502
0,53.0,52.0,53.0,50.0,54.0,53.0,53.0,53.0,52.0,56.0,52.0,54.0,53.0,52.0,50.0,54.0,53.0,53.0,54.0,51.0,52.0,54.0,53.0,53.0,53.0,53.0,52.0,53.0,53.0,55.0,52.0,52.0,53.0,53.0,53.0,52.0,53.0,52.0,55.0,51.0,55.0,54.0,54.0,53.0,52.0,53.0,55.0,52.0,52.0,54.0,52.0,51.0,51.0,52.0,51.0,52.0,52.0,52.0,53.0,51.0,51.0,53.0,53.0,53.0,53.0,51.0,53.0,52.0,55.0,54.0,54.0,51.0,52.0,53.0,54.0,51.0,53.0,53.0,51.0,51.0,52.0,55.0,52.0,52.0,53.0,50.0,53.0,54.0,53.0,54.0,51.0,53.0,54.0,52.0,52.0,54.0,52.0,54.0,51.0,55.0
1,54.0,49.0,53.0,53.0,53.0,52.0,51.0,52.0,52.0,54.0,53.0,52.0,54.0,51.0,52.0,52.0,53.0,54.0,51.0,53.0,53.0,53.0,54.0,52.0,53.0,50.0,52.0,52.0,52.0,53.0,52.0,52.0,52.0,53.0,53.0,51.0,56.0,52.0,54.0,51.0,54.0,53.0,54.0,50.0,52.0,53.0,52.0,51.0,54.0,54.0,51.0,52.0,53.0,53.0,54.0,54.0,54.0,54.0,52.0,52.0,53.0,55.0,55.0,50.0,53.0,51.0,53.0,53.0,51.0,53.0,52.0,53.0,51.0,54.0,53.0,52.0,52.0,52.0,53.0,52.0,53.0,54.0,52.0,52.0,51.0,54.0,52.0,52.0,52.0,51.0,52.0,51.0,53.0,53.0,52.0,53.0,54.0,52.0,53.0,49.0
2,51.0,53.0,52.0,54.0,52.0,53.0,52.0,54.0,53.0,51.0,53.0,52.0,52.0,51.0,54.0,53.0,50.0,51.0,52.0,50.0,55.0,52.0,52.0,52.0,54.0,52.0,52.0,52.0,50.0,52.0,54.0,53.0,51.0,52.0,53.0,52.0,52.0,53.0,52.0,53.0,54.0,51.0,53.0,51.0,52.0,52.0,52.0,53.0,51.0,51.0,52.0,51.0,53.0,53.0,56.0,53.0,52.0,55.0,53.0,52.0,52.0,51.0,53.0,51.0,51.0,52.0,52.0,53.0,51.0,52.0,52.0,52.0,52.0,53.0,53.0,54.0,52.0,53.0,54.0,52.0,53.0,53.0,51.0,53.0,54.0,53.0,54.0,50.0,53.0,54.0,53.0,53.0,50.0,52.0,55.0,52.0,54.0,54.0,53.0,50.0
3,53.0,53.0,53.0,52.0,51.0,52.0,51.0,53.0,52.0,54.0,51.0,55.0,54.0,52.0,50.0,53.0,53.0,53.0,52.0,52.0,54.0,52.0,53.0,53.0,52.0,53.0,53.0,51.0,52.0,53.0,52.0,52.0,53.0,53.0,53.0,51.0,53.0,53.0,53.0,51.0,52.0,52.0,54.0,53.0,53.0,52.0,51.0,55.0,54.0,53.0,51.0,54.0,54.0,51.0,53.0,54.0,54.0,53.0,53.0,52.0,54.0,52.0,52.0,52.0,52.0,51.0,53.0,52.0,55.0,54.0,54.0,51.0,52.0,55.0,52.0,53.0,54.0,52.0,53.0,54.0,52.0,54.0,54.0,53.0,53.0,53.0,52.0,50.0,52.0,52.0,52.0,52.0,55.0,52.0,52.0,53.0,55.0,54.0,52.0,57.0
4,53.0,52.0,54.0,53.0,51.0,54.0,53.0,52.0,52.0,56.0,54.0,53.0,53.0,51.0,52.0,52.0,52.0,54.0,51.0,51.0,52.0,51.0,53.0,53.0,51.0,51.0,51.0,52.0,52.0,51.0,53.0,51.0,52.0,54.0,53.0,50.0,52.0,53.0,53.0,53.0,51.0,52.0,52.0,52.0,54.0,54.0,52.0,53.0,53.0,53.0,53.0,53.0,54.0,53.0,54.0,53.0,51.0,54.0,52.0,52.0,54.0,54.0,54.0,53.0,54.0,51.0,52.0,52.0,53.0,54.0,53.0,51.0,51.0,52.0,54.0,50.0,51.0,53.0,52.0,53.0,53.0,53.0,53.0,53.0,53.0,52.0,52.0,50.0,52.0,52.0,55.0,51.0,54.0,52.0,52.0,56.0,53.0,54.0,53.0,53.0
5,52.0,54.0,51.0,53.0,53.0,51.0,53.0,49.0,53.0,52.0,55.0,54.0,53.0,52.0,53.0,53.0,53.0,53.0,54.0,51.0,51.0,52.0,52.0,53.0,52.0,51.0,52.0,55.0,50.0,54.0,51.0,53.0,53.0,53.0,53.0,50.0,53.0,52.0,53.0,53.0,51.0,54.0,54.0,51.0,53.0,52.0,54.0,54.0,52.0,51.0,52.0,52.0,54.0,54.0,55.0,52.0,54.0,52.0,51.0,52.0,53.0,53.0,53.0,52.0,51.0,52.0,52.0,51.0,51.0,52.0,53.0,53.0,53.0,51.0,53.0,52.0,52.0,52.0,53.0,52.0,52.0,53.0,54.0,53.0,55.0,54.0,53.0,50.0,51.0,52.0,53.0,53.0,53.0,54.0,52.0,51.0,53.0,52.0,52.0,51.0
6,53.0,50.0,53.0,51.0,54.0,53.0,51.0,53.0,51.0,54.0,53.0,53.0,53.0,52.0,52.0,51.0,52.0,52.0,51.0,52.0,53.0,53.0,53.0,53.0,54.0,51.0,53.0,53.0,53.0,54.0,51.0,52.0,52.0,54.0,52.0,53.0,52.0,52.0,52.0,52.0,52.0,53.0,53.0,52.0,51.0,50.0,53.0,54.0,54.0,54.0,53.0,54.0,53.0,54.0,53.0,55.0,52.0,50.0,52.0,52.0,53.0,51.0,55.0,51.0,52.0,54.0,51.0,53.0,53.0,53.0,54.0,53.0,54.0,52.0,51.0,54.0,51.0,53.0,52.0,53.0,54.0,53.0,55.0,53.0,52.0,53.0,51.0,51.0,53.0,51.0,52.0,53.0,54.0,52.0,52.0,48.0,53.0,52.0,54.0,52.0
7,53.0,53.0,52.0,55.0,52.0,53.0,52.0,57.0,55.0,52.0,53.0,52.0,51.0,53.0,50.0,53.0,51.0,53.0,53.0,51.0,51.0,54.0,53.0,52.0,53.0,53.0,50.0,54.0,52.0,54.0,52.0,52.0,52.0,53.0,55.0,52.0,53.0,52.0,53.0,52.0,52.0,53.0,52.0,54.0,51.0,53.0,51.0,52.0,51.0,53.0,51.0,52.0,51.0,54.0,53.0,52.0,53.0,52.0,52.0,52.0,53.0,50.0,52.0,53.0,50.0,53.0,53.0,51.0,54.0,54.0,54.0,53.0,53.0,54.0,54.0,52.0,50.0,54.0,52.0,55.0,53.0,51.0,54.0,53.0,51.0,51.0,50.0,52.0,53.0,54.0,54.0,51.0,54.0,53.0,53.0,57.0,52.0,52.0,53.0,54.0
8,52.0,53.0,53.0,52.0,52.0,52.0,54.0,53.0,53.0,53.0,51.0,52.0,52.0,51.0,52.0,52.0,53.0,52.0,53.0,54.0,52.0,52.0,52.0,52.0,55.0,51.0,54.0,51.0,50.0,53.0,52.0,53.0,54.0,55.0,54.0,52.0,55.0,53.0,53.0,52.0,54.0,53.0,53.0,52.0,54.0,52.0,54.0,52.0,54.0,54.0,51.0,53.0,53.0,52.0,53.0,49.0,54.0,53.0,52.0,53.0,53.0,54.0,51.0,54.0,52.0,52.0,53.0,52.0,51.0,56.0,52.0,52.0,52.0,53.0,52.0,50.0,50.0,53.0,52.0,54.0,53.0,52.0,53.0,53.0,53.0,52.0,53.0,52.0,52.0,53.0,53.0,53.0,55.0,52.0,53.0,57.0,53.0,53.0,52.0,52.0
