,event_0,event_1,event_2,event_3,event_4,event_5,event_6,event_7,event_8,event_9,event_10,event_11,event_12,event_13,event_14,event_15,event_16,event_17,event_18,event_19,event_20,event_21,event_22,event_23,event_24,event_25,event_26,event_27,event_28,event_29,event_30,event_31,event_32,event_33,event_34,event_35,event_36,event_37,event_38,event_39,event_40,event_41,event_42,event_43,event_44,event_45,event_46,event_47,event_48,event_49,event_50,event_51,event_52,event_53,event_54,event_55,event_56,event_57,event_58,event_59,event_60,event_61,event_62,event_63,event_64,event_65,event_66,event_67,event_68,event_69,event_70,event_71,event_72,event_73,event_74,event_75,event_76,event_77,event_78,event_79,event_80,event_81,event_82,event_83,event_84,event_85,event_86,event_87,event_88,event_89,event_90,event_91,event_92,event_93,event_94,event_95,event_96,event_97,event_98,event_99
time_epoch,1616970309.4196126,1616970311.5777361,1616970313.7298594,1616970315.8809826,1616970318.0841084,1616970320.2372317,1616970322.3883545,1616970324.541478,1616970326.7006013,1616970328.8517244,1616970331.0028472,1616970333.1549704,1616970335.3080938,1616970337.4612167,1616970339.61334,1616970341.766463,1616970343.918586,1616970346.0707092,1616970348.2228324,1616970350.3749552,1616970352.5260785,1616970354.6782017,1616970356.8303244,1616970358.9834478,1616970361.1355708,1616970363.2866938,1616970365.4378169,1616970367.59094,1616970369.7500637,1616970371.904187,1616970374.0573099,1616970376.210433,1616970378.412559,1616970380.564682,1616970382.7168052,1616970384.8679283,1616970387.0190513,1616970389.179175,1616970391.3312979,1616970393.482421,1616970395.633544,1616970397.7886674,1616970399.9417906,1616970402.0949135,1616970404.2580373,1616970406.4101603,1616970408.5622835,1616970410.7144067,1616970412.8655295,1616970415.0186527,1616970417.170776,1616970419.3238988,1616970421.476022,1616970423.6341455,1616970425.7882688,1616970427.9393919,1616970430.0905147,1616970432.243638,1616970434.3987613,1616970436.5498843,1616970438.7540104,1616970440.9051332,1616970443.0562565,1616970445.2083795,1616970447.3595026,1616970449.5136259,1616970451.6637485,1616970453.8158717,1616970455.968995,1616970458.1221182,1616970460.2742412,1616970462.4263644,1616970464.5764875,1616970466.7286103,1616970468.8817334,1616970471.0348568,1616970473.1839795,1616970475.3361027,1616970477.4882257,1616970479.641349,1616970481.7944722,1616970483.9535956,1616970486.1057189,1616970488.2588418,1616970490.411965,1616970492.563088,1616970494.715211,1616970496.8663342,1616970499.0694602,1616970501.2215834,1616970503.3817067,1616970505.53383,1616970507.6859531,1616970509.839076,1616970511.9901993,1616970514.1433225,1616970516.2964454,1616970518.4495687,1616970520.601692,1616970522.7528148
0,51.0,51.0,54.0,51.0,52.0,54.0,53.0,52.0,52.0,53.0,53.0,55.0,52.0,53.0,54.0,53.0,51.0,51.0,53.0,52.0,53.0,50.0,53.0,52.0,54.0,53.0,53.0,54.0,53.0,53.0,53.0,49.0,52.0,54.0,51.0,53.0,54.0,51.0,54.0,54.0,52.0,52.0,53.0,53.0,54.0,54.0,53.0,53.0,51.0,52.0,51.0,54.0,52.0,52.0,54.0,53.0,51.0,52.0,51.0,53.0,54.0,52.0,52.0,52.0,53.0,51.0,54.0,54.0,53.0,53.0,54.0,52.0,52.0,54.0,54.0,53.0,55.0,53.0,53.0,52.0,56.0,53.0,51.0,53.0,53.0,52.0,53.0,52.0,51.0,53.0,53.0,51.0,54.0,51.0,52.0,52.0,53.0,53.0,53.0,53.0
1,52.0,51.0,53.0,52.0,51.0,55.0,52.0,52.0,50.0,52.0,53.0,54.0,53.0,53.0,52.0,52.0,55.0,53.0,53.0,53.0,52.0,51.0,53.0,52.0,53.0,55.0,53.0,53.0,50.0,53.0,53.0,55.0,53.0,54.0,53.0,55.0,55.0,52.0,53.0,53.0,51.0,53.0,50.0,52.0,54.0,53.0,54.0,52.0,52.0,53.0,51.0,52.0,56.0,54.0,51.0,53.0,52.0,51.0,50.0,54.0,51.0,51.0,53.0,54.0,55.0,49.0,52.0,49.0,54.0,51.0,53.0,52.0,53.0,54.0,54.0,50.0,53.0,52.0,53.0,51.0,53.0,52.0,52.0,51.0,54.0,50.0,54.0,52.0,53.0,53.0,54.0,52.0,52.0,54.0,51.0,52.0,51.0,55.0,52.0,51.0
2,51.0,51.0,53.0,53.0,53.0,54.0,52.0,54.0,52.0,53.0,50.0,53.0,52.0,54.0,52.0,52.0,53.0,51.0,51.0,52.0,53.0,54.0,51.0,54.0,53.0,53.0,54.0,53.0,51.0,52.0,52.0,54.0,54.0,53.0,53.0,54.0,52.0,51.0,52.0,54.0,54.0,54.0,53.0,53.0,51.0,53.0,51.0,53.0,52.0,53.0,54.0,52.0,55.0,52.0,53.0,53.0,53.0,51.0,52.0,54.0,51.0,53.0,51.0,52.0,51.0,56.0,53.0,54.0,51.0,52.0,52.0,51.0,52.0,50.0,53.0,51.0,47.0,52.0,52.0,53.0,52.0,55.0,54.0,53.0,55.0,53.0,53.0,54.0,53.0,52.0,51.0,53.0,53.0,53.0,52.0,55.0,52.0,52.0,53.0,54.0
3,52.0,50.0,55.0,51.0,53.0,53.0,54.0,53.0,51.0,53.0,54.0,53.0,51.0,53.0,54.0,53.0,52.0,50.0,52.0,52.0,53.0,50.0,53.0,52.0,50.0,51.0,52.0,53.0,53.0,52.0,55.0,51.0,54.0,53.0,53.0,53.0,50.0,53.0,52.0,53.0,53.0,51.0,51.0,52.0,53.0,53.0,52.0,54.0,53.0,53.0,52.0,53.0,53.0,54.0,51.0,53.0,52.0,53.0,53.0,54.0,52.0,51.0,51.0,51.0,52.0,56.0,53.0,52.0,52.0,53.0,53.0,51.0,52.0,52.0,50.0,54.0,52.0,52.0,54.0,50.0,54.0,52.0,51.0,52.0,53.0,55.0,53.0,53.0,52.0,54.0,54.0,51.0,51.0,53.0,54.0,54.0,52.0,53.0,52.0,52.0
4,52.0,55.0,53.0,52.0,51.0,52.0,52.0,52.0,52.0,53.0,53.0,50.0,52.0,52.0,52.0,53.0,52.0,54.0,53.0,51.0,51.0,52.0,54.0,52.0,52.0,54.0,52.0,53.0,52.0,53.0,52.0,52.0,53.0,53.0,51.0,53.0,53.0,51.0,55.0,52.0,51.0,51.0,54.0,52.0,54.0,53.0,53.0,55.0,52.0,51.0,54.0,54.0,52.0,53.0,52.0,51.0,52.0,54.0,52.0,54.0,51.0,52.0,53.0,54.0,52.0,48.0,53.0,51.0,54.0,52.0,53.0,52.0,54.0,55.0,51.0,53.0,55.0,53.0,54.0,51.0,55.0,54.0,54.0,52.0,53.0,49.0,54.0,55.0,54.0,51.0,53.0,52.0,53.0,53.0,53.0,54.0,51.0,53.0,51.0,51.0
5,51.0,52.0,53.0,52.0,52.0,54.0,52.0,53.0,52.0,53.0,53.0,53.0,53.0,54.0,52.0,54.0,50.0,51.0,53.0,51.0,51.0,54.0,54.0,54.0,52.0,54.0,52.0,53.0,52.0,53.0,52.0,54.0,52.0,51.0,53.0,55.0,54.0,51.0,52.0,53.0,55.0,54.0,52.0,53.0,50.0,53.0,53.0,52.0,55.0,52.0,52.0,51.0,53.0,52.0,53.0,53.0,52.0,53.0,50.0,52.0,52.0,53.0,53.0,52.0,53.0,51.0,52.0,54.0,53.0,51.0,54.0,53.0,53.0,52.0,53.0,50.0,50.0,51.0,54.0,54.0,54.0,54.0,53.0,53.0,54.0,51.0,51.0,52.0,50.0,54.0,53.0,53.0,51.0,52.0,53.0,51.0,52.0,53.0,52.0,54.0
6,52.0,52.0,53.0,51.0,53.0,54.0,51.0,53.0,52.0,54.0,51.0,55.0,51.0,52.0,53.0,53.0,52.0,54.0,54.0,52.0,52.0,54.0,53.0,53.0,52.0,53.0,54.0,53.0,52.0,52.0,53.0,50.0,52.0,54.0,52.0,54.0,54.0,53.0,54.0,52.0,52.0,51.0,53.0,53.0,53.0,53.0,54.0,53.0,53.0,54.0,51.0,51.0,52.0,52.0,54.0,53.0,53.0,53.0,51.0,53.0,49.0,52.0,54.0,51.0,53.0,56.0,51.0,55.0,52.0,50.0,52.0,51.0,52.0,53.0,52.0,52.0,51.0,52.0,54.0,52.0,51.0,54.0,54.0,50.0,53.0,54.0,52.0,52.0,52.0,52.0,53.0,54.0,52.0,53.0,52.0,52.0,53.0,52.0,52.0,54.0
7,52.0,53.0,52.0,55.0,51.0,54.0,52.0,52.0,53.0,54.0,53.0,52.0,53.0,53.0,55.0,51.0,53.0,53.0,54.0,52.0,54.0,54.0,53.0,53.0,53.0,52.0,55.0,52.0,54.0,54.0,51.0,50.0,53.0,54.0,52.0,54.0,53.0,50.0,52.0,54.0,54.0,51.0,53.0,55.0,52.0,52.0,50.0,53.0,50.0,52.0,54.0,55.0,52.0,54.0,53.0,54.0,52.0,54.0,53.0,54.0,53.0,53.0,54.0,49.0,51.0,55.0,55.0,53.0,53.0,54.0,53.0,52.0,51.0,55.0,55.0,51.0,53.0,52.0,53.0,53.0,54.0,54.0,53.0,51.0,55.0,56.0,54.0,53.0,53.0,51.0,54.0,51.0,54.0,53.0,53.0,53.0,52.0,52.0,51.0,53.0
8,52.0,51.0,53.0,52.0,52.0,53.0,51.0,54.0,52.0,53.0,53.0,53.0,53.0,52.0,53.0,55.0,53.0,54.0,50.0,52.0,53.0,53.0,52.0,54.0,52.0,53.0,52.0,51.0,50.0,54.0,54.0,56.0,54.0,52.0,52.0,51.0,53.0,51.0,53.0,53.0,54.0,51.0,52.0,53.0,53.0,52.0,53.0,52.0,52.0,55.0,53.0,52.0,52.0,54.0,53.0,53.0,52.0,53.0,52.0,52.0,54.0,51.0,53.0,53.0,53.0,49.0,54.0,49.0,55.0,51.0,54.0,51.0,56.0,54.0,53.0,55.0,55.0,52.0,53.0,53.0,54.0,53.0,51.0,51.0,53.0,51.0,54.0,52.0,51.0,54.0,52.0,52.0,53.0,52.0,52.0,52.0,51.0,52.0,52.0,52.0
