,event_0,event_1,event_2,event_3,event_4,event_5,event_6,event_7,event_8,event_9,event_10,event_11,event_12,event_13,event_14,event_15,event_16,event_17,event_18,event_19,event_20,event_21,event_22,event_23,event_24,event_25,event_26,event_27,event_28,event_29,event_30,event_31,event_32,event_33,event_34,event_35,event_36,event_37,event_38,event_39,event_40,event_41,event_42,event_43,event_44,event_45,event_46,event_47,event_48,event_49,event_50,event_51,event_52,event_53,event_54,event_55,event_56,event_57,event_58,event_59,event_60,event_61,event_62,event_63,event_64,event_65,event_66,event_67,event_68,event_69,event_70,event_71,event_72,event_73,event_74,event_75,event_76,event_77,event_78,event_79,event_80,event_81,event_82,event_83,event_84,event_85,event_86,event_87,event_88,event_89,event_90,event_91,event_92,event_93,event_94,event_95,event_96,event_97,event_98,event_99
time_epoch,1618779201.9583871,1618779363.6296344,1618780057.6803315,1618780594.519037,1618781047.0509205,1618781051.3551664,1618781396.1868896,1618781419.8602438,1618781422.013367,1618781469.5060833,1618782017.0884032,1618782161.5516663,1618782551.6629791,1618782987.0238805,1618784015.168687,1618784243.6927578,1618784347.1506753,1618784778.2643335,1618785343.0306363,1618785646.8350132,1618785692.1036022,1618787095.099849,1618787414.01309,1618788021.7998533,1618788817.3743575,1618788828.1309726,1618788968.1519814,1618789837.0666807,1618790130.1194422,1618790483.5646582,1618790992.4097624,1618791259.6250463,1618791701.5473225,1618791973.0618525,1618792686.7646737,1618793335.475778,1618793594.1735747,1618793781.6752994,1618795312.1468372,1618795424.193246,1618795452.2408502,1618795486.7298226,1618798049.3733976,1618798549.4510002,1618798562.365739,1618799655.0352361,1618800129.271361,1618801062.4937382,1618801196.0533774,1618801506.536136,1618801801.7620218,1618803370.9177725,1618803896.970861,1618805738.267177,1618805945.131009,1618807206.2401402,1618807891.816353,1618807962.987424,1618808484.6352603,1618809588.1583781,1618809596.7668707,1618809739.1690156,1618812812.7158127,1618814549.9841785,1618817533.1408055,1618818207.8283954,1618819376.1862216,1618820376.3084252,1618822744.9759052,1618823251.5678806,1618823372.2657843,1618823566.2548797,1618823669.7628002,1618824279.8866973,1618824592.4925773,1618825053.6919563,1618825191.6078446,1618825646.466861,1618825650.8271103,1618828093.021796,1618829147.082085,1618829552.282261,1618830323.9904,1618830507.1718774,1618831634.5763612,1618833085.3243392,1618835456.3179524,1618835794.7703109,1618836016.817011,1618836085.7519538,1618836950.2424,1618837385.5923007,1618838728.2690973,1618840455.0278623,1618841746.1027074,1618841991.769759,1618842026.2927334,1618844632.3677924,1618844817.7253942,1618846201.5455441
0,52.0,55.0,53.0,52.0,54.0,52.0,53.0,51.0,54.0,51.0,52.0,53.0,54.0,52.0,52.0,54.0,56.0,53.0,55.0,55.0,52.0,54.0,52.0,50.0,52.0,53.0,53.0,53.0,53.0,53.0,54.0,53.0,53.0,52.0,51.0,52.0,53.0,53.0,52.0,51.0,54.0,53.0,51.0,54.0,54.0,53.0,52.0,51.0,53.0,54.0,52.0,53.0,53.0,53.0,55.0,53.0,54.0,54.0,52.0,50.0,51.0,53.0,53.0,54.0,53.0,51.0,50.0,54.0,52.0,52.0,54.0,52.0,52.0,55.0,49.0,54.0,51.0,52.0,52.0,52.0,51.0,50.0,52.0,53.0,51.0,52.0,54.0,52.0,53.0,53.0,53.0,53.0,51.0,53.0,53.0,51.0,52.0,52.0,52.0,53.0
1,55.0,53.0,53.0,51.0,53.0,52.0,51.0,52.0,52.0,50.0,51.0,52.0,52.0,52.0,54.0,54.0,51.0,51.0,51.0,50.0,52.0,53.0,51.0,52.0,54.0,53.0,53.0,52.0,53.0,52.0,54.0,53.0,53.0,53.0,52.0,53.0,52.0,52.0,51.0,54.0,51.0,53.0,51.0,54.0,53.0,52.0,54.0,51.0,52.0,54.0,53.0,53.0,53.0,54.0,51.0,52.0,52.0,53.0,51.0,51.0,52.0,51.0,52.0,55.0,52.0,53.0,53.0,53.0,52.0,54.0,53.0,54.0,52.0,52.0,49.0,49.0,52.0,51.0,53.0,52.0,55.0,50.0,53.0,53.0,51.0,52.0,53.0,55.0,56.0,52.0,54.0,52.0,55.0,52.0,50.0,51.0,52.0,53.0,53.0,53.0
2,53.0,51.0,52.0,53.0,52.0,49.0,54.0,52.0,54.0,52.0,52.0,51.0,52.0,51.0,51.0,52.0,49.0,54.0,52.0,54.0,55.0,52.0,52.0,52.0,54.0,51.0,52.0,54.0,53.0,52.0,53.0,52.0,53.0,52.0,52.0,54.0,53.0,52.0,52.0,52.0,53.0,51.0,53.0,54.0,54.0,52.0,52.0,54.0,53.0,51.0,51.0,51.0,54.0,53.0,53.0,53.0,54.0,54.0,51.0,51.0,52.0,51.0,51.0,51.0,50.0,52.0,55.0,54.0,51.0,54.0,53.0,53.0,51.0,52.0,54.0,55.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,49.0,49.0,52.0,56.0,52.0,52.0,54.0,54.0,51.0,54.0,52.0,53.0,52.0,52.0,52.0,52.0,52.0
3,54.0,54.0,53.0,52.0,51.0,53.0,53.0,53.0,50.0,51.0,54.0,52.0,54.0,50.0,51.0,53.0,54.0,54.0,52.0,54.0,54.0,50.0,54.0,53.0,51.0,52.0,51.0,52.0,52.0,51.0,52.0,52.0,55.0,54.0,54.0,52.0,53.0,53.0,53.0,53.0,52.0,52.0,53.0,53.0,51.0,52.0,53.0,52.0,53.0,52.0,53.0,52.0,53.0,52.0,53.0,53.0,54.0,53.0,52.0,52.0,51.0,50.0,54.0,53.0,51.0,53.0,51.0,52.0,52.0,56.0,51.0,54.0,53.0,53.0,53.0,54.0,51.0,53.0,52.0,53.0,53.0,51.0,49.0,52.0,52.0,54.0,51.0,52.0,53.0,52.0,52.0,51.0,53.0,53.0,51.0,52.0,53.0,53.0,53.0,52.0
4,53.0,53.0,53.0,54.0,53.0,53.0,54.0,53.0,52.0,52.0,51.0,52.0,52.0,54.0,51.0,53.0,53.0,51.0,52.0,51.0,52.0,53.0,52.0,53.0,54.0,54.0,52.0,54.0,53.0,52.0,52.0,53.0,52.0,54.0,53.0,53.0,52.0,51.0,53.0,51.0,52.0,53.0,52.0,52.0,53.0,51.0,52.0,51.0,52.0,51.0,55.0,53.0,53.0,52.0,53.0,54.0,53.0,53.0,53.0,52.0,54.0,51.0,53.0,53.0,53.0,55.0,52.0,51.0,54.0,53.0,52.0,55.0,52.0,52.0,50.0,53.0,50.0,53.0,52.0,53.0,53.0,53.0,51.0,52.0,54.0,52.0,53.0,54.0,53.0,52.0,53.0,53.0,54.0,52.0,53.0,51.0,54.0,54.0,53.0,53.0
5,53.0,53.0,52.0,53.0,53.0,54.0,54.0,50.0,51.0,52.0,53.0,52.0,53.0,53.0,52.0,51.0,52.0,52.0,52.0,52.0,51.0,53.0,53.0,50.0,53.0,53.0,53.0,53.0,53.0,52.0,55.0,52.0,52.0,52.0,52.0,52.0,52.0,53.0,52.0,52.0,53.0,54.0,54.0,55.0,53.0,52.0,51.0,52.0,53.0,53.0,52.0,55.0,53.0,52.0,53.0,54.0,53.0,53.0,52.0,50.0,52.0,53.0,51.0,52.0,52.0,52.0,55.0,54.0,53.0,52.0,52.0,53.0,53.0,53.0,52.0,52.0,52.0,51.0,54.0,53.0,51.0,52.0,53.0,52.0,51.0,52.0,54.0,51.0,53.0,53.0,53.0,52.0,53.0,51.0,52.0,53.0,55.0,53.0,53.0,52.0
6,54.0,56.0,54.0,51.0,51.0,51.0,51.0,21.0,52.0,52.0,52.0,52.0,53.0,50.0,55.0,54.0,51.0,51.0,52.0,51.0,53.0,53.0,51.0,53.0,52.0,50.0,52.0,51.0,52.0,53.0,53.0,53.0,51.0,54.0,52.0,52.0,53.0,51.0,54.0,54.0,50.0,53.0,54.0,53.0,53.0,52.0,54.0,54.0,52.0,53.0,53.0,54.0,53.0,52.0,52.0,53.0,53.0,55.0,54.0,53.0,52.0,52.0,54.0,55.0,54.0,52.0,55.0,52.0,53.0,53.0,54.0,54.0,53.0,53.0,55.0,51.0,53.0,53.0,53.0,53.0,52.0,51.0,51.0,52.0,55.0,51.0,53.0,53.0,53.0,52.0,52.0,53.0,54.0,50.0,53.0,52.0,52.0,53.0,52.0,51.0
7,53.0,55.0,52.0,55.0,54.0,54.0,55.0,-10.0,53.0,53.0,53.0,53.0,53.0,54.0,52.0,52.0,53.0,52.0,52.0,51.0,52.0,52.0,52.0,50.0,54.0,51.0,52.0,55.0,54.0,50.0,54.0,52.0,54.0,52.0,54.0,53.0,53.0,54.0,54.0,54.0,51.0,52.0,50.0,53.0,52.0,51.0,53.0,55.0,51.0,54.0,50.0,53.0,51.0,54.0,53.0,55.0,52.0,52.0,51.0,50.0,53.0,51.0,54.0,52.0,54.0,54.0,50.0,54.0,54.0,52.0,52.0,54.0,52.0,53.0,52.0,53.0,50.0,53.0,53.0,53.0,53.0,52.0,53.0,53.0,53.0,51.0,54.0,54.0,52.0,49.0,54.0,52.0,53.0,52.0,53.0,53.0,52.0,55.0,50.0,50.0
8,54.0,54.0,51.0,54.0,52.0,54.0,52.0,4.0,52.0,52.0,53.0,53.0,54.0,50.0,55.0,53.0,54.0,54.0,54.0,54.0,53.0,55.0,51.0,51.0,52.0,53.0,52.0,51.0,51.0,54.0,55.0,53.0,53.0,50.0,53.0,52.0,54.0,51.0,51.0,54.0,53.0,54.0,53.0,53.0,52.0,53.0,52.0,53.0,50.0,52.0,54.0,52.0,51.0,53.0,52.0,53.0,52.0,55.0,52.0,50.0,52.0,50.0,54.0,52.0,53.0,54.0,54.0,53.0,55.0,51.0,53.0,53.0,51.0,54.0,51.0,52.0,50.0,51.0,51.0,53.0,51.0,51.0,52.0,55.0,53.0,53.0,53.0,53.0,54.0,55.0,53.0,53.0,53.0,52.0,51.0,52.0,53.0,53.0,52.0,52.0
