,event_0,event_1,event_2,event_3,event_4,event_5,event_6,event_7,event_8,event_9,event_10,event_11,event_12,event_13,event_14,event_15,event_16,event_17,event_18,event_19,event_20,event_21,event_22,event_23,event_24,event_25,event_26,event_27,event_28,event_29,event_30,event_31,event_32,event_33,event_34,event_35,event_36,event_37,event_38,event_39,event_40,event_41,event_42,event_43,event_44,event_45,event_46,event_47,event_48,event_49,event_50,event_51,event_52,event_53,event_54,event_55,event_56,event_57,event_58,event_59,event_60,event_61,event_62,event_63,event_64,event_65,event_66,event_67,event_68,event_69,event_70,event_71,event_72,event_73,event_74,event_75,event_76,event_77,event_78,event_79,event_80,event_81,event_82,event_83,event_84,event_85,event_86,event_87,event_88,event_89,event_90,event_91,event_92,event_93,event_94,event_95,event_96,event_97,event_98,event_99
time_epoch,1618590803.575185,1618592023.3529525,1618593258.2495844,1618594338.12835,1618594400.5919228,1618595053.5092676,1618595156.9011812,1618595370.424394,1618595609.6560774,1618595924.2990737,1618596152.812144,1618597075.1939013,1618597258.3903794,1618597676.5522969,1618598103.4137118,1618598795.4402936,1618599140.4160252,1618599834.2717116,1618600198.394538,1618600679.0240283,1618600775.9845743,1618601588.5930529,1618602591.1203942,1618602772.1747499,1618603620.2262557,1618603641.824491,1618603674.1613407,1618604181.8733802,1618604462.1524112,1618604962.3310199,1618606984.096658,1618609202.2235277,1618609266.8542244,1618609544.8581252,1618611105.34638,1618612370.9527686,1618612942.3294494,1618613125.512927,1618613573.8495703,1618613888.477566,1618614194.5520725,1618615319.553419,1618616141.055406,1618616153.9721448,1618618016.7566903,1618618077.142144,1618618273.3673675,1618618607.326469,1618618812.0881805,1618619064.420613,1618619129.111313,1618619433.1047006,1618621041.003667,1618621299.6874628,1618621491.5114348,1618621659.569047,1618621855.7512681,1618622278.1244266,1618622282.4276726,1618622420.4115648,1618625023.939478,1618625931.418383,1618625946.4802444,1618628895.5489213,1618629246.9340196,1618630550.7955961,1618630961.363079,1618631216.1376514,1618631265.7944915,1618631854.8191822,1618632637.2699356,1618632688.9828932,1618634366.171823,1618635120.6809788,1618635515.2795484,1618636114.434818,1618636435.6331897,1618636610.197174,1618638360.57429,1618638539.4395206,1618639255.0274496,1618641158.393316,1618641496.7666698,1618641811.3936656,1618642121.783419,1618642751.0584114,1618643438.6477392,1618643479.6750858,1618644128.4531937,1618644669.6511486,1618645212.9852254,1618645346.5408642,1618646346.6080651,1618646428.5077493,1618646654.963702,1618646784.3191006,1618648833.756322,1618648889.900533,1618649142.0129528,1618650284.6633089
0,52.0,51.0,52.0,55.0,51.0,51.0,52.0,52.0,52.0,51.0,51.0,54.0,50.0,51.0,52.0,53.0,53.0,51.0,52.0,51.0,53.0,52.0,53.0,51.0,52.0,53.0,52.0,53.0,54.0,51.0,52.0,53.0,49.0,51.0,53.0,53.0,53.0,54.0,52.0,50.0,53.0,52.0,52.0,52.0,53.0,53.0,50.0,54.0,53.0,55.0,54.0,54.0,55.0,52.0,52.0,53.0,54.0,52.0,53.0,53.0,53.0,52.0,51.0,55.0,53.0,53.0,52.0,55.0,50.0,54.0,53.0,52.0,53.0,54.0,53.0,52.0,50.0,54.0,51.0,55.0,53.0,52.0,53.0,52.0,51.0,53.0,52.0,53.0,54.0,55.0,54.0,53.0,54.0,51.0,52.0,52.0,55.0,54.0,52.0,52.0
1,54.0,53.0,51.0,53.0,54.0,53.0,54.0,53.0,51.0,52.0,52.0,54.0,52.0,53.0,50.0,54.0,52.0,53.0,54.0,53.0,55.0,52.0,53.0,51.0,52.0,52.0,49.0,54.0,53.0,55.0,54.0,52.0,51.0,52.0,51.0,52.0,55.0,52.0,53.0,52.0,54.0,51.0,51.0,50.0,54.0,53.0,52.0,54.0,53.0,52.0,53.0,53.0,52.0,53.0,53.0,53.0,51.0,52.0,52.0,51.0,53.0,52.0,54.0,53.0,54.0,55.0,54.0,52.0,52.0,53.0,51.0,53.0,50.0,52.0,52.0,50.0,54.0,51.0,53.0,53.0,53.0,53.0,52.0,54.0,52.0,53.0,52.0,53.0,51.0,52.0,52.0,54.0,53.0,53.0,54.0,52.0,53.0,52.0,53.0,55.0
2,53.0,54.0,52.0,51.0,53.0,50.0,56.0,52.0,51.0,53.0,53.0,54.0,52.0,54.0,54.0,53.0,54.0,51.0,53.0,52.0,54.0,51.0,50.0,53.0,53.0,53.0,52.0,53.0,52.0,53.0,53.0,50.0,50.0,54.0,53.0,51.0,53.0,52.0,50.0,55.0,55.0,53.0,52.0,52.0,54.0,53.0,51.0,55.0,52.0,54.0,52.0,53.0,49.0,54.0,53.0,53.0,51.0,54.0,53.0,52.0,52.0,51.0,53.0,53.0,52.0,54.0,54.0,53.0,51.0,54.0,54.0,52.0,53.0,53.0,51.0,52.0,53.0,52.0,53.0,53.0,51.0,53.0,53.0,52.0,53.0,52.0,53.0,53.0,53.0,55.0,50.0,52.0,53.0,53.0,52.0,52.0,55.0,52.0,53.0,52.0
3,51.0,51.0,53.0,53.0,52.0,51.0,55.0,53.0,53.0,53.0,52.0,54.0,52.0,53.0,55.0,52.0,53.0,53.0,52.0,53.0,52.0,55.0,52.0,52.0,51.0,55.0,53.0,52.0,51.0,51.0,54.0,52.0,51.0,52.0,49.0,53.0,53.0,51.0,53.0,52.0,52.0,51.0,53.0,52.0,52.0,53.0,52.0,52.0,52.0,53.0,51.0,53.0,54.0,52.0,51.0,53.0,54.0,53.0,52.0,52.0,54.0,53.0,52.0,51.0,51.0,52.0,53.0,52.0,52.0,56.0,52.0,50.0,53.0,53.0,50.0,53.0,52.0,54.0,52.0,53.0,54.0,52.0,50.0,52.0,53.0,52.0,52.0,51.0,52.0,52.0,52.0,56.0,51.0,52.0,51.0,52.0,52.0,52.0,50.0,52.0
4,55.0,53.0,51.0,54.0,53.0,52.0,54.0,50.0,51.0,52.0,50.0,55.0,54.0,53.0,53.0,52.0,55.0,53.0,53.0,53.0,54.0,54.0,52.0,51.0,55.0,53.0,52.0,53.0,52.0,53.0,51.0,52.0,52.0,54.0,53.0,53.0,53.0,55.0,53.0,52.0,53.0,52.0,52.0,53.0,55.0,54.0,50.0,53.0,52.0,53.0,54.0,51.0,54.0,54.0,53.0,51.0,50.0,53.0,53.0,53.0,53.0,53.0,52.0,53.0,52.0,53.0,54.0,54.0,50.0,50.0,51.0,53.0,51.0,52.0,53.0,53.0,52.0,53.0,52.0,52.0,51.0,53.0,53.0,53.0,51.0,52.0,53.0,54.0,54.0,51.0,53.0,54.0,53.0,50.0,52.0,51.0,53.0,52.0,54.0,51.0
5,51.0,53.0,52.0,53.0,52.0,52.0,52.0,51.0,55.0,54.0,53.0,50.0,51.0,54.0,54.0,52.0,52.0,51.0,52.0,52.0,52.0,53.0,52.0,51.0,53.0,53.0,51.0,52.0,51.0,51.0,55.0,52.0,53.0,53.0,51.0,53.0,54.0,51.0,51.0,50.0,55.0,53.0,53.0,53.0,52.0,54.0,50.0,51.0,53.0,52.0,53.0,54.0,50.0,53.0,52.0,53.0,51.0,51.0,54.0,54.0,52.0,51.0,52.0,53.0,51.0,52.0,51.0,54.0,53.0,55.0,54.0,52.0,53.0,54.0,52.0,51.0,53.0,54.0,54.0,53.0,50.0,51.0,54.0,52.0,53.0,52.0,51.0,53.0,55.0,54.0,53.0,52.0,52.0,53.0,50.0,53.0,53.0,54.0,53.0,51.0
6,53.0,53.0,52.0,54.0,53.0,51.0,55.0,54.0,52.0,52.0,55.0,52.0,52.0,54.0,52.0,53.0,51.0,53.0,55.0,51.0,53.0,53.0,52.0,52.0,53.0,52.0,53.0,52.0,52.0,53.0,52.0,52.0,52.0,53.0,53.0,53.0,53.0,52.0,52.0,57.0,52.0,52.0,52.0,52.0,51.0,54.0,52.0,52.0,54.0,53.0,53.0,53.0,50.0,54.0,53.0,52.0,51.0,53.0,54.0,53.0,54.0,53.0,55.0,52.0,54.0,53.0,51.0,52.0,50.0,54.0,50.0,53.0,54.0,53.0,51.0,53.0,52.0,51.0,52.0,52.0,53.0,53.0,52.0,51.0,51.0,53.0,50.0,53.0,53.0,53.0,53.0,52.0,53.0,53.0,53.0,52.0,52.0,53.0,53.0,52.0
7,51.0,53.0,51.0,51.0,51.0,51.0,54.0,52.0,52.0,53.0,52.0,56.0,52.0,53.0,52.0,52.0,53.0,53.0,53.0,54.0,53.0,53.0,53.0,53.0,52.0,53.0,52.0,52.0,52.0,52.0,54.0,53.0,52.0,52.0,52.0,53.0,53.0,53.0,53.0,53.0,52.0,53.0,53.0,52.0,54.0,52.0,54.0,54.0,53.0,55.0,53.0,53.0,54.0,51.0,53.0,53.0,53.0,54.0,50.0,52.0,52.0,53.0,52.0,52.0,52.0,53.0,52.0,53.0,51.0,52.0,52.0,53.0,53.0,53.0,55.0,53.0,53.0,53.0,54.0,53.0,52.0,52.0,54.0,50.0,52.0,52.0,54.0,51.0,50.0,53.0,52.0,53.0,53.0,54.0,51.0,52.0,55.0,52.0,52.0,50.0
8,54.0,52.0,52.0,52.0,53.0,52.0,52.0,52.0,53.0,53.0,53.0,52.0,53.0,51.0,52.0,54.0,52.0,54.0,53.0,52.0,52.0,54.0,52.0,53.0,53.0,52.0,49.0,52.0,51.0,51.0,54.0,54.0,54.0,53.0,53.0,51.0,51.0,52.0,53.0,49.0,53.0,53.0,52.0,53.0,52.0,52.0,51.0,52.0,50.0,51.0,55.0,52.0,56.0,50.0,53.0,51.0,54.0,53.0,51.0,52.0,53.0,53.0,53.0,51.0,55.0,52.0,54.0,55.0,53.0,54.0,52.0,52.0,51.0,52.0,53.0,53.0,50.0,53.0,53.0,54.0,54.0,51.0,53.0,55.0,53.0,53.0,51.0,54.0,51.0,53.0,52.0,53.0,53.0,50.0,53.0,51.0,52.0,51.0,52.0,52.0
9,53.0,53.0,52.0,54.0,52.0,53.0,53.0,51.0,54.0,55.0,54.0,50.0,51.0,53.0,53.0,52.0,52.0,55.0,54.0,52.0,51.0,52.0,52.0,53.0,54.0,55.0,51.0,50.0,52.0,55.0,51.0,52.0,52.0,53.0,52.0,55.0,53.0,52.0,52.0,55.0,53.0,51.0,52.0,54.0,55.0,52.0,52.0,54.0,54.0,50.0,54.0,53.0,52.0,54.0,53.0,52.0,53.0,51.0,51.0,55.0,53.0,51.0,54.0,52.0,51.0,53.0,54.0,53.0,50.0,53.0,51.0,51.0,53.0,53.0,51.0,53.0,53.0,52.0,53.0,54.0,51.0,53.0,53.0,53.0,51.0,52.0,51.0,53.0,53.0,51.0,52.0,51.0,51.0,51.0,54.0,52.0,52.0,52.0,52.0,53.0
10,51.0,53.0,52.0,51.0,55.0,52.0,53.0,54.0,54.0,52.0,54.0,53.0,51.0,52.0,53.0,52.0,50.0,53.0,54.0,51.0,53.0,51.0,55.0,53.0,51.0,53.0,52.0,52.0,54.0,52.0,54.0,52.0,52.0,51.0,51.0,52.0,53.0,51.0,52.0,55.0,54.0,53.0,51.0,54.0,53.0,52.0,53.0,52.0,53.0,54.0,50.0,53.0,50.0,53.0,54.0,52.0,52.0,50.0,52.0,52.0,52.0,53.0,52.0,51.0,55.0,53.0,52.0,56.0,53.0,55.0,53.0,52.0,53.0,53.0,53.0,52.0,52.0,52.0,56.0,54.0,54.0,54.0,51.0,51.0,53.0,53.0,52.0,55.0,53.0,54.0,50.0,54.0,52.0,52.0,50.0,53.0,51.0,51.0,53.0,51.0
