,event_0,event_1,event_2,event_3,event_4,event_5,event_6,event_7,event_8,event_9,event_10,event_11,event_12,event_13,event_14,event_15,event_16,event_17,event_18,event_19,event_20,event_21,event_22,event_23,event_24,event_25,event_26,event_27,event_28,event_29,event_30,event_31,event_32,event_33,event_34,event_35,event_36,event_37,event_38,event_39,event_40,event_41,event_42,event_43,event_44,event_45,event_46,event_47,event_48,event_49,event_50,event_51,event_52,event_53,event_54,event_55,event_56,event_57,event_58,event_59,event_60,event_61,event_62,event_63,event_64,event_65,event_66,event_67,event_68,event_69,event_70,event_71,event_72,event_73,event_74,event_75,event_76,event_77,event_78,event_79,event_80,event_81,event_82,event_83,event_84,event_85,event_86,event_87,event_88,event_89,event_90,event_91,event_92,event_93,event_94,event_95,event_96,event_97,event_98,event_99,event_100
10,-43.2,-49.2,-76.8,-81.6,-109.2,-58.8,-82.8,-65.99999999999999,-80.4,-106.8,-26.399999999999995,-80.4,-36.0,-92.4,-51.6,-105.59999999999998,-61.2,-43.2,-102.0,-109.2,-88.79999999999998,-37.2,-123.6,-111.6,-118.79999999999998,-31.2,-67.2,-118.79999999999998,-69.6,-148.79999999999998,-129.6,-87.6,-161.99999999999997,-57.6,-72.0,-34.8,-166.79999999999998,-47.99999999999999,-83.99999999999999,-85.2,-87.6,-93.6,-94.8,-85.2,-56.39999999999999,-70.79999999999998,-33.6,-170.4,-115.2,-93.6,-91.2,-152.39999999999998,-61.2,-69.6,-72.0,-51.6,-120.0,-46.8,-131.99999999999997,-39.6,-114.0,-73.19999999999999,-73.19999999999999,-87.6,-27.599999999999994,-87.6,-91.2,-157.2,-161.99999999999997,-183.6,-105.59999999999998,-97.2,-151.19999999999996,-164.39999999999998,-130.8,-74.39999999999999,-50.39999999999999,-158.39999999999998,-92.4,-105.59999999999998,-141.59999999999997,-140.4,-85.2,-127.19999999999996,-158.39999999999998,-115.2,-27.599999999999994,-80.4,-61.2,-43.2,-163.2,-40.8,-85.2,-80.4,-74.39999999999999,-47.99999999999999,-83.99999999999999,-37.2,-100.79999999999998,-69.6,-39.6
11,-25.2,-40.8,-50.39999999999999,-74.39999999999999,-87.6,-46.8,-52.79999999999999,-47.99999999999999,-60.0,-60.0,-24.0,-45.6,-24.0,-76.8,-43.2,-70.79999999999998,-52.79999999999999,-32.4,-98.4,-76.8,-50.39999999999999,-19.2,-64.8,-65.99999999999999,-99.6,-25.2,-64.8,-79.19999999999999,-43.2,-82.8,-85.2,-82.8,-103.2,-33.6,-60.0,-22.8,-93.6,-37.2,-50.39999999999999,-46.8,-45.6,-90.0,-57.6,-46.8,-30.0,-34.8,-27.599999999999994,-102.0,-105.59999999999998,-73.19999999999999,-62.4,-128.39999999999998,-51.6,-53.99999999999999,-45.6,-51.6,-83.99999999999999,-46.8,-86.39999999999999,-19.2,-94.8,-38.4,-63.59999999999999,-82.8,-19.2,-64.8,-58.8,-115.2,-111.6,-164.39999999999998,-70.79999999999998,-62.4,-131.99999999999997,-159.6,-130.8,-51.6,-26.399999999999995,-124.8,-44.39999999999999,-97.2,-104.4,-109.2,-45.6,-60.0,-82.8,-81.6,-24.0,-49.2,-49.2,-43.2,-129.6,-36.0,-68.39999999999999,-46.8,-50.39999999999999,-47.99999999999999,-55.19999999999999,-33.6,-45.6,-43.2,-33.6
12,-10.8,-18.0,-22.8,-31.2,-38.4,-19.2,-15.6,-21.6,-26.399999999999995,-24.0,-7.2,-19.2,-11.999999999999998,-32.4,-18.0,-27.599999999999994,-26.399999999999995,-13.199999999999998,-45.6,-34.8,-16.8,-8.4,-21.6,-28.8,-39.6,-15.6,-34.8,-27.599999999999994,-25.2,-32.4,-33.6,-44.39999999999999,-37.2,-15.6,-26.399999999999995,-15.6,-37.2,-15.6,-21.6,-19.2,-16.8,-41.99999999999999,-21.6,-19.2,-11.999999999999998,-10.8,-11.999999999999998,-33.6,-51.6,-30.0,-24.0,-53.99999999999999,-22.8,-26.399999999999995,-20.4,-31.2,-33.6,-26.399999999999995,-32.4,-4.8,-45.6,-14.4,-36.0,-39.6,-4.8,-27.599999999999994,-21.6,-45.6,-41.99999999999999,-74.39999999999999,-30.0,-22.8,-56.39999999999999,-69.6,-63.59999999999999,-22.8,-8.4,-47.99999999999999,-16.8,-47.99999999999999,-41.99999999999999,-43.2,-15.6,-19.2,-25.2,-28.8,-10.8,-22.8,-24.0,-19.2,-58.8,-15.6,-28.8,-20.4,-18.0,-22.8,-26.399999999999995,-16.8,-11.999999999999998,-22.8,-15.6
13,-5.999999999999999,-9.6,-9.6,-11.999999999999998,-15.6,-3.6,-5.999999999999999,-8.4,-9.6,-13.199999999999998,-4.8,-5.999999999999999,-5.999999999999999,-9.6,-7.2,-9.6,-10.8,-4.8,-16.8,-14.4,-3.6,-1.2,-13.199999999999998,-14.4,-10.8,-4.8,-10.8,-8.4,-9.6,-16.8,-16.8,-14.4,-13.199999999999998,-3.6,-8.4,-7.2,-13.199999999999998,-4.8,-7.2,-8.4,-9.6,-14.4,-9.6,-9.6,-7.2,-3.6,-8.4,-10.8,-18.0,-8.4,-10.8,-19.2,-8.4,-8.4,-10.8,-10.8,-14.4,-9.6,-8.4,-1.2,-20.4,-5.999999999999999,-15.6,-10.8,-4.8,-11.999999999999998,-9.6,-14.4,-14.4,-18.0,-13.199999999999998,-8.4,-20.4,-25.2,-22.8,-8.4,-1.2,-15.6,-10.8,-13.199999999999998,-11.999999999999998,-19.2,-3.6,-11.999999999999998,-10.8,-10.8,-7.2,-11.999999999999998,-8.4,-7.2,-24.0,-8.4,-11.999999999999998,-8.4,-11.999999999999998,-5.999999999999999,-11.999999999999998,-5.999999999999999,-9.6,-10.8,-3.6
14,-4.8,-4.8,-1.2,-4.8,-7.2,-5.999999999999999,-2.4,-4.8,-4.8,-9.6,-1.2,0.0,-4.8,-8.4,-1.2,-8.4,-4.8,1.2,-9.6,-5.999999999999999,-3.6,1.2,-5.999999999999999,-5.999999999999999,-4.8,-3.6,-4.8,-4.8,-1.2,-4.8,-9.6,-7.2,-9.6,-2.4,-4.8,-1.2,-4.8,-2.4,-7.2,-2.4,1.2,-8.4,-4.8,-3.6,1.2,1.2,-4.8,-4.8,-8.4,-3.6,-2.4,-11.999999999999998,-3.6,-4.8,-3.6,-7.2,-9.6,-3.6,-3.6,0.0,-9.6,0.0,-9.6,-7.2,-1.2,-4.8,-4.8,-5.999999999999999,-9.6,-10.8,-7.2,-2.4,-11.999999999999998,-11.999999999999998,-10.8,-7.2,-3.6,-8.4,-2.4,-5.999999999999999,-8.4,-10.8,-2.4,-3.6,-4.8,-3.6,1.2,-8.4,-3.6,0.0,-9.6,-1.2,-9.6,-2.4,-2.4,-1.2,-4.8,-1.2,-2.4,-4.8,-1.2
15,-1.2,-1.2,0.0,-1.2,0.0,0.0,-1.2,0.0,-3.6,0.0,0.0,1.2,1.2,-1.2,0.0,-1.2,-3.6,3.6,-1.2,-1.2,-3.6,0.0,-1.2,0.0,0.0,-1.2,-3.6,1.2,-3.6,-2.4,-2.4,0.0,-3.6,1.2,-1.2,-3.6,0.0,1.2,-3.6,-3.6,1.2,0.0,0.0,1.2,1.2,3.6,0.0,2.4,-2.4,1.2,-1.2,-3.6,0.0,0.0,1.2,-3.6,-2.4,-1.2,0.0,3.6,-3.6,0.0,-2.4,-4.8,0.0,-1.2,0.0,-2.4,0.0,-2.4,0.0,0.0,-3.6,-3.6,-4.8,0.0,1.2,0.0,-1.2,-3.6,-2.4,-3.6,-1.2,-2.4,4.8,-2.4,1.2,-1.2,-1.2,1.2,1.2,2.4,-1.2,1.2,1.2,1.2,0.0,2.4,0.0,0.0,-1.2
16,-1.2,0.0,-4.8,2.4,2.4,1.2,-2.4,2.4,-2.4,-3.6,1.2,-4.8,1.2,-1.2,1.2,2.4,-1.2,2.4,0.0,1.2,-1.2,-1.2,-3.6,-1.2,-1.2,1.2,1.2,1.2,-2.4,-1.2,1.2,0.0,-3.6,-1.2,-1.2,2.4,-3.6,2.4,-1.2,-1.2,0.0,0.0,-4.8,-3.6,-2.4,-1.2,2.4,-3.6,-3.6,0.0,-1.2,-2.4,0.0,-2.4,-2.4,3.6,-3.6,-4.8,-2.4,0.0,-1.2,-5.999999999999999,0.0,1.2,2.4,-4.8,-3.6,-2.4,-2.4,0.0,-2.4,-3.6,-2.4,-1.2,0.0,-1.2,0.0,-1.2,-7.2,-3.6,-3.6,-2.4,2.4,-7.2,-3.6,0.0,0.0,-2.4,-1.2,2.4,1.2,0.0,1.2,-2.4,-1.2,2.4,-1.2,0.0,-2.4,1.2,0.0
17,-1.2,-1.2,-5.999999999999999,-1.2,-4.8,-3.6,-3.6,-1.2,-4.8,-5.999999999999999,-1.2,-4.8,-2.4,-3.6,1.2,-8.4,0.0,-1.2,-2.4,-5.999999999999999,-5.999999999999999,-2.4,-7.2,-5.999999999999999,-3.6,-1.2,-1.2,-3.6,-5.999999999999999,-8.4,-5.999999999999999,-2.4,-8.4,-3.6,-3.6,-1.2,-8.4,1.2,-2.4,-4.8,-3.6,-4.8,-7.2,-5.999999999999999,-3.6,-2.4,-1.2,-8.4,-5.999999999999999,-5.999999999999999,-3.6,-8.4,-3.6,-3.6,-4.8,-2.4,-5.999999999999999,-1.2,-8.4,-3.6,-8.4,-3.6,-3.6,-2.4,1.2,-4.8,-3.6,-7.2,-8.4,-7.2,-7.2,-7.2,-7.2,-7.2,-7.2,-3.6,-2.4,-8.4,-4.8,-8.4,-8.4,-7.2,-3.6,-8.4,-8.4,-3.6,-2.4,-3.6,0.0,2.4,-7.2,-1.2,-3.6,-3.6,-3.6,-2.4,-5.999999999999999,0.0,-4.8,-1.2,-1.2
18,-1.2,-1.2,-3.6,-5.999999999999999,-4.8,-3.6,0.0,0.0,-5.999999999999999,-3.6,2.4,-1.2,-2.4,-3.6,-2.4,-5.999999999999999,-4.8,0.0,-4.8,-4.8,-3.6,0.0,-5.999999999999999,-2.4,-7.2,-2.4,-2.4,-2.4,-3.6,-1.2,-4.8,-5.999999999999999,-7.2,-1.2,-2.4,0.0,-7.2,-1.2,-1.2,-4.8,-3.6,-3.6,-3.6,-3.6,0.0,-1.2,0.0,-4.8,-8.4,-4.8,-3.6,-8.4,-1.2,-3.6,-1.2,-2.4,-4.8,-2.4,-4.8,-1.2,-5.999999999999999,-1.2,-5.999999999999999,-2.4,3.6,-3.6,-2.4,-5.999999999999999,-4.8,-8.4,-4.8,-2.4,-8.4,-7.2,-7.2,-2.4,0.0,-8.4,-2.4,-5.999999999999999,-8.4,-4.8,-2.4,-1.2,-3.6,-3.6,1.2,0.0,-2.4,-2.4,-8.4,-2.4,-2.4,-3.6,-5.999999999999999,-1.2,-2.4,-2.4,1.2,-2.4,0.0
19,2.4,0.0,-3.6,-1.2,-1.2,1.2,-2.4,-4.8,0.0,-3.6,0.0,-3.6,1.2,-2.4,-1.2,-1.2,-3.6,0.0,-2.4,-2.4,-2.4,-2.4,-5.999999999999999,-1.2,-1.2,-2.4,-2.4,0.0,-2.4,-2.4,-1.2,-2.4,-5.999999999999999,-1.2,-1.2,2.4,-8.4,2.4,0.0,-1.2,0.0,-3.6,-1.2,-1.2,1.2,-1.2,0.0,0.0,-2.4,2.4,-2.4,-4.8,-3.6,-2.4,-1.2,-1.2,-2.4,-1.2,-3.6,0.0,-2.4,-2.4,-2.4,-2.4,-4.8,-3.6,-4.8,-3.6,-2.4,-5.999999999999999,-4.8,-1.2,-2.4,-5.999999999999999,-4.8,-2.4,-1.2,-4.8,-2.4,-3.6,-4.8,-3.6,-1.2,-4.8,-5.999999999999999,-4.8,1.2,1.2,-1.2,-1.2,-3.6,0.0,-4.8,-1.2,-2.4,-1.2,0.0,3.6,0.0,1.2,-1.2
20,-2.4,-1.2,-1.2,-2.4,-2.4,-2.4,0.0,-2.4,-3.6,0.0,2.4,-1.2,3.6,-1.2,-3.6,-1.2,-1.2,-2.4,-1.2,-2.4,-1.2,2.4,-4.8,-1.2,-3.6,1.2,-2.4,-1.2,0.0,0.0,-1.2,-2.4,-4.8,0.0,-1.2,3.6,-3.6,-1.2,-1.2,0.0,-2.4,-5.999999999999999,0.0,0.0,-1.2,0.0,-1.2,-2.4,-3.6,0.0,-2.4,-1.2,-2.4,0.0,0.0,-2.4,-2.4,-1.2,-5.999999999999999,2.4,-4.8,2.4,-1.2,-2.4,0.0,-2.4,-2.4,-5.999999999999999,-3.6,-4.8,-2.4,-1.2,-2.4,-4.8,-5.999999999999999,-1.2,0.0,-5.999999999999999,-1.2,-4.8,-3.6,-4.8,-1.2,-3.6,-3.6,-3.6,-1.2,1.2,-1.2,0.0,-4.8,0.0,-4.8,-1.2,-1.2,1.2,-1.2,0.0,-1.2,0.0,1.2
21,2.4,0.0,0.0,1.2,0.0,0.0,1.2,0.0,0.0,-1.2,0.0,2.4,0.0,1.2,1.2,1.2,1.2,2.4,0.0,-2.4,1.2,1.2,2.4,2.4,0.0,0.0,1.2,4.8,2.4,1.2,2.4,-2.4,0.0,1.2,0.0,2.4,2.4,2.4,0.0,3.6,0.0,1.2,2.4,2.4,1.2,1.2,0.0,1.2,-1.2,0.0,3.6,0.0,1.2,0.0,1.2,-1.2,2.4,-1.2,1.2,2.4,-1.2,0.0,1.2,1.2,1.2,0.0,1.2,1.2,2.4,0.0,1.2,3.6,-1.2,-1.2,-2.4,-1.2,1.2,-2.4,1.2,-2.4,3.6,-3.6,3.6,2.4,1.2,2.4,2.4,0.0,4.8,1.2,1.2,2.4,0.0,0.0,1.2,1.2,1.2,0.0,2.4,0.0,1.2
22,-1.2,1.2,1.2,4.8,2.4,2.4,3.6,2.4,1.2,-3.6,2.4,1.2,-1.2,1.2,1.2,1.2,2.4,1.2,2.4,1.2,1.2,2.4,-1.2,0.0,2.4,0.0,1.2,2.4,0.0,2.4,-1.2,1.2,3.6,1.2,1.2,2.4,-1.2,1.2,0.0,2.4,1.2,2.4,1.2,1.2,2.4,1.2,0.0,2.4,3.6,1.2,0.0,1.2,2.4,2.4,-1.2,1.2,2.4,4.8,2.4,2.4,2.4,2.4,1.2,1.2,1.2,3.6,2.4,1.2,2.4,-1.2,1.2,2.4,3.6,2.4,2.4,0.0,2.4,2.4,1.2,4.8,0.0,3.6,2.4,1.2,-1.2,2.4,1.2,1.2,2.4,4.8,2.4,1.2,2.4,0.0,1.2,1.2,2.4,0.0,1.2,0.0,0.0
23,2.4,-1.2,0.0,2.4,1.2,0.0,2.4,1.2,2.4,-1.2,1.2,2.4,0.0,0.0,2.4,1.2,1.2,0.0,-1.2,2.4,3.6,2.4,2.4,0.0,0.0,1.2,-1.2,1.2,1.2,-3.6,1.2,0.0,0.0,3.6,2.4,0.0,1.2,1.2,1.2,1.2,0.0,-1.2,0.0,0.0,0.0,0.0,-1.2,1.2,-2.4,0.0,1.2,-1.2,0.0,1.2,1.2,0.0,1.2,2.4,0.0,2.4,0.0,1.2,0.0,2.4,1.2,0.0,-1.2,0.0,2.4,0.0,2.4,0.0,0.0,0.0,-1.2,1.2,-1.2,-1.2,2.4,1.2,-1.2,-1.2,2.4,2.4,1.2,-2.4,1.2,0.0,3.6,0.0,1.2,0.0,1.2,2.4,-1.2,3.6,3.6,1.2,-1.2,1.2,1.2
24,2.4,1.2,1.2,1.2,3.6,1.2,1.2,1.2,0.0,3.6,1.2,-2.4,3.6,1.2,1.2,0.0,2.4,1.2,0.0,-1.2,1.2,0.0,2.4,3.6,-1.2,-1.2,0.0,1.2,0.0,0.0,0.0,3.6,-2.4,1.2,-3.6,-1.2,1.2,1.2,0.0,1.2,0.0,-1.2,3.6,3.6,2.4,-2.4,0.0,1.2,0.0,2.4,3.6,0.0,0.0,-2.4,1.2,-1.2,2.4,1.2,1.2,2.4,-1.2,1.2,2.4,-1.2,1.2,1.2,0.0,-1.2,0.0,0.0,-2.4,2.4,1.2,1.2,-1.2,1.2,-1.2,-1.2,3.6,0.0,1.2,-1.2,0.0,3.6,0.0,0.0,0.0,-1.2,2.4,2.4,1.2,1.2,0.0,2.4,2.4,3.6,-1.2,0.0,2.4,-1.2,2.4
