,event_0,event_1,event_2,event_3,event_4,event_5,event_6,event_7,event_8,event_9,event_10,event_11,event_12,event_13,event_14,event_15,event_16,event_17,event_18,event_19,event_20,event_21,event_22,event_23,event_24,event_25,event_26,event_27,event_28,event_29,event_30,event_31,event_32,event_33,event_34,event_35,event_36,event_37,event_38,event_39,event_40,event_41,event_42,event_43,event_44,event_45,event_46,event_47,event_48,event_49,event_50,event_51,event_52,event_53,event_54,event_55,event_56,event_57,event_58,event_59,event_60,event_61,event_62,event_63,event_64,event_65,event_66,event_67,event_68,event_69,event_70,event_71,event_72,event_73,event_74,event_75,event_76,event_77,event_78,event_79,event_80,event_81,event_82,event_83,event_84,event_85,event_86,event_87,event_88,event_89,event_90,event_91,event_92,event_93,event_94,event_95,event_96,event_97,event_98,event_99
time_epoch,1616962902.6999726,1616962904.8600962,1616962907.0122194,1616962909.1693428,1616962911.322466,1616962913.473589,1616962915.622712,1616962917.7748349,1616962919.9289582,1616962922.0800812,1616962924.2322042,1616962926.3853273,1616962928.5374506,1616962930.6885736,1616962932.8396966,1616962934.9918199,1616962937.1959457,1616962939.3580694,1616962941.5111926,1616962943.6613157,1616962945.8144386,1616962947.967562,1616962950.120685,1616962952.2738082,1616962954.4269311,1616962956.5780544,1616962958.7291772,1616962960.8803003,1616962963.0414238,1616962965.1965473,1616962967.3496704,1616962969.5017936,1616962971.6549165,1616962973.8060398,1616962975.9571629,1616962978.1092858,1616962980.2604089,1616962982.4115317,1616962984.563655,1616962986.7177782,1616962988.8689015,1616962991.0230243,1616962993.1741476,1616962995.3252704,1616962997.5293965,1616962999.68252,1616963001.8316426,1616963003.985766,1616963006.1448894,1616963008.305013,1616963010.4571362,1616963012.6102593,1616963014.7623823,1616963016.9145055,1616963019.0676286,1616963021.2187514,1616963023.3718748,1616963025.524998,1616963027.6781209,1616963029.8312442,1616963031.9843674,1616963034.1394906,1616963036.292614,1616963038.4427366,1616963040.5948598,1616963042.7519832,1616963044.9041061,1616963047.0572295,1616963049.2073524,1616963051.3574753,1616963053.5085986,1616963055.6617217,1616963057.8648477,1616963060.0169706,1616963062.1700938,1616963064.322217,1616963066.4743402,1616963068.627463,1616963070.7865865,1616963072.93971,1616963075.091833,1616963077.2459562,1616963079.4010792,1616963081.5532024,1616963083.7043257,1616963085.862449,1616963088.0145721,1616963090.164695,1616963092.3238184,1616963094.4779418,1616963096.632065,1616963098.7841883,1616963100.9373112,1616963103.0894344,1616963105.2425575,1616963107.3936803,1616963109.5458035,1616963111.6979268,1616963113.8500497,1616963116.0011728
0,53.0,54.0,50.0,54.0,55.0,55.0,53.0,55.0,54.0,52.0,53.0,53.0,52.0,52.0,55.0,53.0,52.0,53.0,52.0,53.0,54.0,51.0,50.0,51.0,53.0,53.0,52.0,53.0,53.0,53.0,53.0,52.0,51.0,55.0,51.0,53.0,54.0,52.0,54.0,53.0,53.0,51.0,55.0,54.0,52.0,53.0,52.0,53.0,51.0,48.0,53.0,51.0,52.0,54.0,55.0,53.0,53.0,52.0,56.0,53.0,54.0,52.0,53.0,53.0,53.0,52.0,52.0,52.0,53.0,54.0,53.0,54.0,52.0,53.0,52.0,53.0,54.0,53.0,54.0,53.0,53.0,53.0,55.0,51.0,53.0,52.0,52.0,54.0,53.0,52.0,53.0,51.0,51.0,52.0,53.0,53.0,52.0,51.0,54.0,50.0
1,53.0,53.0,52.0,52.0,52.0,53.0,52.0,53.0,54.0,54.0,52.0,53.0,54.0,52.0,52.0,53.0,54.0,54.0,51.0,51.0,53.0,50.0,54.0,53.0,52.0,54.0,54.0,54.0,53.0,53.0,54.0,53.0,54.0,53.0,55.0,54.0,51.0,53.0,53.0,52.0,53.0,50.0,54.0,50.0,53.0,53.0,53.0,53.0,52.0,54.0,54.0,50.0,54.0,54.0,51.0,53.0,53.0,50.0,50.0,51.0,53.0,52.0,53.0,52.0,54.0,53.0,53.0,55.0,53.0,53.0,53.0,54.0,55.0,51.0,51.0,54.0,53.0,52.0,53.0,54.0,51.0,55.0,52.0,52.0,52.0,52.0,51.0,51.0,51.0,52.0,53.0,54.0,52.0,53.0,53.0,54.0,53.0,51.0,53.0,51.0
2,52.0,53.0,51.0,51.0,49.0,56.0,52.0,51.0,53.0,51.0,53.0,51.0,52.0,53.0,54.0,52.0,52.0,52.0,53.0,53.0,53.0,52.0,51.0,53.0,52.0,53.0,51.0,51.0,52.0,53.0,51.0,53.0,54.0,52.0,51.0,50.0,54.0,54.0,53.0,54.0,55.0,50.0,53.0,54.0,51.0,53.0,56.0,54.0,52.0,56.0,53.0,50.0,53.0,53.0,54.0,52.0,50.0,51.0,50.0,51.0,52.0,53.0,53.0,50.0,51.0,52.0,53.0,53.0,54.0,54.0,52.0,52.0,54.0,49.0,53.0,52.0,53.0,53.0,52.0,53.0,51.0,54.0,52.0,52.0,51.0,51.0,54.0,52.0,53.0,58.0,52.0,52.0,53.0,52.0,53.0,52.0,54.0,50.0,54.0,51.0
3,51.0,53.0,52.0,50.0,55.0,54.0,53.0,50.0,54.0,51.0,54.0,51.0,53.0,53.0,49.0,52.0,52.0,52.0,51.0,54.0,51.0,52.0,52.0,51.0,53.0,52.0,52.0,54.0,51.0,53.0,51.0,52.0,52.0,53.0,53.0,53.0,53.0,55.0,53.0,53.0,51.0,52.0,53.0,49.0,53.0,53.0,55.0,55.0,51.0,50.0,50.0,54.0,53.0,55.0,53.0,51.0,52.0,53.0,53.0,53.0,53.0,53.0,52.0,53.0,50.0,53.0,53.0,53.0,53.0,51.0,54.0,53.0,50.0,50.0,53.0,51.0,51.0,53.0,53.0,53.0,54.0,54.0,52.0,54.0,55.0,53.0,52.0,53.0,52.0,53.0,55.0,52.0,50.0,49.0,51.0,51.0,54.0,52.0,50.0,53.0
4,55.0,56.0,53.0,52.0,54.0,54.0,52.0,52.0,53.0,53.0,50.0,51.0,52.0,51.0,52.0,52.0,54.0,52.0,50.0,54.0,55.0,55.0,50.0,52.0,53.0,52.0,55.0,54.0,52.0,51.0,55.0,51.0,53.0,53.0,51.0,51.0,52.0,52.0,54.0,53.0,53.0,54.0,52.0,52.0,53.0,52.0,52.0,52.0,52.0,49.0,53.0,51.0,54.0,52.0,53.0,51.0,52.0,53.0,53.0,54.0,53.0,52.0,53.0,55.0,52.0,51.0,50.0,54.0,53.0,53.0,52.0,52.0,51.0,53.0,51.0,57.0,52.0,54.0,52.0,52.0,52.0,53.0,50.0,51.0,53.0,53.0,52.0,52.0,52.0,50.0,52.0,53.0,54.0,53.0,52.0,52.0,52.0,53.0,51.0,53.0
5,53.0,54.0,52.0,52.0,47.0,53.0,54.0,54.0,53.0,52.0,52.0,52.0,54.0,52.0,51.0,54.0,52.0,52.0,52.0,54.0,55.0,52.0,52.0,52.0,53.0,54.0,51.0,52.0,53.0,53.0,53.0,53.0,53.0,52.0,51.0,52.0,54.0,53.0,51.0,53.0,52.0,52.0,51.0,53.0,53.0,53.0,54.0,53.0,52.0,53.0,54.0,52.0,52.0,53.0,53.0,53.0,53.0,52.0,50.0,53.0,52.0,53.0,52.0,52.0,51.0,54.0,53.0,51.0,52.0,52.0,53.0,52.0,56.0,53.0,51.0,54.0,54.0,53.0,53.0,53.0,50.0,52.0,54.0,51.0,52.0,53.0,53.0,52.0,53.0,51.0,52.0,52.0,52.0,53.0,51.0,52.0,52.0,50.0,53.0,54.0
6,53.0,54.0,51.0,52.0,52.0,51.0,53.0,52.0,53.0,53.0,54.0,54.0,51.0,51.0,52.0,53.0,51.0,53.0,53.0,53.0,53.0,53.0,51.0,52.0,54.0,55.0,54.0,52.0,52.0,53.0,53.0,54.0,52.0,52.0,52.0,53.0,53.0,53.0,53.0,52.0,51.0,51.0,53.0,51.0,52.0,52.0,55.0,51.0,52.0,51.0,52.0,54.0,53.0,51.0,54.0,52.0,51.0,51.0,52.0,52.0,54.0,54.0,53.0,53.0,54.0,51.0,53.0,53.0,53.0,53.0,53.0,54.0,53.0,54.0,52.0,48.0,53.0,53.0,53.0,52.0,52.0,53.0,54.0,54.0,53.0,53.0,52.0,51.0,52.0,58.0,51.0,52.0,52.0,51.0,50.0,52.0,54.0,51.0,52.0,54.0
7,54.0,55.0,52.0,53.0,57.0,53.0,52.0,53.0,54.0,53.0,51.0,53.0,50.0,51.0,52.0,52.0,52.0,53.0,50.0,54.0,52.0,51.0,52.0,53.0,53.0,54.0,54.0,51.0,52.0,51.0,50.0,53.0,51.0,53.0,51.0,53.0,53.0,52.0,53.0,54.0,52.0,53.0,54.0,53.0,50.0,52.0,54.0,54.0,54.0,48.0,52.0,52.0,53.0,51.0,51.0,53.0,51.0,51.0,54.0,54.0,55.0,54.0,54.0,53.0,54.0,51.0,53.0,55.0,53.0,53.0,53.0,53.0,51.0,53.0,51.0,51.0,51.0,54.0,51.0,53.0,51.0,53.0,54.0,52.0,54.0,52.0,52.0,51.0,54.0,53.0,54.0,53.0,52.0,51.0,52.0,54.0,53.0,53.0,52.0,55.0
8,53.0,53.0,53.0,51.0,54.0,52.0,53.0,53.0,52.0,52.0,53.0,53.0,53.0,55.0,52.0,53.0,51.0,51.0,51.0,52.0,51.0,51.0,51.0,53.0,54.0,55.0,52.0,53.0,53.0,51.0,53.0,53.0,53.0,53.0,52.0,55.0,52.0,52.0,51.0,52.0,53.0,51.0,53.0,54.0,54.0,53.0,53.0,52.0,50.0,51.0,53.0,50.0,53.0,52.0,52.0,53.0,51.0,52.0,54.0,54.0,55.0,54.0,53.0,53.0,54.0,51.0,54.0,52.0,54.0,54.0,50.0,55.0,55.0,52.0,53.0,55.0,53.0,54.0,52.0,53.0,53.0,53.0,50.0,52.0,52.0,53.0,50.0,53.0,52.0,50.0,53.0,52.0,51.0,52.0,53.0,53.0,52.0,52.0,52.0,51.0
