,event_0,event_1,event_2,event_3,event_4,event_5,event_6,event_7,event_8,event_9,event_10,event_11,event_12,event_13,event_14,event_15,event_16,event_17,event_18,event_19,event_20,event_21,event_22,event_23,event_24,event_25,event_26,event_27,event_28,event_29,event_30,event_31,event_32,event_33,event_34,event_35,event_36,event_37,event_38,event_39,event_40,event_41,event_42,event_43,event_44,event_45,event_46,event_47,event_48,event_49,event_50,event_51,event_52,event_53,event_54,event_55,event_56,event_57,event_58,event_59,event_60,event_61,event_62,event_63,event_64,event_65,event_66,event_67,event_68,event_69,event_70,event_71,event_72,event_73,event_74,event_75,event_76,event_77,event_78,event_79,event_80,event_81,event_82,event_83,event_84,event_85,event_86,event_87,event_88,event_89,event_90,event_91,event_92,event_93,event_94,event_95,event_96,event_97,event_98,event_99
time_epoch,1617479390.7333446,1617479393.0984795,1617479395.2596033,1617479397.426727,1617479399.5828505,1617479401.7339735,1617479403.8960972,1617479406.0522206,1617479408.2113442,1617479410.373468,1617479412.525591,1617479414.6927147,1617479416.8428378,1617479418.9939606,1617479421.1590848,1617479423.3112078,1617479425.4733315,1617479427.6264546,1617479429.780578,1617479431.9367013,1617479434.0938246,1617479436.2519479,1617479438.4090714,1617479440.5601943,1617479442.7193177,1617479444.8774412,1617479447.0985682,1617479449.2536917,1617479451.4588177,1617479453.6269417,1617479455.786065,1617479457.9391885,1617479460.159315,1617479462.320439,1617479464.472562,1617479466.6426861,1617479468.7998095,1617479470.9519327,1617479473.1150563,1617479475.2681794,1617479477.4903066,1617479479.6424296,1617479481.8105536,1617479483.9696772,1617479486.1198003,1617479488.3409271,1617479490.4940503,1617479492.6451735,1617479494.825298,1617479496.9844217,1617479499.1455452,1617479501.2976685,1617479503.4547918,1617479505.6129153,1617479507.832042,1617479510.0411685,1617479512.1922915,1617479514.3634155,1617479516.522539,1617479518.672662,1617479520.8287854,1617479522.986909,1617479525.1450322,1617479527.3051558,1617479529.4682796,1617479531.626403,1617479533.776526,1617479535.9396498,1617479538.091773,1617479540.2558966,1617479542.4080198,1617479544.577144,1617479546.729267,1617479548.88539,1617479551.0355132,1617479553.1926365,1617479555.34776,1617479557.5058835,1617479559.6630068,1617479561.8131297,1617479564.0322566,1617479566.19338,1617479568.3465035,1617479570.56363,1617479572.7207534,1617479574.883877,1617479577.0440009,1617479579.1961238,1617479581.3642478,1617479583.516371,1617479585.6764946,1617479587.834618,1617479589.986741,1617479592.1448646,1617479594.3029878,1617479596.4571111,1617479598.6132345,1617479600.7703578,1617479602.9224808,1617479605.073604
0,52.0,54.0,54.0,51.0,54.0,56.0,54.0,56.0,53.0,52.0,52.0,53.0,53.0,51.0,52.0,52.0,52.0,53.0,53.0,53.0,51.0,53.0,51.0,54.0,51.0,53.0,53.0,53.0,53.0,50.0,53.0,52.0,52.0,53.0,54.0,51.0,52.0,51.0,52.0,51.0,53.0,53.0,53.0,54.0,54.0,49.0,52.0,53.0,55.0,52.0,50.0,55.0,52.0,52.0,52.0,52.0,53.0,54.0,52.0,55.0,52.0,55.0,54.0,52.0,53.0,54.0,53.0,54.0,52.0,52.0,53.0,53.0,52.0,53.0,51.0,55.0,53.0,52.0,51.0,54.0,53.0,53.0,52.0,53.0,55.0,50.0,51.0,51.0,52.0,53.0,53.0,55.0,50.0,53.0,54.0,53.0,54.0,54.0,52.0,52.0
1,51.0,53.0,51.0,49.0,52.0,53.0,53.0,53.0,51.0,53.0,50.0,52.0,52.0,52.0,50.0,51.0,53.0,53.0,52.0,53.0,53.0,51.0,52.0,54.0,51.0,53.0,52.0,50.0,53.0,51.0,53.0,54.0,55.0,49.0,53.0,51.0,50.0,50.0,52.0,53.0,53.0,51.0,52.0,53.0,54.0,53.0,51.0,53.0,52.0,52.0,50.0,54.0,53.0,52.0,51.0,54.0,53.0,52.0,52.0,53.0,52.0,53.0,51.0,52.0,52.0,53.0,53.0,52.0,52.0,52.0,54.0,52.0,53.0,54.0,54.0,50.0,52.0,49.0,54.0,53.0,53.0,52.0,53.0,52.0,53.0,52.0,54.0,52.0,53.0,53.0,52.0,51.0,54.0,53.0,51.0,52.0,52.0,53.0,53.0,53.0
2,52.0,51.0,52.0,51.0,53.0,52.0,54.0,52.0,51.0,51.0,52.0,53.0,52.0,57.0,54.0,52.0,52.0,51.0,51.0,54.0,54.0,54.0,52.0,52.0,52.0,54.0,51.0,54.0,52.0,52.0,51.0,53.0,50.0,54.0,54.0,53.0,53.0,52.0,52.0,52.0,56.0,54.0,53.0,53.0,56.0,51.0,52.0,53.0,52.0,51.0,52.0,52.0,52.0,53.0,51.0,53.0,54.0,52.0,54.0,54.0,51.0,53.0,52.0,52.0,51.0,55.0,53.0,55.0,54.0,52.0,55.0,53.0,53.0,52.0,51.0,50.0,54.0,52.0,53.0,54.0,52.0,53.0,52.0,53.0,53.0,53.0,54.0,52.0,53.0,51.0,53.0,51.0,53.0,53.0,54.0,55.0,54.0,55.0,52.0,53.0
3,53.0,53.0,52.0,53.0,52.0,55.0,52.0,54.0,52.0,51.0,52.0,52.0,53.0,53.0,53.0,54.0,52.0,51.0,52.0,52.0,54.0,53.0,51.0,53.0,50.0,52.0,51.0,52.0,49.0,51.0,51.0,54.0,52.0,55.0,53.0,53.0,55.0,52.0,51.0,52.0,54.0,53.0,53.0,53.0,52.0,50.0,53.0,52.0,51.0,52.0,51.0,53.0,54.0,54.0,50.0,54.0,51.0,52.0,51.0,54.0,53.0,56.0,54.0,53.0,52.0,53.0,52.0,52.0,54.0,55.0,54.0,52.0,52.0,52.0,50.0,54.0,53.0,53.0,52.0,51.0,53.0,52.0,53.0,53.0,54.0,51.0,53.0,52.0,53.0,53.0,52.0,55.0,48.0,51.0,53.0,54.0,53.0,52.0,52.0,51.0
4,51.0,51.0,54.0,53.0,52.0,53.0,51.0,52.0,53.0,51.0,53.0,53.0,52.0,52.0,52.0,52.0,51.0,53.0,52.0,55.0,52.0,51.0,52.0,51.0,48.0,53.0,53.0,52.0,55.0,51.0,54.0,56.0,53.0,54.0,53.0,52.0,49.0,55.0,51.0,55.0,52.0,52.0,53.0,54.0,52.0,54.0,51.0,52.0,52.0,51.0,53.0,54.0,50.0,53.0,53.0,53.0,51.0,53.0,52.0,52.0,55.0,52.0,52.0,53.0,53.0,51.0,53.0,55.0,53.0,54.0,53.0,50.0,52.0,53.0,52.0,52.0,52.0,49.0,54.0,53.0,52.0,53.0,53.0,52.0,53.0,52.0,53.0,52.0,54.0,51.0,55.0,53.0,52.0,51.0,52.0,53.0,51.0,53.0,51.0,53.0
5,52.0,53.0,53.0,52.0,54.0,52.0,53.0,54.0,53.0,53.0,52.0,53.0,54.0,53.0,53.0,51.0,53.0,50.0,52.0,52.0,52.0,52.0,51.0,51.0,50.0,52.0,50.0,51.0,54.0,52.0,53.0,54.0,53.0,51.0,53.0,52.0,51.0,52.0,52.0,53.0,53.0,53.0,55.0,53.0,53.0,53.0,52.0,54.0,50.0,52.0,52.0,53.0,51.0,54.0,52.0,54.0,53.0,53.0,54.0,52.0,53.0,53.0,50.0,53.0,51.0,53.0,51.0,54.0,53.0,54.0,54.0,54.0,51.0,52.0,53.0,54.0,53.0,53.0,55.0,54.0,53.0,52.0,51.0,53.0,54.0,52.0,53.0,53.0,51.0,53.0,52.0,51.0,53.0,52.0,52.0,53.0,52.0,52.0,52.0,53.0
6,55.0,52.0,52.0,52.0,52.0,54.0,52.0,53.0,51.0,51.0,53.0,52.0,51.0,53.0,52.0,52.0,54.0,51.0,52.0,53.0,54.0,52.0,50.0,53.0,53.0,54.0,54.0,52.0,49.0,52.0,55.0,54.0,54.0,53.0,52.0,54.0,53.0,51.0,52.0,53.0,53.0,52.0,53.0,54.0,52.0,53.0,53.0,55.0,52.0,54.0,51.0,55.0,51.0,52.0,53.0,52.0,52.0,53.0,53.0,53.0,53.0,55.0,51.0,51.0,54.0,53.0,51.0,51.0,54.0,54.0,52.0,53.0,53.0,52.0,51.0,53.0,57.0,53.0,53.0,52.0,54.0,52.0,53.0,53.0,55.0,52.0,52.0,53.0,52.0,53.0,51.0,52.0,49.0,53.0,54.0,51.0,55.0,51.0,53.0,52.0
7,52.0,53.0,54.0,53.0,53.0,53.0,53.0,55.0,52.0,52.0,52.0,54.0,53.0,56.0,53.0,51.0,54.0,50.0,50.0,52.0,54.0,55.0,53.0,54.0,51.0,56.0,53.0,52.0,52.0,52.0,54.0,54.0,51.0,56.0,52.0,51.0,53.0,54.0,54.0,53.0,52.0,50.0,52.0,54.0,52.0,52.0,52.0,54.0,51.0,52.0,53.0,52.0,53.0,52.0,53.0,54.0,53.0,54.0,54.0,53.0,53.0,52.0,53.0,52.0,53.0,53.0,50.0,54.0,52.0,53.0,53.0,52.0,53.0,50.0,53.0,51.0,54.0,49.0,51.0,51.0,51.0,53.0,52.0,53.0,53.0,52.0,56.0,51.0,52.0,54.0,51.0,56.0,49.0,52.0,53.0,53.0,55.0,53.0,53.0,52.0
8,53.0,51.0,55.0,53.0,53.0,52.0,52.0,54.0,54.0,51.0,53.0,51.0,52.0,52.0,54.0,52.0,53.0,52.0,54.0,51.0,52.0,52.0,51.0,53.0,53.0,54.0,52.0,49.0,54.0,51.0,53.0,54.0,52.0,50.0,53.0,52.0,53.0,52.0,52.0,53.0,51.0,52.0,53.0,54.0,52.0,53.0,52.0,52.0,53.0,52.0,53.0,52.0,51.0,50.0,52.0,52.0,50.0,51.0,54.0,52.0,52.0,53.0,53.0,53.0,53.0,52.0,53.0,54.0,55.0,54.0,53.0,52.0,53.0,52.0,52.0,51.0,52.0,50.0,53.0,50.0,52.0,51.0,53.0,54.0,52.0,51.0,54.0,54.0,53.0,52.0,52.0,50.0,53.0,54.0,51.0,51.0,53.0,52.0,53.0,53.0
9,54.0,54.0,53.0,51.0,55.0,53.0,52.0,53.0,50.0,51.0,52.0,52.0,54.0,51.0,52.0,53.0,53.0,52.0,52.0,53.0,51.0,51.0,50.0,52.0,52.0,53.0,53.0,52.0,53.0,51.0,52.0,53.0,53.0,53.0,53.0,52.0,52.0,53.0,53.0,54.0,55.0,55.0,53.0,53.0,54.0,54.0,49.0,52.0,51.0,56.0,52.0,54.0,50.0,54.0,53.0,52.0,53.0,51.0,53.0,51.0,54.0,53.0,51.0,50.0,52.0,51.0,49.0,53.0,52.0,53.0,51.0,50.0,52.0,55.0,51.0,53.0,52.0,51.0,51.0,52.0,52.0,54.0,52.0,53.0,52.0,52.0,51.0,51.0,54.0,51.0,51.0,50.0,53.0,54.0,53.0,52.0,53.0,52.0,53.0,52.0
10,52.0,53.0,51.0,51.0,52.0,52.0,53.0,54.0,54.0,54.0,53.0,51.0,53.0,52.0,52.0,53.0,52.0,52.0,53.0,54.0,54.0,52.0,54.0,54.0,53.0,53.0,52.0,53.0,50.0,53.0,51.0,52.0,53.0,54.0,54.0,53.0,53.0,52.0,52.0,54.0,52.0,50.0,54.0,53.0,53.0,53.0,55.0,53.0,52.0,51.0,49.0,55.0,53.0,54.0,52.0,53.0,52.0,53.0,53.0,53.0,53.0,52.0,52.0,52.0,53.0,53.0,53.0,53.0,52.0,55.0,54.0,52.0,52.0,52.0,54.0,51.0,53.0,55.0,55.0,51.0,53.0,54.0,53.0,52.0,55.0,53.0,54.0,50.0,54.0,53.0,52.0,54.0,49.0,52.0,53.0,53.0,52.0,53.0,52.0,52.0
11,54.0,51.0,51.0,55.0,53.0,51.0,54.0,52.0,52.0,51.0,53.0,51.0,54.0,52.0,52.0,53.0,52.0,52.0,52.0,54.0,51.0,52.0,52.0,51.0,53.0,53.0,54.0,51.0,53.0,52.0,52.0,54.0,53.0,51.0,52.0,50.0,52.0,49.0,53.0,53.0,51.0,50.0,51.0,54.0,51.0,55.0,53.0,52.0,52.0,52.0,52.0,51.0,52.0,54.0,52.0,56.0,51.0,54.0,52.0,52.0,52.0,54.0,52.0,53.0,53.0,50.0,52.0,53.0,52.0,53.0,54.0,52.0,54.0,52.0,53.0,53.0,53.0,53.0,52.0,52.0,53.0,53.0,53.0,51.0,53.0,54.0,52.0,52.0,53.0,51.0,53.0,55.0,52.0,51.0,51.0,52.0,52.0,52.0,53.0,53.0
