,event_0,event_1,event_2,event_3,event_4
time_epoch,1614490438.776526,1614490440.9566507,1614490443.1487763,1614490445.329901,1614490447.5570283
0,52.0,50.0,54.0,52.0,52.0
1,53.0,50.0,52.0,52.0,53.0
2,51.0,53.0,52.0,53.0,52.0
3,50.0,53.0,53.0,52.0,52.0
4,53.0,52.0,53.0,54.0,53.0
5,52.0,55.0,52.0,53.0,52.0
6,53.0,52.0,54.0,53.0,52.0
7,54.0,54.0,54.0,52.0,53.0
8,53.0,53.0,51.0,51.0,53.0
9,54.0,51.0,54.0,53.0,53.0
10,53.0,53.0,52.0,53.0,51.0
11,52.0,51.0,52.0,54.0,52.0
12,53.0,51.0,53.0,52.0,54.0
13,50.0,52.0,53.0,52.0,51.0
14,51.0,52.0,51.0,53.0,52.0
15,52.0,52.0,52.0,55.0,50.0
16,52.0,53.0,52.0,54.0,49.0
17,54.0,54.0,52.0,53.0,53.0
18,54.0,51.0,52.0,52.0,51.0
19,54.0,51.0,52.0,52.0,53.0
20,53.0,53.0,53.0,52.0,54.0
21,53.0,51.0,53.0,53.0,52.0
22,52.0,53.0,52.0,53.0,53.0
23,52.0,51.0,52.0,50.0,54.0
24,51.0,51.0,52.0,53.0,54.0
25,50.0,54.0,52.0,52.0,52.0
26,51.0,52.0,53.0,53.0,52.0
27,54.0,55.0,52.0,52.0,52.0
28,52.0,52.0,52.0,52.0,52.0
29,54.0,53.0,54.0,53.0,52.0
30,52.0,54.0,53.0,51.0,54.0
31,53.0,53.0,52.0,54.0,51.0
32,52.0,55.0,51.0,51.0,53.0
33,52.0,53.0,53.0,53.0,53.0
34,52.0,52.0,53.0,52.0,51.0
35,53.0,51.0,53.0,52.0,52.0
36,52.0,51.0,55.0,54.0,52.0
37,52.0,53.0,53.0,52.0,53.0
38,52.0,52.0,52.0,52.0,52.0
39,51.0,51.0,52.0,53.0,51.0
40,50.0,53.0,53.0,52.0,54.0
41,54.0,52.0,53.0,53.0,51.0
42,54.0,52.0,51.0,53.0,53.0
43,51.0,53.0,53.0,51.0,51.0
44,54.0,51.0,53.0,53.0,51.0
45,51.0,54.0,52.0,53.0,54.0
46,51.0,52.0,52.0,52.0,52.0
47,54.0,52.0,50.0,53.0,53.0
48,52.0,51.0,52.0,55.0,53.0
49,53.0,52.0,53.0,52.0,50.0
50,52.0,52.0,53.0,54.0,50.0
51,52.0,54.0,51.0,54.0,51.0
52,54.0,52.0,53.0,52.0,52.0
53,51.0,54.0,53.0,53.0,52.0
54,52.0,54.0,52.0,54.0,52.0
55,52.0,54.0,50.0,52.0,53.0
56,53.0,52.0,53.0,52.0,53.0
57,53.0,52.0,51.0,52.0,54.0
58,51.0,51.0,53.0,54.0,50.0
59,53.0,52.0,51.0,54.0,51.0
60,52.0,52.0,52.0,51.0,52.0
61,51.0,52.0,54.0,52.0,51.0
62,54.0,50.0,52.0,53.0,54.0
63,51.0,52.0,53.0,52.0,53.0
64,52.0,54.0,53.0,52.0,51.0
65,51.0,51.0,51.0,52.0,51.0
66,52.0,53.0,52.0,53.0,52.0
67,51.0,53.0,53.0,52.0,51.0
68,52.0,52.0,55.0,52.0,51.0
69,53.0,52.0,51.0,54.0,53.0
70,53.0,53.0,52.0,52.0,53.0
71,53.0,53.0,53.0,52.0,52.0
72,53.0,53.0,48.0,53.0,50.0
73,51.0,53.0,53.0,51.0,51.0
74,53.0,53.0,50.0,52.0,51.0
75,52.0,51.0,53.0,52.0,52.0
76,54.0,53.0,53.0,50.0,52.0
77,50.0,52.0,51.0,53.0,53.0
78,51.0,52.0,55.0,53.0,51.0
79,54.0,52.0,53.0,51.0,52.0
80,52.0,51.0,53.0,53.0,52.0
81,52.0,52.0,52.0,53.0,50.0
82,50.0,54.0,50.0,52.0,54.0
83,55.0,52.0,53.0,52.0,54.0
84,52.0,54.0,52.0,53.0,53.0
85,51.0,54.0,53.0,52.0,53.0
86,52.0,49.0,53.0,50.0,51.0
87,56.0,50.0,51.0,53.0,52.0
88,51.0,51.0,52.0,53.0,51.0
89,49.0,53.0,53.0,52.0,50.0
90,51.0,54.0,53.0,53.0,51.0
91,54.0,50.0,52.0,53.0,52.0
92,50.0,53.0,50.0,52.0,52.0
93,51.0,52.0,54.0,53.0,52.0
94,55.0,51.0,51.0,54.0,53.0
95,52.0,54.0,52.0,52.0,53.0
96,53.0,52.0,52.0,51.0,52.0
97,53.0,53.0,52.0,54.0,52.0
98,51.0,52.0,53.0,52.0,52.0
99,53.0,52.0,50.0,52.0,53.0
100,51.0,55.0,54.0,50.0,52.0
101,54.0,45.0,48.0,51.0,51.0
102,23.0,-2.0,-12.0,10.0,32.0
103,-127.0,-42.0,-73.0,-127.0,-127.0
104,-127.0,-20.0,-53.0,-127.0,-127.0
105,-114.0,24.0,1.0,-42.0,-127.0
106,-8.0,38.0,30.0,24.0,-127.0
107,27.0,43.0,40.0,34.0,-54.0
108,35.0,46.0,52.0,32.0,-11.0
109,51.0,50.0,50.0,45.0,23.0
110,45.0,48.0,44.0,43.0,42.0
111,31.0,45.0,45.0,36.0,9.0
112,37.0,48.0,48.0,44.0,6.0
113,45.0,48.0,49.0,45.0,32.0
114,43.0,54.0,49.0,48.0,37.0
115,48.0,54.0,53.0,48.0,42.0
116,51.0,52.0,53.0,52.0,47.0
117,51.0,54.0,53.0,50.0,48.0
118,54.0,53.0,52.0,53.0,48.0
119,52.0,50.0,50.0,52.0,51.0
120,49.0,51.0,52.0,49.0,45.0
121,49.0,50.0,51.0,54.0,48.0
122,54.0,55.0,54.0,55.0,55.0
123,53.0,51.0,51.0,51.0,54.0
124,50.0,52.0,49.0,50.0,48.0
125,51.0,54.0,55.0,52.0,43.0
126,55.0,52.0,53.0,54.0,58.0
127,51.0,51.0,53.0,47.0,57.0
128,48.0,52.0,52.0,49.0,41.0
129,54.0,52.0,54.0,55.0,49.0
130,53.0,53.0,53.0,53.0,57.0
131,50.0,50.0,51.0,51.0,51.0
132,51.0,53.0,51.0,50.0,49.0
133,52.0,52.0,54.0,52.0,48.0
134,56.0,51.0,51.0,55.0,59.0
135,50.0,52.0,52.0,48.0,55.0
136,50.0,50.0,52.0,50.0,46.0
137,52.0,51.0,55.0,53.0,52.0
138,52.0,50.0,51.0,51.0,53.0
139,51.0,54.0,53.0,53.0,48.0
140,53.0,53.0,54.0,50.0,50.0
141,52.0,52.0,52.0,52.0,53.0
142,52.0,54.0,52.0,51.0,53.0
143,52.0,52.0,53.0,52.0,50.0
144,54.0,53.0,52.0,55.0,53.0
145,51.0,52.0,51.0,51.0,54.0
146,50.0,51.0,51.0,52.0,52.0
147,53.0,53.0,53.0,53.0,52.0
148,51.0,52.0,54.0,52.0,56.0
149,50.0,53.0,53.0,54.0,54.0
150,49.0,51.0,52.0,53.0,49.0
151,51.0,52.0,53.0,53.0,50.0
152,55.0,53.0,53.0,55.0,52.0
153,50.0,51.0,52.0,53.0,55.0
154,51.0,53.0,52.0,53.0,53.0
155,50.0,54.0,53.0,52.0,52.0
156,52.0,54.0,52.0,54.0,54.0
