,event_0,event_1,event_2,event_3,event_4,event_5,event_6,event_7,event_8,event_9,event_10,event_11,event_12,event_13,event_14,event_15,event_16,event_17,event_18,event_19,event_20,event_21,event_22,event_23,event_24,event_25,event_26,event_27,event_28,event_29,event_30,event_31,event_32,event_33,event_34,event_35,event_36,event_37,event_38,event_39,event_40,event_41,event_42,event_43,event_44,event_45,event_46,event_47,event_48,event_49,event_50,event_51,event_52,event_53,event_54,event_55,event_56,event_57,event_58,event_59,event_60,event_61,event_62,event_63,event_64,event_65,event_66,event_67,event_68,event_69,event_70,event_71,event_72,event_73,event_74,event_75,event_76,event_77,event_78,event_79,event_80,event_81,event_82,event_83,event_84,event_85,event_86,event_87,event_88,event_89,event_90,event_91,event_92,event_93,event_94,event_95,event_96,event_97,event_98,event_99
time_epoch,1617635865.4774523,1617636031.4119432,1617636309.4878483,1617636356.9105606,1617636796.7997208,1617636846.3585553,1617636861.423417,1617636902.3317568,1617636913.1493754,1617636919.6067448,1617636982.096319,1617636995.0140579,1617637275.346092,1617637316.2524319,1617637415.371101,1617637452.0982015,1617638146.5749235,1617638148.736047,1617638457.6057134,1617638479.2409508,1617638585.1080062,1617638610.978486,1617638719.0366664,1617639062.3693037,1617639359.8593192,1617639525.8508136,1617639599.1610067,1617639637.962226,1617640066.8147547,1617640763.2295878,1617640810.6533003,1617641155.4710226,1617641224.4729693,1617641263.2401867,1617641302.0394058,1617641431.4518077,1617641448.6747928,1617641452.9800391,1617641493.927381,1617641793.9645422,1617641847.9266286,1617641863.0214922,1617641996.8631475,1617642113.5138195,1617642150.2089183,1617642286.2506995,1617642355.3336506,1617642400.7912507,1617642506.6023028,1617642659.808066,1617642683.536423,1617642810.697696,1617642849.5529184,1617642918.5598652,1617642948.6975892,1617643017.717537,1617643394.974115,1617643459.610812,1617643565.2388535,1617643644.9434123,1617643683.6926284,1617643707.562994,1617643938.1881847,1617644015.749621,1617644134.358405,1617644315.380759,1617644483.4953747,1617644733.499674,1617644821.9667342,1617645084.9397752,1617645403.9610221,1617645423.3971338,1617645597.9341168,1617645708.0034125,1617646402.090112,1617646427.9265897,1617646527.2472703,1617646557.3919947,1617646654.3895426,1617646723.4824948,1617646943.484078,1617646982.2252939,1617647018.9523945,1617647353.0415032,1617647361.6529958,1617647570.6759512,1617647773.2065353,1617647846.5317295,1617647857.2923448,1617647898.2976902,1617648169.8442216,1617648294.8643725,1617648376.7710574,1617648424.1377664,1617648439.3386357,1617648525.5025642,1617648611.7064948,1617648680.7194421,1617648926.4564974,1617648973.88021
0,52.0,54.0,53.0,53.0,51.0,51.0,53.0,52.0,51.0,54.0,52.0,52.0,53.0,52.0,53.0,50.0,53.0,54.0,52.0,51.0,53.0,50.0,52.0,53.0,53.0,51.0,52.0,54.0,51.0,55.0,51.0,49.0,53.0,51.0,52.0,53.0,50.0,51.0,53.0,51.0,54.0,50.0,53.0,52.0,53.0,52.0,51.0,52.0,54.0,52.0,51.0,52.0,53.0,53.0,53.0,51.0,53.0,51.0,53.0,52.0,52.0,53.0,53.0,54.0,52.0,53.0,52.0,52.0,52.0,52.0,52.0,50.0,52.0,54.0,51.0,52.0,53.0,50.0,52.0,51.0,55.0,49.0,53.0,52.0,53.0,52.0,53.0,52.0,52.0,51.0,51.0,51.0,51.0,53.0,51.0,52.0,53.0,51.0,53.0,52.0
1,53.0,53.0,53.0,52.0,52.0,53.0,52.0,53.0,52.0,52.0,52.0,52.0,52.0,53.0,52.0,52.0,53.0,51.0,51.0,50.0,52.0,54.0,54.0,52.0,54.0,52.0,51.0,54.0,52.0,53.0,50.0,51.0,53.0,52.0,51.0,53.0,52.0,53.0,53.0,52.0,52.0,53.0,51.0,52.0,52.0,52.0,51.0,52.0,52.0,54.0,52.0,54.0,49.0,52.0,51.0,52.0,54.0,50.0,52.0,55.0,53.0,53.0,52.0,52.0,55.0,53.0,51.0,54.0,52.0,52.0,53.0,55.0,54.0,54.0,52.0,53.0,54.0,50.0,54.0,51.0,53.0,51.0,53.0,51.0,53.0,51.0,53.0,53.0,54.0,50.0,52.0,52.0,52.0,51.0,53.0,52.0,54.0,54.0,52.0,53.0
2,53.0,54.0,52.0,53.0,52.0,50.0,53.0,51.0,51.0,52.0,53.0,53.0,51.0,52.0,52.0,52.0,54.0,53.0,52.0,52.0,54.0,53.0,53.0,53.0,54.0,51.0,52.0,54.0,53.0,53.0,51.0,52.0,54.0,52.0,52.0,52.0,53.0,52.0,51.0,51.0,51.0,54.0,55.0,50.0,53.0,52.0,52.0,50.0,53.0,52.0,50.0,53.0,53.0,52.0,51.0,52.0,52.0,51.0,53.0,53.0,52.0,51.0,52.0,52.0,54.0,52.0,54.0,53.0,55.0,53.0,53.0,51.0,51.0,51.0,53.0,53.0,52.0,52.0,53.0,52.0,52.0,50.0,55.0,53.0,52.0,53.0,51.0,53.0,51.0,53.0,51.0,51.0,54.0,50.0,52.0,54.0,51.0,51.0,51.0,52.0
3,52.0,53.0,54.0,53.0,51.0,52.0,52.0,53.0,52.0,53.0,50.0,51.0,53.0,50.0,51.0,52.0,52.0,52.0,50.0,52.0,52.0,50.0,52.0,51.0,53.0,52.0,53.0,52.0,55.0,53.0,52.0,52.0,54.0,51.0,52.0,52.0,54.0,52.0,53.0,53.0,53.0,55.0,54.0,51.0,53.0,52.0,52.0,52.0,54.0,53.0,53.0,53.0,52.0,53.0,52.0,52.0,52.0,53.0,53.0,52.0,51.0,51.0,53.0,55.0,52.0,52.0,53.0,53.0,54.0,52.0,52.0,49.0,52.0,52.0,50.0,51.0,53.0,55.0,53.0,53.0,53.0,54.0,54.0,54.0,53.0,53.0,53.0,53.0,53.0,55.0,53.0,53.0,52.0,51.0,53.0,52.0,52.0,54.0,55.0,53.0
4,54.0,52.0,51.0,53.0,51.0,51.0,52.0,52.0,51.0,53.0,51.0,52.0,52.0,53.0,51.0,52.0,52.0,51.0,51.0,53.0,53.0,51.0,53.0,52.0,54.0,53.0,53.0,51.0,54.0,51.0,54.0,53.0,51.0,53.0,52.0,53.0,50.0,52.0,52.0,53.0,55.0,55.0,53.0,52.0,52.0,53.0,52.0,52.0,52.0,52.0,52.0,53.0,54.0,52.0,52.0,52.0,51.0,51.0,52.0,53.0,51.0,53.0,54.0,53.0,52.0,53.0,52.0,53.0,50.0,55.0,50.0,53.0,52.0,53.0,49.0,53.0,55.0,53.0,52.0,52.0,53.0,53.0,52.0,52.0,51.0,51.0,52.0,53.0,51.0,51.0,50.0,54.0,52.0,53.0,51.0,51.0,55.0,52.0,51.0,50.0
5,51.0,53.0,52.0,53.0,51.0,52.0,51.0,51.0,53.0,55.0,54.0,53.0,53.0,52.0,50.0,53.0,53.0,51.0,50.0,52.0,56.0,54.0,53.0,51.0,50.0,54.0,53.0,53.0,54.0,53.0,53.0,52.0,53.0,53.0,52.0,53.0,52.0,52.0,51.0,52.0,51.0,52.0,52.0,53.0,50.0,53.0,52.0,51.0,53.0,52.0,51.0,54.0,53.0,53.0,51.0,53.0,53.0,51.0,51.0,53.0,52.0,52.0,53.0,52.0,52.0,53.0,52.0,52.0,53.0,53.0,53.0,53.0,53.0,54.0,52.0,53.0,52.0,53.0,52.0,50.0,53.0,51.0,53.0,52.0,52.0,50.0,54.0,50.0,51.0,50.0,53.0,52.0,53.0,51.0,52.0,53.0,54.0,53.0,51.0,53.0
6,53.0,51.0,54.0,52.0,50.0,52.0,52.0,53.0,53.0,54.0,53.0,53.0,53.0,52.0,52.0,53.0,53.0,52.0,53.0,52.0,54.0,53.0,54.0,51.0,51.0,53.0,52.0,51.0,52.0,53.0,51.0,51.0,54.0,53.0,50.0,52.0,53.0,54.0,52.0,51.0,52.0,56.0,52.0,52.0,52.0,53.0,50.0,54.0,51.0,52.0,52.0,54.0,52.0,53.0,49.0,54.0,53.0,53.0,52.0,53.0,52.0,53.0,51.0,54.0,53.0,53.0,52.0,55.0,55.0,53.0,52.0,51.0,53.0,54.0,55.0,53.0,51.0,55.0,51.0,53.0,53.0,53.0,51.0,52.0,51.0,53.0,53.0,53.0,51.0,55.0,52.0,53.0,53.0,55.0,50.0,52.0,53.0,52.0,52.0,51.0
7,51.0,55.0,52.0,52.0,51.0,52.0,53.0,53.0,52.0,53.0,52.0,52.0,55.0,53.0,53.0,54.0,53.0,54.0,54.0,51.0,55.0,48.0,55.0,51.0,53.0,51.0,53.0,53.0,52.0,51.0,53.0,52.0,51.0,53.0,53.0,51.0,53.0,51.0,50.0,52.0,54.0,52.0,53.0,52.0,54.0,54.0,52.0,52.0,51.0,52.0,51.0,52.0,55.0,51.0,53.0,55.0,54.0,50.0,52.0,53.0,53.0,55.0,53.0,52.0,52.0,54.0,51.0,52.0,53.0,53.0,52.0,51.0,49.0,54.0,53.0,54.0,55.0,54.0,54.0,53.0,54.0,53.0,52.0,52.0,52.0,51.0,52.0,52.0,52.0,52.0,52.0,51.0,54.0,54.0,52.0,53.0,53.0,53.0,52.0,53.0
8,51.0,52.0,53.0,51.0,51.0,51.0,53.0,53.0,54.0,53.0,53.0,52.0,54.0,52.0,52.0,52.0,52.0,51.0,52.0,54.0,53.0,52.0,52.0,52.0,53.0,51.0,53.0,51.0,54.0,53.0,54.0,52.0,53.0,52.0,52.0,52.0,53.0,49.0,52.0,51.0,52.0,53.0,54.0,53.0,52.0,51.0,52.0,52.0,53.0,54.0,51.0,51.0,52.0,54.0,52.0,56.0,54.0,50.0,51.0,52.0,52.0,52.0,53.0,53.0,53.0,53.0,53.0,53.0,50.0,52.0,55.0,51.0,50.0,52.0,53.0,53.0,55.0,53.0,52.0,51.0,52.0,51.0,52.0,53.0,53.0,50.0,53.0,52.0,53.0,51.0,51.0,53.0,55.0,56.0,53.0,52.0,54.0,54.0,51.0,51.0
