,event_0,event_1,event_2,event_3,event_4,event_5,event_6,event_7,event_8,event_9,event_10,event_11,event_12,event_13,event_14,event_15,event_16,event_17,event_18,event_19,event_20,event_21,event_22,event_23,event_24,event_25,event_26,event_27,event_28,event_29,event_30,event_31,event_32,event_33,event_34,event_35,event_36,event_37,event_38,event_39,event_40,event_41,event_42,event_43,event_44,event_45,event_46,event_47,event_48,event_49,event_50,event_51,event_52,event_53,event_54,event_55,event_56,event_57,event_58,event_59,event_60,event_61,event_62,event_63,event_64,event_65,event_66,event_67,event_68,event_69,event_70,event_71,event_72,event_73,event_74,event_75,event_76,event_77,event_78,event_79,event_80,event_81,event_82,event_83,event_84,event_85,event_86,event_87,event_88,event_89,event_90,event_91,event_92,event_93,event_94,event_95,event_96,event_97,event_98,event_99
time_epoch,1617723487.0731208,1617723491.43137,1617723758.6556544,1617723946.229383,1617723950.5346293,1617724043.2089298,1617724181.2208238,1617724327.8472102,1617724437.7504966,1617724802.1363382,1617724828.0238187,1617724989.662064,1617725030.572404,1617725103.8225935,1617725291.3703206,1617725394.741233,1617725521.8985062,1617725707.3011105,1617725748.3194568,1617726196.7131033,1617726222.5395803,1617726518.0084805,1617726634.3591352,1617726638.6723819,1617726647.2878747,1617726709.8364522,1617726804.642875,1617727119.3558755,1617727233.5934095,1617727244.354025,1617727472.8170924,1617727520.2358043,1617727811.3194535,1617728442.8455749,1617728593.696203,1617728634.666546,1617728716.5802314,1617728867.5258653,1617728873.9912348,1617729052.8824668,1617729285.81679,1617729374.1848443,1617729550.9069521,1617729781.4871407,1617729915.083782,1617730012.0563285,1617730050.8635483,1617730152.2763486,1617730259.9605079,1617730270.7731261,1617730324.5972047,1617730542.2446535,1617730710.4132724,1617730755.6728609,1617730805.2606971,1617731318.239038,1617731365.6367488,1617731376.4023647,1617731492.851025,1617731497.1562715,1617731617.8131726,1617731712.6995995,1617732316.1931176,1617732622.1746187,1617732673.8915768,1617732740.7494009,1617732792.4593585,1617732811.8444672,1617732945.5811164,1617733038.2474165,1617733096.4837475,1617733783.8940654,1617733790.3514345,1617733999.459395,1617734158.9955196,1617734221.4920945,1617734230.120588,1617734275.4521806,1617734309.9461536,1617734432.7971804,1617734478.1347735,1617734738.8696868,1617734784.1272752,1617734831.5459876,1617735040.586944,1617735217.342054,1617735305.6411042,1617735415.6383955,1617735463.0491076,1617735486.8004658,1617735892.1846526,1617736094.790241,1617736349.2387946,1617736416.100619,1617736482.8834386,1617736571.2484927,1617736657.4994261,1617736737.1959844,1617736817.0365512,1617736929.0789597
0,52.0,51.0,52.0,53.0,58.0,53.0,52.0,52.0,53.0,53.0,55.0,54.0,52.0,52.0,54.0,52.0,55.0,52.0,53.0,51.0,52.0,55.0,55.0,53.0,50.0,51.0,55.0,53.0,51.0,53.0,54.0,52.0,53.0,49.0,53.0,54.0,53.0,52.0,52.0,52.0,58.0,52.0,51.0,52.0,53.0,53.0,51.0,52.0,56.0,51.0,53.0,53.0,54.0,53.0,53.0,53.0,52.0,53.0,50.0,54.0,54.0,53.0,52.0,53.0,54.0,53.0,54.0,51.0,54.0,53.0,51.0,53.0,53.0,53.0,52.0,49.0,54.0,51.0,53.0,54.0,54.0,51.0,52.0,54.0,53.0,51.0,55.0,52.0,54.0,53.0,51.0,53.0,51.0,54.0,51.0,54.0,54.0,52.0,53.0,53.0
1,52.0,54.0,53.0,50.0,52.0,53.0,52.0,52.0,51.0,51.0,52.0,49.0,51.0,52.0,53.0,53.0,53.0,53.0,52.0,54.0,52.0,51.0,56.0,50.0,53.0,53.0,53.0,55.0,54.0,54.0,51.0,53.0,54.0,51.0,53.0,53.0,54.0,51.0,52.0,50.0,51.0,52.0,54.0,53.0,52.0,50.0,53.0,54.0,52.0,52.0,51.0,52.0,51.0,53.0,53.0,51.0,51.0,53.0,54.0,53.0,53.0,53.0,50.0,53.0,53.0,53.0,51.0,54.0,50.0,50.0,50.0,51.0,51.0,57.0,51.0,52.0,52.0,52.0,54.0,51.0,53.0,53.0,52.0,52.0,52.0,54.0,51.0,51.0,53.0,51.0,51.0,52.0,51.0,52.0,52.0,52.0,51.0,54.0,51.0,52.0
2,53.0,53.0,52.0,50.0,51.0,52.0,49.0,53.0,52.0,54.0,52.0,52.0,51.0,54.0,53.0,52.0,52.0,50.0,52.0,53.0,52.0,52.0,53.0,50.0,55.0,51.0,51.0,54.0,53.0,50.0,52.0,49.0,54.0,54.0,51.0,52.0,54.0,52.0,52.0,53.0,50.0,52.0,55.0,50.0,54.0,52.0,51.0,53.0,53.0,52.0,53.0,52.0,53.0,49.0,51.0,54.0,51.0,53.0,50.0,52.0,52.0,53.0,51.0,52.0,53.0,53.0,53.0,50.0,52.0,54.0,54.0,53.0,53.0,54.0,51.0,51.0,50.0,53.0,51.0,52.0,54.0,51.0,53.0,53.0,52.0,53.0,52.0,54.0,53.0,53.0,50.0,53.0,52.0,53.0,52.0,50.0,52.0,52.0,51.0,53.0
3,52.0,52.0,52.0,52.0,54.0,52.0,51.0,49.0,50.0,55.0,53.0,56.0,52.0,55.0,55.0,54.0,53.0,53.0,52.0,51.0,53.0,52.0,53.0,52.0,52.0,52.0,55.0,54.0,51.0,52.0,55.0,52.0,53.0,54.0,52.0,52.0,53.0,53.0,54.0,53.0,56.0,54.0,51.0,50.0,52.0,49.0,52.0,51.0,55.0,52.0,52.0,54.0,53.0,50.0,54.0,51.0,53.0,53.0,53.0,55.0,52.0,51.0,55.0,53.0,54.0,53.0,51.0,54.0,53.0,53.0,54.0,53.0,53.0,50.0,51.0,49.0,52.0,53.0,55.0,52.0,51.0,51.0,53.0,53.0,51.0,52.0,50.0,54.0,52.0,52.0,53.0,53.0,52.0,52.0,51.0,53.0,55.0,54.0,52.0,52.0
4,53.0,53.0,53.0,54.0,54.0,52.0,52.0,52.0,54.0,53.0,52.0,54.0,53.0,53.0,53.0,53.0,50.0,52.0,51.0,51.0,52.0,52.0,54.0,52.0,50.0,52.0,56.0,50.0,52.0,51.0,52.0,51.0,54.0,53.0,54.0,54.0,51.0,52.0,53.0,54.0,54.0,53.0,54.0,52.0,52.0,51.0,52.0,54.0,53.0,51.0,52.0,52.0,53.0,51.0,54.0,51.0,52.0,49.0,53.0,54.0,53.0,51.0,51.0,53.0,54.0,53.0,53.0,56.0,52.0,52.0,53.0,52.0,53.0,54.0,50.0,49.0,52.0,53.0,56.0,53.0,52.0,52.0,55.0,53.0,52.0,53.0,52.0,52.0,52.0,51.0,53.0,54.0,53.0,53.0,53.0,55.0,55.0,52.0,53.0,52.0
5,53.0,51.0,54.0,53.0,54.0,52.0,53.0,52.0,53.0,51.0,51.0,50.0,53.0,52.0,53.0,51.0,54.0,52.0,52.0,50.0,55.0,52.0,53.0,54.0,53.0,52.0,50.0,52.0,51.0,54.0,51.0,53.0,53.0,52.0,53.0,53.0,52.0,53.0,55.0,51.0,54.0,52.0,52.0,50.0,55.0,51.0,52.0,52.0,54.0,52.0,52.0,52.0,53.0,53.0,53.0,53.0,51.0,53.0,52.0,52.0,52.0,51.0,49.0,53.0,55.0,54.0,53.0,52.0,53.0,52.0,52.0,52.0,53.0,54.0,50.0,52.0,51.0,51.0,53.0,53.0,51.0,52.0,53.0,55.0,53.0,54.0,53.0,51.0,52.0,52.0,53.0,52.0,51.0,52.0,52.0,51.0,51.0,53.0,52.0,52.0
6,52.0,52.0,53.0,54.0,52.0,52.0,52.0,52.0,50.0,52.0,52.0,51.0,52.0,53.0,52.0,53.0,54.0,53.0,53.0,53.0,51.0,52.0,53.0,53.0,56.0,52.0,52.0,54.0,52.0,54.0,53.0,52.0,53.0,53.0,52.0,53.0,51.0,54.0,53.0,51.0,55.0,54.0,56.0,53.0,53.0,49.0,54.0,52.0,51.0,51.0,52.0,51.0,52.0,51.0,52.0,55.0,51.0,53.0,53.0,54.0,53.0,51.0,56.0,53.0,52.0,54.0,52.0,53.0,51.0,54.0,53.0,52.0,51.0,53.0,52.0,55.0,52.0,53.0,49.0,53.0,52.0,54.0,53.0,54.0,52.0,52.0,51.0,54.0,52.0,52.0,52.0,50.0,52.0,52.0,53.0,53.0,53.0,48.0,52.0,54.0
7,50.0,51.0,52.0,52.0,58.0,52.0,53.0,53.0,52.0,56.0,53.0,58.0,52.0,53.0,53.0,52.0,50.0,52.0,52.0,53.0,53.0,52.0,52.0,53.0,49.0,50.0,57.0,52.0,52.0,52.0,51.0,53.0,52.0,51.0,55.0,52.0,53.0,52.0,55.0,53.0,53.0,51.0,53.0,51.0,53.0,52.0,54.0,51.0,53.0,52.0,53.0,50.0,54.0,53.0,52.0,53.0,52.0,52.0,51.0,54.0,53.0,51.0,54.0,53.0,52.0,53.0,53.0,54.0,53.0,54.0,53.0,53.0,53.0,51.0,53.0,50.0,53.0,52.0,54.0,52.0,54.0,52.0,54.0,53.0,54.0,53.0,53.0,55.0,52.0,54.0,52.0,53.0,54.0,52.0,51.0,54.0,54.0,53.0,53.0,52.0
8,53.0,51.0,52.0,53.0,52.0,53.0,52.0,52.0,54.0,52.0,53.0,51.0,55.0,52.0,53.0,51.0,54.0,54.0,52.0,52.0,53.0,51.0,53.0,53.0,52.0,51.0,53.0,52.0,52.0,54.0,54.0,53.0,53.0,53.0,51.0,54.0,53.0,54.0,52.0,51.0,52.0,54.0,53.0,51.0,53.0,51.0,53.0,52.0,53.0,53.0,53.0,51.0,52.0,54.0,51.0,54.0,52.0,53.0,52.0,54.0,53.0,50.0,52.0,53.0,52.0,54.0,53.0,54.0,52.0,54.0,53.0,53.0,51.0,54.0,50.0,51.0,53.0,51.0,57.0,52.0,50.0,54.0,52.0,54.0,51.0,53.0,50.0,50.0,54.0,50.0,51.0,54.0,52.0,53.0,49.0,52.0,51.0,57.0,50.0,53.0
