,event_0,event_1,event_2,event_3,event_4,event_5,event_6,event_7,event_8,event_9,event_10,event_11,event_12,event_13,event_14,event_15,event_16,event_17,event_18,event_19,event_20,event_21,event_22,event_23,event_24,event_25,event_26,event_27,event_28,event_29,event_30,event_31,event_32,event_33,event_34,event_35,event_36,event_37,event_38,event_39,event_40,event_41,event_42,event_43,event_44,event_45,event_46,event_47,event_48,event_49
15,53.0,50.0,54.0,52.0,51.0,53.0,52.0,52.0,53.0,53.0,51.0,51.0,53.0,53.0,52.0,53.0,55.0,53.0,53.0,53.0,53.0,51.0,52.0,52.0,52.0,52.0,54.0,51.0,53.0,52.0,54.0,52.0,52.0,53.0,52.0,51.0,52.0,52.0,53.0,53.0,50.0,53.0,53.0,52.0,50.0,52.0,53.0,51.0,52.0,54.0
16,54.0,52.0,52.0,53.0,52.0,55.0,53.0,50.0,52.0,52.0,52.0,51.0,53.0,53.0,51.0,54.0,51.0,54.0,52.0,52.0,51.0,53.0,53.0,52.0,52.0,53.0,54.0,54.0,51.0,51.0,52.0,52.0,53.0,51.0,52.0,54.0,51.0,53.0,53.0,53.0,55.0,52.0,54.0,51.0,51.0,52.0,52.0,51.0,53.0,53.0
17,52.0,53.0,53.0,54.0,52.0,54.0,53.0,51.0,53.0,52.0,55.0,52.0,51.0,52.0,54.0,54.0,53.0,52.0,51.0,54.0,51.0,53.0,51.0,53.0,54.0,52.0,52.0,52.0,53.0,52.0,50.0,53.0,53.0,51.0,52.0,54.0,54.0,52.0,53.0,52.0,51.0,52.0,53.0,52.0,52.0,52.0,53.0,53.0,53.0,54.0
18,55.0,50.0,52.0,52.0,53.0,52.0,51.0,53.0,53.0,52.0,53.0,54.0,53.0,53.0,52.0,53.0,51.0,51.0,54.0,51.0,53.0,53.0,52.0,53.0,52.0,52.0,51.0,52.0,53.0,53.0,54.0,54.0,54.0,53.0,52.0,51.0,52.0,53.0,53.0,55.0,51.0,51.0,53.0,53.0,54.0,53.0,53.0,53.0,53.0,54.0
19,52.0,52.0,53.0,51.0,52.0,54.0,54.0,53.0,50.0,53.0,54.0,51.0,54.0,54.0,53.0,55.0,53.0,53.0,50.0,53.0,52.0,52.0,53.0,51.0,52.0,51.0,54.0,53.0,52.0,51.0,53.0,51.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,51.0,51.0,54.0,52.0,52.0,54.0,52.0,53.0,53.0,52.0
20,54.0,52.0,52.0,53.0,52.0,52.0,50.0,53.0,53.0,53.0,53.0,53.0,53.0,50.0,51.0,53.0,52.0,54.0,53.0,52.0,52.0,52.0,52.0,52.0,50.0,51.0,55.0,51.0,52.0,52.0,51.0,53.0,53.0,53.0,52.0,53.0,53.0,53.0,52.0,53.0,53.0,51.0,54.0,52.0,51.0,54.0,52.0,53.0,52.0,53.0
21,54.0,53.0,53.0,51.0,52.0,53.0,52.0,52.0,54.0,53.0,55.0,52.0,53.0,54.0,52.0,54.0,53.0,53.0,52.0,51.0,53.0,53.0,51.0,51.0,53.0,52.0,53.0,54.0,54.0,52.0,54.0,51.0,54.0,54.0,53.0,52.0,54.0,51.0,53.0,54.0,54.0,50.0,53.0,53.0,54.0,52.0,53.0,52.0,53.0,54.0
22,53.0,54.0,53.0,52.0,52.0,52.0,54.0,53.0,51.0,52.0,55.0,52.0,53.0,53.0,53.0,52.0,54.0,53.0,54.0,53.0,51.0,55.0,52.0,52.0,55.0,51.0,53.0,51.0,52.0,53.0,55.0,52.0,52.0,53.0,53.0,53.0,54.0,54.0,50.0,51.0,53.0,51.0,53.0,54.0,53.0,51.0,53.0,53.0,51.0,53.0
23,54.0,54.0,53.0,52.0,51.0,53.0,53.0,53.0,54.0,52.0,52.0,54.0,52.0,52.0,51.0,53.0,53.0,53.0,53.0,53.0,52.0,52.0,52.0,53.0,52.0,52.0,55.0,51.0,52.0,52.0,52.0,52.0,53.0,52.0,51.0,53.0,52.0,54.0,54.0,52.0,52.0,51.0,52.0,52.0,50.0,54.0,53.0,51.0,52.0,54.0
24,51.0,55.0,53.0,54.0,54.0,53.0,51.0,53.0,54.0,51.0,53.0,53.0,52.0,53.0,52.0,53.0,54.0,52.0,54.0,53.0,51.0,53.0,52.0,51.0,51.0,52.0,53.0,49.0,54.0,52.0,52.0,53.0,53.0,51.0,55.0,53.0,53.0,51.0,52.0,51.0,54.0,50.0,52.0,51.0,52.0,53.0,52.0,51.0,53.0,55.0
25,53.0,53.0,49.0,54.0,52.0,52.0,51.0,53.0,50.0,53.0,51.0,50.0,52.0,52.0,52.0,53.0,53.0,54.0,53.0,53.0,52.0,52.0,53.0,55.0,56.0,53.0,52.0,50.0,53.0,53.0,53.0,54.0,52.0,51.0,50.0,52.0,53.0,52.0,52.0,52.0,53.0,55.0,52.0,54.0,53.0,53.0,54.0,53.0,53.0,54.0
26,55.0,52.0,53.0,52.0,52.0,54.0,51.0,53.0,51.0,51.0,53.0,51.0,53.0,53.0,52.0,50.0,53.0,53.0,54.0,52.0,51.0,53.0,53.0,52.0,54.0,52.0,51.0,55.0,50.0,53.0,51.0,53.0,53.0,50.0,50.0,53.0,51.0,53.0,54.0,53.0,53.0,51.0,54.0,54.0,49.0,52.0,52.0,52.0,51.0,54.0
27,52.0,50.0,53.0,49.0,53.0,50.0,52.0,52.0,53.0,50.0,50.0,54.0,54.0,52.0,53.0,50.0,54.0,54.0,53.0,54.0,52.0,53.0,54.0,50.0,51.0,54.0,54.0,52.0,52.0,53.0,53.0,53.0,52.0,52.0,50.0,52.0,54.0,54.0,52.0,50.0,50.0,52.0,53.0,52.0,54.0,53.0,52.0,54.0,51.0,52.0
28,53.0,52.0,51.0,50.0,52.0,51.0,54.0,53.0,53.0,52.0,53.0,54.0,53.0,53.0,55.0,52.0,52.0,52.0,54.0,53.0,52.0,52.0,54.0,53.0,54.0,53.0,51.0,50.0,52.0,54.0,54.0,51.0,53.0,51.0,53.0,54.0,52.0,52.0,53.0,54.0,52.0,52.0,53.0,51.0,52.0,53.0,53.0,52.0,52.0,52.0
29,53.0,50.0,52.0,53.0,53.0,53.0,52.0,53.0,51.0,52.0,54.0,50.0,52.0,54.0,54.0,54.0,54.0,53.0,52.0,52.0,53.0,54.0,51.0,55.0,54.0,52.0,54.0,52.0,54.0,51.0,55.0,51.0,53.0,52.0,55.0,52.0,53.0,52.0,53.0,53.0,52.0,51.0,53.0,53.0,52.0,51.0,50.0,51.0,53.0,53.0
30,53.0,52.0,52.0,53.0,53.0,52.0,52.0,54.0,52.0,51.0,52.0,51.0,51.0,52.0,53.0,53.0,51.0,53.0,54.0,54.0,53.0,54.0,51.0,53.0,52.0,52.0,53.0,53.0,54.0,50.0,52.0,50.0,51.0,52.0,52.0,52.0,51.0,53.0,53.0,52.0,53.0,53.0,53.0,51.0,53.0,53.0,52.0,52.0,52.0,53.0
31,55.0,53.0,54.0,54.0,50.0,52.0,51.0,52.0,52.0,53.0,53.0,52.0,54.0,53.0,53.0,53.0,53.0,51.0,53.0,52.0,52.0,52.0,52.0,54.0,52.0,53.0,51.0,53.0,52.0,53.0,53.0,52.0,54.0,53.0,52.0,52.0,52.0,53.0,53.0,51.0,54.0,53.0,52.0,52.0,53.0,53.0,52.0,55.0,53.0,54.0
32,54.0,53.0,54.0,54.0,51.0,52.0,51.0,52.0,52.0,52.0,51.0,51.0,53.0,52.0,53.0,53.0,53.0,51.0,50.0,53.0,52.0,53.0,52.0,53.0,52.0,52.0,52.0,52.0,52.0,51.0,53.0,54.0,53.0,53.0,54.0,51.0,53.0,52.0,52.0,53.0,52.0,52.0,52.0,53.0,53.0,54.0,53.0,52.0,54.0,52.0
33,54.0,51.0,52.0,54.0,49.0,54.0,51.0,53.0,53.0,53.0,52.0,54.0,55.0,53.0,52.0,52.0,53.0,53.0,51.0,53.0,52.0,52.0,52.0,54.0,53.0,51.0,53.0,51.0,52.0,52.0,52.0,51.0,54.0,53.0,52.0,52.0,50.0,52.0,52.0,54.0,54.0,54.0,53.0,51.0,54.0,52.0,52.0,52.0,53.0,52.0
34,53.0,53.0,53.0,53.0,52.0,51.0,53.0,53.0,52.0,55.0,52.0,53.0,52.0,53.0,53.0,52.0,53.0,53.0,53.0,52.0,52.0,53.0,52.0,49.0,51.0,52.0,53.0,49.0,51.0,52.0,52.0,54.0,52.0,54.0,52.0,53.0,53.0,50.0,52.0,52.0,53.0,52.0,54.0,53.0,54.0,52.0,50.0,54.0,52.0,53.0
35,52.0,52.0,54.0,53.0,54.0,50.0,52.0,52.0,53.0,51.0,52.0,52.0,52.0,53.0,51.0,53.0,52.0,53.0,52.0,53.0,54.0,53.0,53.0,52.0,53.0,52.0,51.0,52.0,51.0,51.0,51.0,52.0,52.0,53.0,53.0,53.0,53.0,53.0,52.0,52.0,52.0,52.0,53.0,54.0,51.0,53.0,49.0,51.0,52.0,51.0
36,52.0,53.0,53.0,53.0,52.0,55.0,51.0,53.0,51.0,50.0,52.0,51.0,51.0,54.0,54.0,52.0,53.0,52.0,54.0,52.0,53.0,52.0,52.0,52.0,55.0,53.0,51.0,52.0,52.0,53.0,56.0,52.0,53.0,52.0,51.0,52.0,52.0,52.0,53.0,53.0,54.0,51.0,55.0,53.0,53.0,53.0,53.0,53.0,53.0,55.0
37,52.0,55.0,50.0,53.0,53.0,51.0,51.0,54.0,49.0,53.0,52.0,51.0,54.0,54.0,53.0,53.0,54.0,52.0,53.0,52.0,52.0,53.0,53.0,52.0,51.0,51.0,55.0,52.0,53.0,50.0,52.0,52.0,51.0,53.0,50.0,53.0,54.0,52.0,53.0,52.0,52.0,51.0,53.0,55.0,52.0,52.0,51.0,54.0,51.0,53.0
38,53.0,52.0,53.0,53.0,52.0,52.0,53.0,53.0,54.0,52.0,52.0,53.0,54.0,54.0,51.0,53.0,52.0,53.0,56.0,52.0,51.0,52.0,52.0,51.0,53.0,50.0,51.0,53.0,51.0,52.0,53.0,51.0,52.0,53.0,53.0,52.0,50.0,53.0,56.0,53.0,53.0,52.0,53.0,52.0,50.0,50.0,51.0,52.0,53.0,53.0
39,53.0,49.0,52.0,54.0,53.0,53.0,52.0,53.0,52.0,51.0,53.0,54.0,52.0,54.0,54.0,52.0,51.0,51.0,50.0,53.0,51.0,54.0,53.0,52.0,53.0,52.0,53.0,52.0,52.0,55.0,52.0,53.0,53.0,52.0,52.0,52.0,55.0,54.0,53.0,53.0,52.0,53.0,53.0,53.0,52.0,54.0,52.0,53.0,52.0,51.0
40,52.0,51.0,52.0,51.0,54.0,52.0,52.0,51.0,50.0,51.0,51.0,52.0,53.0,51.0,51.0,53.0,51.0,55.0,51.0,52.0,52.0,53.0,52.0,52.0,54.0,51.0,51.0,52.0,52.0,50.0,52.0,52.0,51.0,54.0,49.0,53.0,53.0,54.0,53.0,52.0,52.0,52.0,53.0,53.0,51.0,52.0,52.0,52.0,54.0,52.0
41,54.0,52.0,51.0,53.0,52.0,52.0,51.0,53.0,51.0,52.0,54.0,53.0,53.0,54.0,51.0,52.0,55.0,52.0,54.0,51.0,52.0,54.0,52.0,53.0,53.0,52.0,52.0,52.0,52.0,52.0,54.0,54.0,52.0,52.0,51.0,52.0,52.0,51.0,54.0,51.0,52.0,52.0,54.0,50.0,52.0,50.0,52.0,52.0,53.0,53.0
42,54.0,52.0,52.0,53.0,53.0,53.0,52.0,52.0,53.0,53.0,54.0,52.0,52.0,55.0,51.0,52.0,51.0,53.0,52.0,52.0,51.0,51.0,52.0,51.0,53.0,52.0,55.0,53.0,52.0,52.0,52.0,53.0,53.0,52.0,55.0,51.0,53.0,53.0,52.0,52.0,53.0,52.0,54.0,53.0,53.0,52.0,52.0,53.0,52.0,53.0
43,53.0,52.0,53.0,52.0,52.0,53.0,52.0,54.0,52.0,52.0,52.0,52.0,49.0,53.0,54.0,52.0,50.0,55.0,53.0,51.0,53.0,53.0,52.0,51.0,53.0,52.0,53.0,51.0,50.0,51.0,53.0,52.0,53.0,54.0,54.0,53.0,50.0,52.0,53.0,51.0,53.0,52.0,54.0,53.0,51.0,54.0,52.0,54.0,53.0,53.0
44,54.0,52.0,53.0,52.0,53.0,53.0,52.0,54.0,50.0,53.0,52.0,52.0,52.0,53.0,54.0,54.0,55.0,53.0,54.0,54.0,51.0,55.0,52.0,53.0,54.0,53.0,52.0,53.0,53.0,55.0,51.0,52.0,52.0,54.0,53.0,53.0,50.0,54.0,52.0,54.0,52.0,53.0,52.0,52.0,51.0,53.0,53.0,53.0,53.0,54.0
45,54.0,53.0,51.0,53.0,55.0,54.0,48.0,53.0,52.0,53.0,52.0,52.0,54.0,51.0,52.0,52.0,52.0,53.0,54.0,52.0,54.0,54.0,51.0,54.0,53.0,50.0,52.0,54.0,53.0,50.0,53.0,52.0,53.0,52.0,53.0,52.0,53.0,52.0,51.0,52.0,55.0,53.0,54.0,53.0,50.0,52.0,54.0,52.0,52.0,51.0
46,54.0,52.0,53.0,54.0,52.0,52.0,52.0,53.0,54.0,53.0,52.0,54.0,52.0,54.0,53.0,53.0,54.0,52.0,55.0,52.0,51.0,54.0,53.0,53.0,55.0,52.0,53.0,51.0,51.0,52.0,54.0,51.0,53.0,54.0,54.0,53.0,51.0,53.0,51.0,51.0,53.0,54.0,53.0,53.0,53.0,55.0,52.0,52.0,54.0,53.0
47,54.0,52.0,53.0,52.0,52.0,52.0,54.0,52.0,52.0,54.0,52.0,52.0,54.0,54.0,53.0,52.0,54.0,53.0,52.0,52.0,53.0,53.0,52.0,52.0,52.0,53.0,53.0,50.0,54.0,51.0,53.0,55.0,52.0,52.0,52.0,53.0,53.0,53.0,52.0,53.0,51.0,53.0,53.0,54.0,52.0,52.0,52.0,53.0,54.0,54.0
48,53.0,53.0,51.0,49.0,52.0,54.0,53.0,55.0,52.0,52.0,52.0,52.0,54.0,54.0,53.0,52.0,54.0,52.0,52.0,51.0,52.0,53.0,53.0,52.0,54.0,52.0,50.0,53.0,54.0,55.0,53.0,52.0,54.0,52.0,52.0,53.0,51.0,52.0,53.0,54.0,52.0,55.0,54.0,54.0,52.0,51.0,52.0,53.0,53.0,53.0
49,53.0,53.0,51.0,54.0,53.0,55.0,52.0,51.0,53.0,52.0,53.0,52.0,52.0,54.0,53.0,53.0,53.0,53.0,51.0,53.0,53.0,54.0,52.0,54.0,54.0,53.0,53.0,52.0,51.0,52.0,53.0,51.0,53.0,54.0,52.0,53.0,52.0,53.0,52.0,53.0,51.0,54.0,53.0,55.0,54.0,52.0,52.0,54.0,52.0,51.0
50,53.0,53.0,51.0,53.0,52.0,52.0,53.0,50.0,53.0,52.0,53.0,54.0,52.0,51.0,50.0,54.0,54.0,51.0,52.0,51.0,53.0,52.0,54.0,54.0,54.0,52.0,53.0,51.0,52.0,52.0,52.0,53.0,52.0,52.0,51.0,53.0,53.0,53.0,52.0,53.0,53.0,52.0,53.0,55.0,50.0,52.0,51.0,52.0,53.0,54.0
51,54.0,52.0,51.0,51.0,55.0,54.0,54.0,52.0,51.0,51.0,54.0,53.0,53.0,53.0,53.0,53.0,54.0,51.0,53.0,51.0,51.0,54.0,54.0,53.0,53.0,52.0,52.0,53.0,52.0,54.0,54.0,54.0,51.0,52.0,55.0,52.0,51.0,52.0,52.0,52.0,54.0,52.0,52.0,51.0,51.0,50.0,52.0,52.0,52.0,53.0
52,54.0,51.0,53.0,55.0,54.0,52.0,52.0,52.0,50.0,53.0,52.0,52.0,53.0,53.0,55.0,51.0,54.0,52.0,52.0,53.0,52.0,53.0,52.0,52.0,50.0,51.0,53.0,51.0,53.0,54.0,54.0,53.0,53.0,52.0,52.0,53.0,53.0,53.0,53.0,53.0,52.0,53.0,53.0,55.0,53.0,50.0,52.0,53.0,51.0,53.0
53,54.0,52.0,53.0,54.0,51.0,53.0,53.0,51.0,52.0,50.0,51.0,53.0,52.0,53.0,52.0,54.0,53.0,54.0,54.0,52.0,52.0,51.0,53.0,51.0,52.0,50.0,52.0,53.0,54.0,54.0,50.0,53.0,54.0,51.0,54.0,52.0,53.0,52.0,56.0,52.0,51.0,51.0,54.0,51.0,52.0,53.0,52.0,51.0,53.0,53.0
54,52.0,52.0,50.0,52.0,54.0,50.0,54.0,52.0,52.0,50.0,53.0,52.0,53.0,52.0,52.0,53.0,52.0,52.0,52.0,53.0,53.0,54.0,54.0,54.0,54.0,51.0,52.0,53.0,54.0,53.0,54.0,53.0,53.0,53.0,55.0,52.0,53.0,50.0,52.0,52.0,52.0,53.0,53.0,52.0,55.0,52.0,53.0,54.0,53.0,52.0
55,54.0,53.0,52.0,52.0,54.0,50.0,54.0,53.0,51.0,54.0,53.0,51.0,52.0,49.0,51.0,53.0,51.0,52.0,52.0,54.0,53.0,54.0,53.0,54.0,53.0,53.0,51.0,52.0,53.0,52.0,53.0,54.0,52.0,54.0,50.0,54.0,52.0,53.0,52.0,56.0,53.0,51.0,53.0,55.0,53.0,52.0,53.0,53.0,53.0,53.0
56,53.0,55.0,54.0,53.0,52.0,55.0,52.0,52.0,51.0,51.0,53.0,53.0,49.0,54.0,52.0,54.0,52.0,52.0,54.0,51.0,52.0,54.0,53.0,51.0,52.0,53.0,53.0,51.0,53.0,53.0,53.0,53.0,51.0,52.0,54.0,53.0,53.0,54.0,51.0,54.0,53.0,51.0,53.0,51.0,55.0,53.0,51.0,52.0,52.0,53.0
57,54.0,54.0,51.0,54.0,52.0,53.0,52.0,53.0,52.0,51.0,52.0,52.0,54.0,53.0,53.0,53.0,52.0,54.0,53.0,53.0,52.0,52.0,52.0,52.0,52.0,53.0,52.0,52.0,53.0,53.0,52.0,55.0,52.0,52.0,54.0,52.0,54.0,54.0,51.0,51.0,51.0,53.0,54.0,52.0,53.0,51.0,55.0,51.0,52.0,51.0
58,54.0,54.0,53.0,52.0,52.0,52.0,54.0,54.0,52.0,53.0,53.0,53.0,54.0,51.0,51.0,53.0,52.0,53.0,53.0,53.0,53.0,53.0,54.0,52.0,51.0,52.0,52.0,54.0,51.0,51.0,54.0,51.0,53.0,53.0,53.0,53.0,53.0,51.0,54.0,54.0,53.0,53.0,53.0,52.0,51.0,52.0,52.0,53.0,52.0,54.0
59,54.0,52.0,53.0,55.0,51.0,50.0,52.0,54.0,52.0,52.0,52.0,52.0,53.0,53.0,53.0,52.0,54.0,53.0,52.0,52.0,51.0,51.0,53.0,52.0,51.0,52.0,53.0,52.0,53.0,51.0,53.0,52.0,50.0,50.0,56.0,51.0,53.0,53.0,52.0,53.0,51.0,53.0,50.0,54.0,52.0,53.0,53.0,54.0,51.0,52.0
60,53.0,53.0,52.0,53.0,53.0,52.0,51.0,52.0,52.0,52.0,54.0,54.0,52.0,55.0,52.0,53.0,54.0,52.0,54.0,52.0,49.0,51.0,52.0,51.0,54.0,53.0,52.0,52.0,53.0,53.0,53.0,54.0,52.0,51.0,51.0,54.0,52.0,53.0,53.0,52.0,52.0,51.0,52.0,53.0,52.0,52.0,53.0,53.0,54.0,51.0
61,51.0,54.0,52.0,52.0,53.0,54.0,55.0,52.0,52.0,51.0,53.0,53.0,53.0,52.0,54.0,52.0,52.0,53.0,52.0,53.0,52.0,52.0,51.0,53.0,52.0,53.0,51.0,52.0,52.0,53.0,52.0,52.0,51.0,52.0,52.0,53.0,53.0,51.0,54.0,52.0,52.0,52.0,53.0,50.0,52.0,51.0,52.0,53.0,55.0,53.0
62,53.0,51.0,51.0,52.0,54.0,52.0,53.0,52.0,51.0,53.0,52.0,51.0,54.0,54.0,53.0,51.0,55.0,53.0,51.0,52.0,53.0,53.0,52.0,53.0,54.0,53.0,52.0,52.0,54.0,52.0,52.0,53.0,53.0,53.0,53.0,51.0,50.0,51.0,52.0,55.0,51.0,53.0,54.0,54.0,51.0,54.0,52.0,51.0,55.0,52.0
63,55.0,52.0,52.0,52.0,53.0,51.0,52.0,54.0,52.0,53.0,54.0,52.0,52.0,54.0,53.0,52.0,52.0,53.0,54.0,52.0,53.0,53.0,52.0,53.0,52.0,51.0,53.0,53.0,53.0,52.0,52.0,53.0,53.0,51.0,51.0,52.0,53.0,50.0,53.0,53.0,52.0,53.0,54.0,53.0,49.0,52.0,51.0,53.0,50.0,54.0
64,54.0,52.0,51.0,54.0,51.0,53.0,52.0,53.0,51.0,52.0,53.0,51.0,54.0,55.0,53.0,53.0,56.0,52.0,53.0,55.0,54.0,53.0,53.0,52.0,52.0,53.0,51.0,51.0,53.0,53.0,53.0,53.0,54.0,53.0,52.0,53.0,55.0,53.0,51.0,51.0,52.0,54.0,51.0,54.0,51.0,51.0,54.0,52.0,51.0,53.0
65,54.0,50.0,51.0,52.0,52.0,52.0,52.0,51.0,52.0,52.0,53.0,50.0,54.0,53.0,54.0,52.0,54.0,53.0,53.0,53.0,52.0,51.0,53.0,53.0,54.0,51.0,51.0,53.0,53.0,52.0,50.0,53.0,54.0,51.0,50.0,54.0,53.0,53.0,52.0,52.0,52.0,52.0,53.0,53.0,51.0,53.0,53.0,51.0,54.0,52.0
66,51.0,53.0,52.0,51.0,51.0,54.0,53.0,52.0,50.0,52.0,52.0,53.0,53.0,51.0,52.0,53.0,53.0,53.0,54.0,53.0,52.0,54.0,51.0,53.0,53.0,50.0,53.0,53.0,52.0,53.0,52.0,52.0,53.0,51.0,53.0,54.0,52.0,53.0,53.0,55.0,54.0,52.0,52.0,52.0,53.0,52.0,54.0,52.0,53.0,52.0
