,event_0,event_1,event_2,event_3,event_4,event_5,event_6,event_7,event_8,event_9,event_10,event_11,event_12,event_13,event_14,event_15,event_16,event_17,event_18,event_19,event_20,event_21,event_22,event_23,event_24,event_25,event_26,event_27,event_28,event_29,event_30,event_31,event_32,event_33,event_34,event_35,event_36,event_37,event_38,event_39,event_40,event_41,event_42,event_43,event_44,event_45,event_46,event_47,event_48,event_49
9,54.0,50.0,51.0,51.0,53.0,53.0,53.0,50.0,51.0,52.0,53.0,53.0,51.0,51.0,53.0,55.0,53.0,53.0,53.0,50.0,53.0,52.0,53.0,56.0,52.0,53.0,53.0,52.0,53.0,52.0,51.0,54.0,52.0,53.0,54.0,53.0,53.0,51.0,53.0,54.0,53.0,50.0,51.0,51.0,53.0,53.0,53.0,51.0,52.0,53.0
10,52.0,53.0,53.0,52.0,53.0,52.0,53.0,52.0,53.0,54.0,53.0,51.0,55.0,54.0,52.0,51.0,53.0,53.0,53.0,54.0,51.0,53.0,53.0,56.0,50.0,53.0,51.0,53.0,50.0,52.0,53.0,52.0,53.0,52.0,52.0,53.0,53.0,52.0,52.0,52.0,55.0,55.0,49.0,51.0,52.0,54.0,52.0,54.0,52.0,54.0
11,52.0,55.0,52.0,52.0,52.0,52.0,54.0,53.0,54.0,52.0,53.0,52.0,52.0,53.0,54.0,51.0,54.0,54.0,52.0,53.0,52.0,52.0,50.0,55.0,52.0,51.0,52.0,52.0,52.0,53.0,53.0,50.0,51.0,52.0,52.0,54.0,52.0,54.0,51.0,50.0,53.0,53.0,53.0,53.0,53.0,53.0,52.0,52.0,53.0,54.0
12,54.0,52.0,52.0,53.0,51.0,52.0,53.0,52.0,53.0,52.0,53.0,53.0,52.0,51.0,55.0,54.0,54.0,54.0,52.0,52.0,52.0,52.0,52.0,53.0,52.0,54.0,51.0,52.0,51.0,53.0,53.0,53.0,52.0,51.0,53.0,52.0,52.0,51.0,52.0,50.0,51.0,52.0,52.0,50.0,53.0,54.0,52.0,53.0,52.0,52.0
13,54.0,49.0,54.0,52.0,53.0,50.0,52.0,54.0,52.0,53.0,52.0,55.0,51.0,50.0,52.0,55.0,53.0,53.0,53.0,51.0,54.0,53.0,55.0,52.0,51.0,53.0,52.0,53.0,52.0,53.0,53.0,49.0,54.0,53.0,54.0,51.0,52.0,53.0,53.0,54.0,54.0,52.0,51.0,53.0,54.0,54.0,53.0,55.0,51.0,53.0
14,55.0,52.0,54.0,52.0,53.0,52.0,53.0,52.0,52.0,50.0,53.0,49.0,53.0,53.0,53.0,54.0,52.0,54.0,53.0,51.0,53.0,52.0,53.0,52.0,53.0,52.0,50.0,53.0,53.0,51.0,52.0,54.0,52.0,51.0,52.0,52.0,52.0,53.0,51.0,52.0,54.0,53.0,53.0,52.0,55.0,54.0,54.0,53.0,51.0,54.0
15,54.0,56.0,50.0,52.0,52.0,52.0,51.0,53.0,53.0,49.0,51.0,51.0,50.0,49.0,52.0,53.0,51.0,51.0,54.0,54.0,52.0,52.0,53.0,55.0,52.0,53.0,53.0,53.0,51.0,53.0,52.0,53.0,52.0,53.0,53.0,53.0,53.0,54.0,51.0,53.0,54.0,54.0,51.0,53.0,52.0,53.0,53.0,54.0,51.0,53.0
16,53.0,53.0,52.0,52.0,52.0,54.0,53.0,52.0,52.0,51.0,52.0,54.0,53.0,51.0,52.0,52.0,53.0,52.0,51.0,52.0,54.0,50.0,55.0,53.0,52.0,52.0,52.0,55.0,52.0,53.0,53.0,52.0,50.0,52.0,52.0,54.0,53.0,53.0,53.0,53.0,53.0,54.0,52.0,54.0,54.0,53.0,50.0,53.0,53.0,53.0
17,55.0,51.0,52.0,54.0,55.0,53.0,54.0,53.0,51.0,53.0,53.0,51.0,51.0,52.0,53.0,53.0,52.0,54.0,52.0,53.0,53.0,50.0,53.0,52.0,53.0,53.0,51.0,53.0,52.0,53.0,53.0,52.0,53.0,53.0,52.0,52.0,54.0,53.0,53.0,53.0,52.0,52.0,52.0,52.0,52.0,53.0,53.0,52.0,53.0,55.0
18,52.0,56.0,52.0,54.0,53.0,52.0,53.0,52.0,54.0,51.0,54.0,53.0,52.0,52.0,53.0,51.0,52.0,53.0,54.0,53.0,52.0,51.0,51.0,52.0,53.0,52.0,53.0,53.0,52.0,53.0,54.0,53.0,51.0,54.0,51.0,53.0,53.0,53.0,52.0,55.0,53.0,53.0,54.0,52.0,51.0,53.0,54.0,54.0,53.0,54.0
19,53.0,55.0,55.0,52.0,54.0,54.0,53.0,51.0,54.0,55.0,53.0,53.0,51.0,51.0,52.0,51.0,54.0,55.0,52.0,52.0,52.0,50.0,50.0,54.0,52.0,54.0,51.0,52.0,52.0,53.0,51.0,53.0,53.0,53.0,52.0,54.0,54.0,53.0,53.0,54.0,52.0,51.0,53.0,53.0,54.0,52.0,54.0,52.0,53.0,54.0
20,51.0,54.0,53.0,52.0,53.0,53.0,51.0,52.0,52.0,55.0,53.0,54.0,52.0,54.0,53.0,52.0,53.0,54.0,52.0,53.0,51.0,52.0,52.0,53.0,52.0,51.0,52.0,54.0,54.0,53.0,53.0,54.0,52.0,52.0,52.0,52.0,55.0,53.0,52.0,53.0,53.0,52.0,51.0,50.0,51.0,53.0,51.0,52.0,51.0,52.0
21,53.0,52.0,53.0,53.0,52.0,52.0,53.0,52.0,54.0,52.0,52.0,53.0,52.0,51.0,51.0,53.0,53.0,54.0,52.0,52.0,53.0,52.0,53.0,54.0,51.0,52.0,52.0,53.0,53.0,53.0,54.0,52.0,51.0,53.0,53.0,52.0,53.0,52.0,52.0,55.0,53.0,55.0,51.0,53.0,53.0,54.0,51.0,53.0,51.0,51.0
22,53.0,52.0,52.0,52.0,51.0,52.0,53.0,51.0,52.0,53.0,54.0,52.0,53.0,50.0,51.0,53.0,53.0,54.0,51.0,54.0,52.0,52.0,52.0,53.0,54.0,54.0,52.0,54.0,53.0,53.0,52.0,52.0,51.0,54.0,54.0,52.0,52.0,52.0,52.0,52.0,51.0,54.0,52.0,54.0,53.0,55.0,52.0,52.0,51.0,53.0
23,50.0,53.0,52.0,50.0,49.0,51.0,52.0,53.0,53.0,54.0,51.0,52.0,51.0,52.0,53.0,54.0,51.0,51.0,53.0,51.0,52.0,53.0,51.0,53.0,52.0,52.0,52.0,51.0,50.0,54.0,52.0,51.0,52.0,55.0,52.0,53.0,52.0,53.0,51.0,53.0,53.0,51.0,53.0,53.0,53.0,51.0,49.0,53.0,50.0,53.0
24,52.0,52.0,53.0,52.0,52.0,53.0,53.0,51.0,52.0,52.0,52.0,54.0,52.0,53.0,54.0,51.0,53.0,53.0,53.0,53.0,51.0,52.0,53.0,54.0,51.0,51.0,52.0,53.0,52.0,53.0,52.0,53.0,53.0,50.0,51.0,53.0,54.0,51.0,53.0,53.0,52.0,51.0,52.0,51.0,56.0,52.0,53.0,51.0,51.0,54.0
25,51.0,52.0,53.0,52.0,51.0,52.0,50.0,53.0,52.0,52.0,51.0,53.0,52.0,52.0,50.0,52.0,52.0,52.0,53.0,52.0,52.0,52.0,56.0,54.0,50.0,54.0,53.0,52.0,52.0,54.0,53.0,51.0,53.0,52.0,52.0,51.0,52.0,51.0,52.0,51.0,53.0,55.0,51.0,51.0,50.0,54.0,53.0,53.0,51.0,53.0
26,53.0,53.0,53.0,52.0,51.0,54.0,52.0,55.0,53.0,53.0,52.0,50.0,52.0,53.0,52.0,51.0,52.0,53.0,54.0,50.0,52.0,50.0,51.0,51.0,52.0,53.0,51.0,53.0,53.0,53.0,51.0,53.0,51.0,53.0,52.0,52.0,51.0,54.0,53.0,52.0,52.0,51.0,53.0,51.0,52.0,53.0,53.0,50.0,52.0,52.0
27,56.0,52.0,54.0,52.0,49.0,51.0,53.0,53.0,51.0,53.0,52.0,52.0,53.0,53.0,53.0,53.0,52.0,53.0,51.0,52.0,53.0,51.0,52.0,53.0,53.0,54.0,50.0,53.0,52.0,52.0,53.0,52.0,54.0,51.0,54.0,51.0,53.0,52.0,53.0,53.0,51.0,53.0,53.0,53.0,52.0,54.0,53.0,52.0,52.0,53.0
28,52.0,51.0,52.0,52.0,52.0,51.0,52.0,53.0,50.0,49.0,51.0,53.0,50.0,52.0,54.0,52.0,53.0,53.0,53.0,52.0,52.0,53.0,54.0,54.0,51.0,53.0,51.0,51.0,52.0,52.0,53.0,52.0,54.0,53.0,54.0,53.0,53.0,53.0,52.0,53.0,54.0,53.0,54.0,52.0,52.0,53.0,53.0,54.0,52.0,53.0
29,54.0,53.0,54.0,52.0,53.0,53.0,54.0,52.0,56.0,50.0,51.0,52.0,53.0,52.0,53.0,50.0,49.0,52.0,53.0,51.0,53.0,50.0,52.0,55.0,52.0,54.0,54.0,52.0,50.0,51.0,52.0,53.0,52.0,54.0,51.0,52.0,54.0,52.0,52.0,51.0,53.0,56.0,54.0,52.0,54.0,52.0,53.0,53.0,52.0,54.0
30,52.0,55.0,51.0,53.0,50.0,52.0,52.0,52.0,52.0,53.0,52.0,52.0,52.0,53.0,52.0,55.0,54.0,52.0,54.0,53.0,53.0,53.0,54.0,53.0,52.0,54.0,53.0,52.0,52.0,52.0,52.0,53.0,54.0,54.0,53.0,54.0,55.0,52.0,54.0,53.0,51.0,53.0,53.0,53.0,50.0,54.0,52.0,54.0,51.0,55.0
31,54.0,50.0,50.0,53.0,52.0,50.0,55.0,52.0,50.0,53.0,53.0,52.0,53.0,53.0,54.0,55.0,54.0,53.0,52.0,54.0,54.0,51.0,53.0,53.0,53.0,51.0,51.0,53.0,50.0,53.0,51.0,52.0,52.0,52.0,56.0,53.0,54.0,52.0,52.0,51.0,53.0,53.0,55.0,54.0,53.0,51.0,53.0,52.0,51.0,51.0
32,52.0,52.0,53.0,51.0,52.0,52.0,55.0,52.0,50.0,53.0,52.0,52.0,53.0,51.0,53.0,51.0,53.0,51.0,53.0,53.0,53.0,52.0,54.0,52.0,53.0,53.0,55.0,53.0,51.0,55.0,50.0,53.0,53.0,53.0,55.0,52.0,56.0,53.0,53.0,51.0,52.0,55.0,52.0,53.0,53.0,51.0,53.0,51.0,51.0,54.0
33,53.0,54.0,52.0,52.0,52.0,53.0,52.0,51.0,55.0,52.0,52.0,53.0,52.0,50.0,51.0,53.0,54.0,52.0,53.0,52.0,52.0,54.0,53.0,53.0,52.0,51.0,54.0,51.0,52.0,54.0,52.0,50.0,53.0,54.0,53.0,51.0,52.0,52.0,52.0,54.0,53.0,54.0,52.0,53.0,53.0,51.0,55.0,53.0,52.0,55.0
34,53.0,51.0,52.0,53.0,52.0,51.0,53.0,52.0,54.0,52.0,54.0,51.0,54.0,52.0,52.0,54.0,52.0,52.0,51.0,53.0,52.0,52.0,52.0,52.0,52.0,52.0,53.0,51.0,52.0,52.0,53.0,53.0,52.0,55.0,52.0,51.0,54.0,53.0,53.0,52.0,51.0,52.0,52.0,52.0,53.0,54.0,52.0,52.0,52.0,53.0
35,50.0,49.0,52.0,53.0,51.0,52.0,56.0,53.0,50.0,53.0,52.0,49.0,55.0,52.0,52.0,52.0,52.0,53.0,52.0,53.0,51.0,52.0,52.0,53.0,53.0,52.0,51.0,54.0,51.0,52.0,53.0,51.0,54.0,50.0,53.0,51.0,53.0,54.0,52.0,52.0,52.0,52.0,52.0,52.0,51.0,55.0,53.0,53.0,51.0,54.0
36,52.0,51.0,52.0,53.0,51.0,52.0,54.0,52.0,52.0,53.0,51.0,52.0,52.0,52.0,53.0,49.0,53.0,53.0,52.0,52.0,52.0,51.0,53.0,53.0,52.0,52.0,53.0,53.0,51.0,53.0,52.0,53.0,52.0,53.0,51.0,54.0,53.0,53.0,51.0,54.0,53.0,54.0,54.0,53.0,53.0,53.0,51.0,51.0,50.0,53.0
37,52.0,53.0,53.0,53.0,52.0,52.0,52.0,52.0,54.0,53.0,53.0,50.0,54.0,53.0,52.0,51.0,52.0,52.0,52.0,52.0,51.0,50.0,54.0,53.0,52.0,51.0,52.0,54.0,53.0,52.0,54.0,52.0,53.0,54.0,52.0,52.0,53.0,52.0,53.0,53.0,50.0,54.0,53.0,52.0,53.0,53.0,51.0,51.0,49.0,51.0
38,51.0,53.0,52.0,51.0,51.0,53.0,56.0,52.0,52.0,50.0,51.0,51.0,53.0,51.0,51.0,52.0,52.0,51.0,51.0,50.0,54.0,52.0,53.0,51.0,52.0,52.0,53.0,53.0,51.0,51.0,52.0,52.0,53.0,50.0,53.0,52.0,55.0,53.0,53.0,54.0,51.0,50.0,53.0,52.0,52.0,53.0,53.0,51.0,52.0,53.0
39,53.0,51.0,53.0,51.0,50.0,51.0,57.0,53.0,53.0,53.0,53.0,50.0,54.0,52.0,53.0,53.0,51.0,53.0,53.0,51.0,50.0,52.0,52.0,53.0,52.0,54.0,52.0,52.0,52.0,53.0,50.0,51.0,51.0,52.0,52.0,52.0,54.0,52.0,53.0,53.0,52.0,53.0,54.0,53.0,52.0,52.0,53.0,53.0,52.0,55.0
40,51.0,52.0,53.0,52.0,51.0,52.0,53.0,54.0,52.0,52.0,53.0,52.0,53.0,52.0,52.0,52.0,52.0,53.0,52.0,52.0,52.0,53.0,53.0,54.0,55.0,52.0,52.0,54.0,53.0,54.0,55.0,54.0,54.0,52.0,53.0,55.0,52.0,55.0,52.0,52.0,53.0,54.0,51.0,51.0,50.0,54.0,50.0,52.0,51.0,52.0
41,54.0,52.0,54.0,51.0,51.0,52.0,51.0,51.0,53.0,51.0,51.0,51.0,50.0,53.0,52.0,53.0,53.0,52.0,54.0,53.0,53.0,53.0,53.0,54.0,52.0,53.0,50.0,53.0,53.0,53.0,52.0,52.0,53.0,51.0,51.0,53.0,54.0,53.0,53.0,52.0,52.0,53.0,52.0,53.0,52.0,51.0,54.0,51.0,50.0,54.0
42,54.0,51.0,56.0,51.0,53.0,53.0,54.0,52.0,53.0,50.0,50.0,53.0,51.0,57.0,53.0,54.0,51.0,52.0,52.0,55.0,53.0,54.0,54.0,54.0,51.0,54.0,52.0,52.0,54.0,52.0,53.0,53.0,52.0,52.0,52.0,50.0,52.0,49.0,53.0,53.0,50.0,53.0,52.0,53.0,52.0,53.0,52.0,51.0,53.0,54.0
43,54.0,52.0,51.0,51.0,51.0,52.0,54.0,52.0,52.0,55.0,52.0,56.0,52.0,52.0,53.0,52.0,53.0,52.0,49.0,52.0,54.0,53.0,53.0,53.0,52.0,52.0,52.0,54.0,53.0,53.0,53.0,52.0,55.0,53.0,53.0,53.0,55.0,53.0,53.0,50.0,52.0,52.0,52.0,53.0,53.0,50.0,51.0,51.0,53.0,51.0
44,53.0,53.0,54.0,52.0,52.0,51.0,50.0,51.0,51.0,54.0,52.0,54.0,53.0,53.0,51.0,49.0,53.0,50.0,54.0,52.0,54.0,50.0,53.0,55.0,53.0,54.0,52.0,55.0,53.0,55.0,51.0,53.0,51.0,53.0,53.0,54.0,55.0,54.0,54.0,50.0,50.0,52.0,53.0,52.0,52.0,54.0,52.0,54.0,54.0,53.0
45,52.0,55.0,53.0,52.0,51.0,53.0,52.0,51.0,52.0,51.0,51.0,54.0,54.0,53.0,54.0,53.0,53.0,51.0,54.0,52.0,53.0,52.0,54.0,53.0,54.0,52.0,53.0,52.0,53.0,53.0,54.0,53.0,50.0,53.0,53.0,52.0,52.0,51.0,53.0,52.0,52.0,53.0,52.0,53.0,51.0,52.0,52.0,53.0,52.0,53.0
46,53.0,50.0,52.0,52.0,51.0,54.0,57.0,54.0,51.0,51.0,53.0,54.0,55.0,54.0,53.0,54.0,53.0,54.0,51.0,51.0,52.0,53.0,53.0,53.0,52.0,53.0,52.0,53.0,51.0,52.0,50.0,52.0,53.0,52.0,52.0,52.0,53.0,53.0,54.0,53.0,54.0,53.0,54.0,56.0,53.0,52.0,53.0,52.0,52.0,53.0
47,53.0,54.0,54.0,51.0,53.0,54.0,50.0,53.0,51.0,57.0,52.0,53.0,54.0,53.0,52.0,52.0,52.0,53.0,52.0,56.0,52.0,52.0,52.0,52.0,53.0,55.0,52.0,51.0,54.0,52.0,55.0,53.0,53.0,53.0,53.0,50.0,52.0,52.0,52.0,51.0,53.0,54.0,52.0,52.0,50.0,54.0,53.0,53.0,52.0,55.0
48,52.0,55.0,51.0,51.0,53.0,53.0,49.0,52.0,54.0,51.0,52.0,53.0,50.0,53.0,55.0,50.0,54.0,54.0,52.0,53.0,53.0,52.0,51.0,53.0,54.0,52.0,51.0,52.0,52.0,50.0,51.0,51.0,50.0,53.0,52.0,52.0,52.0,53.0,51.0,51.0,53.0,50.0,54.0,52.0,53.0,51.0,52.0,51.0,52.0,55.0
49,55.0,50.0,54.0,52.0,51.0,53.0,54.0,52.0,53.0,51.0,52.0,52.0,54.0,53.0,51.0,54.0,55.0,51.0,53.0,52.0,52.0,51.0,51.0,52.0,52.0,52.0,52.0,55.0,51.0,54.0,52.0,51.0,52.0,55.0,52.0,52.0,53.0,52.0,54.0,50.0,50.0,52.0,51.0,50.0,52.0,52.0,55.0,53.0,51.0,54.0
50,53.0,51.0,51.0,52.0,52.0,52.0,52.0,54.0,52.0,52.0,51.0,53.0,53.0,51.0,54.0,53.0,54.0,52.0,52.0,52.0,54.0,53.0,50.0,55.0,54.0,53.0,52.0,52.0,53.0,51.0,53.0,51.0,51.0,53.0,53.0,52.0,53.0,51.0,51.0,54.0,53.0,53.0,51.0,52.0,51.0,53.0,51.0,52.0,52.0,52.0
51,52.0,53.0,51.0,52.0,51.0,52.0,51.0,52.0,53.0,55.0,51.0,51.0,51.0,55.0,56.0,52.0,53.0,54.0,53.0,51.0,51.0,53.0,52.0,52.0,55.0,53.0,50.0,53.0,52.0,51.0,52.0,51.0,51.0,50.0,52.0,52.0,54.0,53.0,52.0,55.0,52.0,50.0,54.0,52.0,53.0,51.0,52.0,52.0,51.0,53.0
52,52.0,53.0,54.0,51.0,52.0,53.0,48.0,51.0,53.0,50.0,53.0,53.0,52.0,53.0,53.0,53.0,53.0,52.0,52.0,54.0,50.0,52.0,52.0,52.0,55.0,54.0,53.0,52.0,53.0,54.0,52.0,52.0,52.0,53.0,53.0,52.0,53.0,52.0,51.0,51.0,53.0,52.0,52.0,52.0,52.0,54.0,55.0,54.0,53.0,54.0
53,52.0,50.0,52.0,51.0,49.0,52.0,55.0,54.0,51.0,48.0,52.0,54.0,54.0,51.0,53.0,54.0,54.0,52.0,54.0,52.0,54.0,52.0,51.0,51.0,53.0,51.0,53.0,54.0,52.0,53.0,53.0,49.0,52.0,53.0,53.0,50.0,53.0,52.0,53.0,51.0,52.0,52.0,53.0,54.0,52.0,52.0,53.0,53.0,52.0,54.0
54,54.0,51.0,52.0,53.0,52.0,51.0,55.0,52.0,53.0,54.0,51.0,53.0,54.0,53.0,53.0,54.0,52.0,53.0,53.0,52.0,52.0,53.0,53.0,53.0,51.0,54.0,53.0,54.0,52.0,53.0,51.0,52.0,51.0,51.0,53.0,52.0,54.0,53.0,53.0,52.0,51.0,56.0,51.0,52.0,54.0,53.0,53.0,52.0,52.0,54.0
55,54.0,55.0,51.0,54.0,53.0,53.0,48.0,51.0,52.0,53.0,52.0,53.0,53.0,52.0,53.0,53.0,51.0,52.0,52.0,52.0,51.0,52.0,53.0,55.0,53.0,54.0,52.0,50.0,53.0,53.0,53.0,52.0,52.0,52.0,53.0,53.0,52.0,53.0,51.0,53.0,53.0,54.0,52.0,51.0,50.0,53.0,50.0,53.0,54.0,53.0
56,53.0,51.0,53.0,52.0,51.0,51.0,54.0,52.0,52.0,48.0,55.0,52.0,52.0,52.0,52.0,51.0,52.0,54.0,53.0,53.0,53.0,50.0,50.0,52.0,54.0,52.0,50.0,53.0,51.0,53.0,53.0,53.0,53.0,53.0,51.0,50.0,53.0,51.0,53.0,52.0,53.0,54.0,52.0,54.0,53.0,52.0,53.0,52.0,53.0,54.0
57,52.0,50.0,51.0,54.0,53.0,53.0,56.0,54.0,53.0,54.0,51.0,53.0,52.0,53.0,51.0,53.0,52.0,53.0,53.0,55.0,53.0,52.0,52.0,53.0,54.0,52.0,53.0,52.0,53.0,52.0,54.0,53.0,53.0,52.0,54.0,52.0,52.0,52.0,53.0,51.0,51.0,55.0,52.0,52.0,53.0,53.0,52.0,51.0,53.0,52.0
58,52.0,52.0,52.0,53.0,53.0,53.0,55.0,51.0,53.0,53.0,52.0,53.0,51.0,51.0,53.0,52.0,53.0,53.0,53.0,51.0,54.0,52.0,51.0,54.0,53.0,52.0,53.0,51.0,53.0,52.0,52.0,53.0,52.0,52.0,52.0,54.0,51.0,53.0,52.0,54.0,51.0,55.0,53.0,53.0,53.0,52.0,52.0,50.0,52.0,53.0
59,53.0,50.0,53.0,52.0,52.0,54.0,51.0,51.0,52.0,51.0,51.0,51.0,52.0,53.0,53.0,52.0,55.0,52.0,53.0,53.0,53.0,51.0,52.0,53.0,53.0,52.0,51.0,54.0,52.0,55.0,53.0,53.0,50.0,52.0,51.0,52.0,53.0,51.0,55.0,51.0,52.0,53.0,50.0,52.0,52.0,52.0,53.0,52.0,54.0,55.0
60,52.0,53.0,53.0,53.0,53.0,54.0,55.0,55.0,52.0,49.0,52.0,53.0,50.0,50.0,52.0,52.0,52.0,51.0,54.0,54.0,52.0,55.0,51.0,52.0,53.0,52.0,51.0,51.0,54.0,51.0,52.0,53.0,52.0,54.0,53.0,53.0,52.0,52.0,51.0,52.0,54.0,54.0,52.0,53.0,53.0,52.0,51.0,52.0,52.0,52.0
61,54.0,52.0,53.0,52.0,53.0,53.0,56.0,53.0,53.0,55.0,53.0,51.0,51.0,52.0,53.0,49.0,52.0,55.0,53.0,53.0,52.0,53.0,52.0,54.0,53.0,53.0,52.0,51.0,52.0,52.0,53.0,53.0,54.0,54.0,51.0,51.0,51.0,52.0,47.0,54.0,54.0,53.0,53.0,54.0,51.0,51.0,53.0,53.0,51.0,53.0
62,51.0,55.0,53.0,53.0,54.0,53.0,51.0,52.0,51.0,54.0,52.0,51.0,52.0,50.0,51.0,52.0,51.0,52.0,51.0,52.0,52.0,52.0,53.0,53.0,51.0,56.0,52.0,51.0,51.0,53.0,53.0,51.0,53.0,52.0,54.0,52.0,53.0,52.0,54.0,53.0,53.0,52.0,51.0,52.0,53.0,51.0,53.0,51.0,51.0,53.0
63,52.0,52.0,53.0,53.0,49.0,52.0,53.0,53.0,54.0,47.0,52.0,52.0,53.0,51.0,51.0,52.0,53.0,53.0,52.0,51.0,54.0,51.0,53.0,54.0,53.0,52.0,51.0,54.0,54.0,52.0,52.0,52.0,54.0,52.0,53.0,51.0,52.0,52.0,52.0,53.0,53.0,53.0,52.0,53.0,54.0,52.0,51.0,50.0,52.0,53.0
64,54.0,52.0,53.0,52.0,51.0,54.0,55.0,54.0,54.0,52.0,52.0,50.0,49.0,53.0,52.0,52.0,51.0,52.0,52.0,53.0,51.0,53.0,53.0,54.0,53.0,54.0,52.0,54.0,52.0,51.0,54.0,54.0,54.0,54.0,53.0,54.0,53.0,54.0,51.0,52.0,52.0,52.0,53.0,52.0,53.0,54.0,53.0,52.0,52.0,54.0
