,event_0,event_1,event_2,event_3,event_4,event_5,event_6,event_7,event_8,event_9,event_10,event_11,event_12,event_13,event_14,event_15,event_16,event_17,event_18,event_19,event_20,event_21,event_22,event_23,event_24,event_25,event_26,event_27,event_28,event_29,event_30,event_31,event_32,event_33,event_34,event_35,event_36,event_37,event_38,event_39,event_40,event_41,event_42,event_43,event_44,event_45,event_46,event_47,event_48,event_49,event_50,event_51,event_52,event_53,event_54,event_55,event_56,event_57,event_58,event_59,event_60,event_61,event_62,event_63,event_64,event_65,event_66,event_67,event_68,event_69,event_70,event_71,event_72,event_73,event_74,event_75,event_76,event_77,event_78,event_79,event_80,event_81,event_82,event_83,event_84,event_85,event_86,event_87,event_88,event_89,event_90,event_91,event_92,event_93,event_94,event_95,event_96,event_97,event_98,event_99
time_epoch,1617479047.3047013,1617479049.6648364,1617479051.8219597,1617479053.9740827,1617479056.160208,1617479058.3173313,1617479060.5044565,1617479062.6605797,1617479064.8137028,1617479066.9798267,1617479069.1379502,1617479071.2920735,1617479073.4491968,1617479075.6033201,1617479077.753443,1617479079.9145668,1617479082.0756903,1617479084.2278135,1617479086.391937,1617479088.5410602,1617479090.7521865,1617479092.9093096,1617479095.0594327,1617479097.2205563,1617479099.3756797,1617479101.5258029,1617479103.6849263,1617479105.8440497,1617479107.996173,1617479110.1532962,1617479112.3114197,1617479114.4615426,1617479116.6296666,1617479118.7827897,1617479120.9429133,1617479123.1000366,1617479125.2521598,1617479127.4102833,1617479129.5664065,1617479131.7175295,1617479133.8726528,1617479136.0327764,1617479138.1848996,1617479140.3510234,1617479142.511147,1617479144.6712704,1617479146.8223937,1617479148.9925177,1617479151.1936436,1617479153.3617675,1617479155.5158906,1617479157.669014,1617479159.8281374,1617479161.9782605,1617479164.1993873,1617479166.3575108,1617479168.5096338,1617479170.6867585,1617479172.8408816,1617479175.0610087,1617479177.2191322,1617479179.370255,1617479181.538379,1617479183.6925025,1617479185.8516257,1617479188.007749,1617479190.1568723,1617479192.3239958,1617479194.4771192,1617479196.643243,1617479198.796366,1617479200.9544897,1617479203.1096127,1617479205.2707367,1617479207.42886,1617479209.5879836,1617479211.7971098,1617479213.9552333,1617479216.1153567,1617479218.26648,1617479220.4246035,1617479222.583727,1617479224.73585,1617479226.8939734,1617479229.0520968,1617479231.2052197,1617479233.3653436,1617479235.525467,1617479237.743594,1617479239.894717,1617479242.0518403,1617479244.2049637,1617479246.3770878,1617479248.5392115,1617479250.6903346,1617479252.8554583,1617479255.0075812,1617479257.173705,1617479259.3248284,1617479261.4909523
0,55.0,53.0,55.0,54.0,51.0,53.0,54.0,54.0,51.0,53.0,53.0,51.0,52.0,51.0,53.0,53.0,53.0,53.0,54.0,51.0,53.0,53.0,54.0,52.0,53.0,51.0,54.0,52.0,51.0,52.0,52.0,51.0,53.0,53.0,51.0,53.0,53.0,53.0,54.0,51.0,50.0,51.0,52.0,54.0,54.0,52.0,53.0,54.0,52.0,53.0,53.0,53.0,53.0,53.0,51.0,52.0,52.0,53.0,52.0,51.0,52.0,54.0,53.0,53.0,52.0,52.0,53.0,53.0,52.0,52.0,53.0,53.0,52.0,51.0,51.0,54.0,53.0,55.0,51.0,52.0,53.0,54.0,52.0,52.0,55.0,52.0,55.0,52.0,53.0,51.0,51.0,52.0,54.0,54.0,53.0,53.0,53.0,53.0,53.0,55.0
1,53.0,51.0,52.0,53.0,53.0,55.0,52.0,54.0,55.0,53.0,53.0,55.0,53.0,51.0,52.0,53.0,50.0,52.0,51.0,52.0,50.0,53.0,54.0,51.0,55.0,53.0,52.0,53.0,54.0,54.0,52.0,55.0,52.0,53.0,51.0,55.0,56.0,55.0,56.0,51.0,52.0,53.0,54.0,52.0,54.0,50.0,52.0,50.0,52.0,53.0,52.0,51.0,53.0,51.0,53.0,52.0,52.0,50.0,51.0,52.0,53.0,52.0,54.0,52.0,52.0,51.0,51.0,54.0,55.0,54.0,54.0,53.0,51.0,53.0,53.0,52.0,54.0,52.0,51.0,53.0,50.0,54.0,51.0,53.0,54.0,50.0,53.0,52.0,54.0,53.0,52.0,50.0,53.0,54.0,54.0,50.0,52.0,51.0,52.0,54.0
2,53.0,50.0,54.0,53.0,53.0,53.0,53.0,53.0,53.0,51.0,51.0,53.0,51.0,52.0,53.0,53.0,53.0,51.0,52.0,52.0,52.0,51.0,55.0,52.0,54.0,53.0,52.0,54.0,53.0,52.0,52.0,51.0,51.0,53.0,51.0,53.0,52.0,54.0,50.0,50.0,54.0,52.0,50.0,53.0,53.0,52.0,51.0,52.0,54.0,54.0,52.0,53.0,53.0,54.0,53.0,54.0,54.0,52.0,54.0,53.0,51.0,52.0,52.0,50.0,53.0,54.0,54.0,52.0,54.0,53.0,53.0,51.0,52.0,51.0,53.0,53.0,53.0,53.0,51.0,52.0,52.0,53.0,52.0,53.0,52.0,52.0,53.0,52.0,54.0,52.0,51.0,52.0,53.0,53.0,50.0,50.0,54.0,52.0,52.0,53.0
3,54.0,53.0,54.0,54.0,55.0,54.0,55.0,54.0,52.0,52.0,52.0,53.0,51.0,53.0,54.0,52.0,54.0,53.0,53.0,53.0,51.0,53.0,52.0,54.0,55.0,55.0,54.0,52.0,54.0,53.0,54.0,51.0,53.0,55.0,52.0,53.0,53.0,54.0,48.0,52.0,53.0,53.0,53.0,52.0,52.0,54.0,53.0,53.0,55.0,52.0,51.0,53.0,53.0,54.0,54.0,52.0,52.0,53.0,52.0,55.0,52.0,54.0,53.0,51.0,53.0,51.0,53.0,53.0,51.0,54.0,52.0,52.0,54.0,52.0,52.0,52.0,52.0,54.0,51.0,53.0,52.0,52.0,52.0,52.0,53.0,53.0,53.0,52.0,53.0,51.0,50.0,53.0,51.0,54.0,55.0,54.0,53.0,51.0,54.0,52.0
4,53.0,51.0,54.0,52.0,52.0,54.0,52.0,51.0,51.0,51.0,51.0,54.0,54.0,53.0,53.0,51.0,51.0,51.0,53.0,51.0,50.0,52.0,52.0,52.0,54.0,55.0,53.0,53.0,55.0,53.0,54.0,53.0,52.0,53.0,51.0,52.0,53.0,54.0,55.0,53.0,53.0,53.0,54.0,53.0,52.0,54.0,50.0,53.0,53.0,52.0,51.0,54.0,51.0,50.0,53.0,52.0,52.0,52.0,53.0,51.0,54.0,52.0,53.0,53.0,53.0,53.0,55.0,51.0,53.0,54.0,51.0,51.0,55.0,52.0,56.0,54.0,53.0,52.0,52.0,52.0,51.0,54.0,53.0,53.0,51.0,52.0,52.0,52.0,52.0,52.0,51.0,54.0,54.0,52.0,53.0,52.0,53.0,53.0,51.0,52.0
5,52.0,54.0,52.0,51.0,52.0,53.0,53.0,53.0,53.0,51.0,52.0,52.0,52.0,51.0,50.0,52.0,51.0,54.0,54.0,51.0,54.0,53.0,53.0,52.0,51.0,52.0,53.0,54.0,54.0,50.0,53.0,52.0,52.0,53.0,54.0,52.0,52.0,54.0,53.0,53.0,51.0,50.0,51.0,54.0,53.0,54.0,54.0,55.0,52.0,53.0,51.0,54.0,51.0,54.0,51.0,54.0,53.0,51.0,52.0,52.0,53.0,53.0,53.0,54.0,50.0,51.0,53.0,53.0,56.0,51.0,51.0,52.0,52.0,51.0,52.0,52.0,54.0,53.0,52.0,52.0,51.0,54.0,53.0,50.0,52.0,52.0,54.0,52.0,52.0,52.0,53.0,50.0,54.0,52.0,53.0,52.0,53.0,52.0,52.0,51.0
6,53.0,53.0,52.0,50.0,50.0,57.0,52.0,54.0,53.0,53.0,50.0,53.0,53.0,51.0,52.0,52.0,52.0,51.0,53.0,53.0,53.0,52.0,53.0,54.0,52.0,52.0,54.0,53.0,55.0,53.0,53.0,52.0,51.0,54.0,51.0,54.0,53.0,53.0,50.0,54.0,53.0,52.0,53.0,52.0,54.0,53.0,53.0,53.0,52.0,53.0,52.0,52.0,53.0,53.0,53.0,53.0,52.0,52.0,55.0,54.0,54.0,51.0,53.0,53.0,51.0,51.0,51.0,53.0,54.0,52.0,52.0,55.0,53.0,54.0,54.0,51.0,53.0,54.0,52.0,53.0,50.0,52.0,51.0,56.0,51.0,53.0,52.0,52.0,54.0,53.0,53.0,53.0,53.0,53.0,54.0,49.0,53.0,52.0,52.0,52.0
7,55.0,52.0,55.0,51.0,51.0,51.0,53.0,53.0,54.0,52.0,51.0,51.0,52.0,53.0,53.0,53.0,53.0,53.0,52.0,52.0,51.0,52.0,52.0,52.0,53.0,54.0,54.0,55.0,53.0,53.0,50.0,52.0,52.0,54.0,53.0,53.0,54.0,52.0,53.0,55.0,54.0,51.0,52.0,53.0,54.0,55.0,53.0,53.0,53.0,51.0,52.0,52.0,53.0,55.0,52.0,53.0,52.0,53.0,54.0,53.0,51.0,53.0,52.0,53.0,53.0,54.0,53.0,54.0,51.0,53.0,52.0,51.0,51.0,50.0,52.0,53.0,52.0,52.0,52.0,53.0,54.0,53.0,52.0,51.0,51.0,53.0,54.0,53.0,50.0,53.0,52.0,56.0,53.0,53.0,52.0,53.0,54.0,52.0,50.0,54.0
8,54.0,54.0,53.0,51.0,54.0,53.0,54.0,52.0,53.0,54.0,51.0,52.0,52.0,52.0,53.0,53.0,51.0,52.0,50.0,53.0,52.0,53.0,53.0,53.0,53.0,53.0,52.0,51.0,54.0,52.0,52.0,54.0,53.0,55.0,51.0,52.0,53.0,54.0,55.0,54.0,53.0,52.0,51.0,55.0,54.0,53.0,52.0,55.0,54.0,51.0,53.0,52.0,52.0,51.0,54.0,52.0,54.0,52.0,52.0,52.0,54.0,53.0,53.0,55.0,52.0,51.0,52.0,51.0,53.0,52.0,55.0,53.0,54.0,53.0,48.0,51.0,55.0,52.0,54.0,51.0,52.0,54.0,52.0,51.0,53.0,52.0,53.0,52.0,51.0,51.0,52.0,53.0,54.0,52.0,52.0,53.0,54.0,54.0,53.0,51.0
