,event_0,event_1,event_2,event_3,event_4,event_5,event_6,event_7,event_8,event_9,event_10,event_11,event_12,event_13,event_14,event_15,event_16,event_17,event_18,event_19,event_20,event_21,event_22,event_23,event_24,event_25,event_26,event_27,event_28,event_29,event_30,event_31,event_32,event_33,event_34,event_35,event_36,event_37,event_38,event_39,event_40,event_41,event_42,event_43,event_44,event_45,event_46,event_47,event_48,event_49,event_50,event_51,event_52,event_53,event_54,event_55,event_56,event_57,event_58,event_59,event_60,event_61,event_62,event_63,event_64,event_65,event_66,event_67,event_68,event_69,event_70,event_71,event_72,event_73,event_74,event_75,event_76,event_77,event_78,event_79,event_80,event_81,event_82,event_83,event_84,event_85,event_86,event_87,event_88,event_89,event_90,event_91,event_92,event_93,event_94,event_95,event_96,event_97,event_98,event_99
time_epoch,1617475550.6177025,1617475552.776826,1617475554.929949,1617475557.082072,1617475559.2421956,1617475561.3973188,1617475563.547442,1617475565.6995652,1617475567.8576884,1617475570.0128117,1617475572.1719353,1617475574.3250582,1617475576.4791815,1617475578.6323047,1617475580.785428,1617475582.9395509,1617475585.0986748,1617475587.2587981,1617475589.4119215,1617475591.5650444,1617475593.7871716,1617475595.947295,1617475598.0984182,1617475600.2545414,1617475602.4106648,1617475604.5637877,1617475606.717911,1617475608.8700342,1617475611.0751603,1617475613.252285,1617475615.4064083,1617475617.5665317,1617475619.720655,1617475621.875778,1617475624.026901,1617475626.1790242,1617475628.346148,1617475630.4992714,1617475632.6523945,1617475634.8055177,1617475636.9586408,1617475639.1187644,1617475641.2748876,1617475643.4340112,1617475645.5881343,1617475647.747258,1617475649.9003808,1617475652.050504,1617475654.2116275,1617475656.3647506,1617475658.5168738,1617475660.6769974,1617475662.8291204,1617475664.9832437,1617475667.1363668,1617475669.2984905,1617475671.5006166,1617475673.6527395,1617475675.8048627,1617475677.9659863,1617475680.1261096,1617475682.280233,1617475684.4343562,1617475686.5864794,1617475688.7386024,1617475690.8917255,1617475693.0518491,1617475695.2029722,1617475697.3630958,1617475699.5172188,1617475701.6703422,1617475703.819465,1617475705.9715881,1617475708.122711,1617475710.2778344,1617475712.4319575,1617475714.6520846,1617475716.8152082,1617475718.9683316,1617475721.1214545,1617475723.2755778,1617475725.447702,1617475727.6098258,1617475729.8139517,1617475731.968075,1617475734.1221983,1617475736.287322,1617475738.439445,1617475740.5995686,1617475742.753692,1617475744.9058151,1617475747.0599382,1617475749.2150614,1617475751.3681846,1617475753.521308,1617475755.674431,1617475757.827554,1617475759.9866774,1617475762.1418006,1617475764.2989242
0,52.0,55.0,52.0,52.0,49.0,53.0,52.0,51.0,53.0,53.0,51.0,53.0,50.0,51.0,52.0,54.0,52.0,49.0,53.0,52.0,52.0,52.0,52.0,54.0,52.0,51.0,52.0,52.0,52.0,51.0,53.0,52.0,52.0,55.0,52.0,53.0,52.0,55.0,52.0,54.0,53.0,53.0,51.0,54.0,52.0,53.0,54.0,55.0,51.0,52.0,52.0,53.0,52.0,52.0,54.0,55.0,52.0,53.0,52.0,54.0,52.0,54.0,52.0,52.0,52.0,52.0,53.0,51.0,54.0,54.0,51.0,52.0,53.0,52.0,50.0,52.0,53.0,52.0,52.0,53.0,50.0,53.0,55.0,54.0,54.0,55.0,54.0,53.0,53.0,50.0,51.0,52.0,52.0,52.0,52.0,53.0,55.0,53.0,50.0,53.0
1,53.0,52.0,53.0,52.0,52.0,53.0,51.0,49.0,52.0,51.0,54.0,53.0,53.0,52.0,53.0,53.0,54.0,51.0,54.0,54.0,52.0,55.0,53.0,52.0,52.0,55.0,52.0,50.0,51.0,52.0,56.0,51.0,52.0,53.0,53.0,54.0,51.0,53.0,52.0,54.0,52.0,54.0,52.0,53.0,54.0,54.0,51.0,51.0,53.0,53.0,56.0,52.0,53.0,51.0,54.0,51.0,54.0,51.0,51.0,51.0,50.0,53.0,52.0,52.0,51.0,50.0,53.0,53.0,53.0,51.0,52.0,52.0,54.0,51.0,54.0,53.0,53.0,52.0,53.0,51.0,52.0,52.0,50.0,53.0,51.0,53.0,53.0,53.0,52.0,53.0,54.0,53.0,52.0,53.0,53.0,51.0,52.0,53.0,52.0,53.0
2,54.0,51.0,53.0,53.0,57.0,55.0,52.0,50.0,55.0,53.0,55.0,53.0,52.0,55.0,53.0,52.0,50.0,50.0,53.0,53.0,51.0,52.0,53.0,52.0,53.0,53.0,52.0,53.0,53.0,51.0,51.0,53.0,53.0,53.0,52.0,53.0,53.0,53.0,53.0,56.0,53.0,53.0,53.0,51.0,54.0,53.0,53.0,53.0,51.0,53.0,55.0,52.0,52.0,52.0,52.0,53.0,52.0,53.0,54.0,53.0,51.0,52.0,52.0,50.0,55.0,52.0,53.0,52.0,51.0,52.0,54.0,52.0,55.0,53.0,52.0,54.0,54.0,53.0,51.0,52.0,51.0,53.0,52.0,55.0,53.0,52.0,54.0,51.0,51.0,54.0,52.0,53.0,51.0,52.0,52.0,53.0,53.0,54.0,54.0,54.0
3,54.0,51.0,52.0,53.0,52.0,54.0,52.0,51.0,54.0,52.0,51.0,53.0,51.0,52.0,52.0,54.0,52.0,49.0,53.0,53.0,53.0,53.0,51.0,53.0,54.0,51.0,52.0,50.0,52.0,52.0,53.0,52.0,53.0,52.0,52.0,53.0,53.0,53.0,52.0,53.0,53.0,52.0,49.0,54.0,52.0,52.0,53.0,53.0,53.0,54.0,51.0,52.0,55.0,52.0,52.0,55.0,53.0,55.0,52.0,52.0,52.0,54.0,53.0,51.0,54.0,52.0,54.0,50.0,53.0,51.0,53.0,52.0,54.0,51.0,54.0,54.0,51.0,53.0,53.0,51.0,53.0,50.0,56.0,52.0,54.0,53.0,53.0,52.0,52.0,53.0,53.0,54.0,54.0,52.0,52.0,52.0,51.0,54.0,51.0,53.0
4,53.0,51.0,54.0,54.0,49.0,51.0,52.0,51.0,53.0,52.0,51.0,52.0,53.0,51.0,54.0,52.0,54.0,49.0,53.0,54.0,51.0,52.0,51.0,53.0,54.0,54.0,54.0,51.0,53.0,53.0,50.0,51.0,53.0,53.0,50.0,52.0,51.0,53.0,52.0,52.0,51.0,53.0,51.0,53.0,52.0,55.0,53.0,51.0,54.0,52.0,53.0,53.0,53.0,52.0,52.0,53.0,53.0,52.0,53.0,53.0,52.0,53.0,53.0,53.0,52.0,53.0,53.0,53.0,52.0,52.0,51.0,50.0,52.0,51.0,52.0,51.0,51.0,53.0,53.0,53.0,53.0,52.0,50.0,52.0,54.0,51.0,52.0,53.0,53.0,52.0,51.0,53.0,53.0,54.0,53.0,54.0,52.0,53.0,51.0,52.0
5,54.0,53.0,51.0,52.0,53.0,52.0,52.0,53.0,52.0,54.0,50.0,54.0,53.0,55.0,53.0,53.0,53.0,51.0,55.0,53.0,52.0,52.0,52.0,55.0,53.0,52.0,52.0,53.0,53.0,52.0,54.0,52.0,51.0,54.0,52.0,54.0,53.0,52.0,53.0,53.0,50.0,51.0,54.0,52.0,50.0,51.0,53.0,52.0,53.0,53.0,57.0,54.0,52.0,51.0,54.0,54.0,52.0,52.0,52.0,53.0,52.0,52.0,54.0,51.0,51.0,51.0,52.0,53.0,51.0,55.0,52.0,53.0,52.0,52.0,51.0,52.0,53.0,53.0,51.0,53.0,54.0,53.0,47.0,52.0,53.0,54.0,52.0,54.0,52.0,53.0,50.0,53.0,52.0,52.0,54.0,54.0,53.0,51.0,50.0,51.0
6,54.0,51.0,52.0,53.0,57.0,52.0,50.0,51.0,53.0,51.0,54.0,52.0,52.0,54.0,54.0,53.0,52.0,52.0,54.0,53.0,51.0,52.0,51.0,53.0,52.0,52.0,50.0,50.0,52.0,54.0,52.0,52.0,53.0,54.0,54.0,51.0,52.0,52.0,53.0,53.0,51.0,50.0,53.0,53.0,53.0,51.0,52.0,53.0,54.0,52.0,54.0,50.0,54.0,54.0,51.0,51.0,52.0,52.0,53.0,53.0,51.0,53.0,52.0,53.0,53.0,53.0,51.0,55.0,53.0,53.0,52.0,50.0,54.0,52.0,54.0,51.0,54.0,55.0,50.0,52.0,53.0,52.0,52.0,53.0,53.0,54.0,51.0,52.0,53.0,53.0,53.0,53.0,52.0,53.0,53.0,53.0,56.0,52.0,54.0,51.0
7,52.0,52.0,53.0,52.0,51.0,53.0,50.0,55.0,53.0,52.0,51.0,52.0,51.0,51.0,52.0,51.0,51.0,51.0,52.0,53.0,50.0,51.0,53.0,51.0,52.0,52.0,55.0,54.0,54.0,51.0,53.0,53.0,52.0,54.0,53.0,52.0,52.0,54.0,52.0,54.0,51.0,51.0,52.0,53.0,53.0,52.0,52.0,52.0,50.0,54.0,52.0,53.0,51.0,52.0,53.0,52.0,51.0,53.0,52.0,52.0,51.0,51.0,53.0,52.0,53.0,52.0,55.0,52.0,51.0,53.0,53.0,53.0,52.0,52.0,53.0,53.0,51.0,52.0,49.0,53.0,52.0,50.0,56.0,54.0,54.0,53.0,53.0,52.0,51.0,52.0,51.0,53.0,51.0,53.0,54.0,54.0,49.0,53.0,53.0,52.0
8,54.0,52.0,52.0,51.0,50.0,55.0,51.0,51.0,53.0,50.0,53.0,53.0,52.0,50.0,53.0,52.0,52.0,50.0,53.0,51.0,52.0,52.0,52.0,53.0,52.0,53.0,52.0,53.0,54.0,52.0,53.0,52.0,53.0,51.0,54.0,52.0,52.0,54.0,52.0,54.0,51.0,51.0,52.0,53.0,53.0,53.0,54.0,53.0,52.0,52.0,55.0,52.0,53.0,52.0,54.0,53.0,51.0,52.0,54.0,52.0,52.0,53.0,53.0,53.0,52.0,51.0,52.0,51.0,53.0,53.0,51.0,51.0,54.0,50.0,53.0,52.0,52.0,51.0,52.0,52.0,55.0,53.0,49.0,53.0,55.0,54.0,53.0,52.0,52.0,55.0,52.0,54.0,50.0,54.0,52.0,50.0,52.0,50.0,50.0,51.0
