,event_0,event_1,event_2,event_3,event_4
time_epoch,1614490597.312594,1614490599.498719,1614490601.8548536,1614490604.0399787,1614490606.4771183
0,53.0,50.0,53.0,54.0,51.0
1,53.0,52.0,53.0,51.0,53.0
2,52.0,54.0,52.0,54.0,53.0
3,50.0,51.0,54.0,52.0,53.0
4,51.0,52.0,53.0,50.0,52.0
5,53.0,52.0,51.0,51.0,55.0
6,53.0,54.0,52.0,52.0,51.0
7,53.0,54.0,52.0,54.0,51.0
8,52.0,52.0,51.0,52.0,52.0
9,52.0,53.0,51.0,50.0,54.0
10,51.0,54.0,51.0,53.0,53.0
11,52.0,52.0,52.0,51.0,49.0
12,54.0,53.0,51.0,52.0,53.0
13,54.0,52.0,52.0,53.0,54.0
14,53.0,53.0,53.0,54.0,52.0
15,52.0,55.0,51.0,54.0,53.0
16,54.0,52.0,53.0,53.0,52.0
17,54.0,53.0,52.0,53.0,52.0
18,52.0,53.0,53.0,54.0,51.0
19,54.0,52.0,51.0,53.0,52.0
20,54.0,53.0,52.0,53.0,54.0
21,53.0,52.0,53.0,53.0,52.0
22,54.0,55.0,50.0,54.0,54.0
23,53.0,54.0,52.0,53.0,53.0
24,53.0,53.0,53.0,54.0,51.0
25,52.0,52.0,53.0,55.0,55.0
26,52.0,51.0,52.0,51.0,51.0
27,51.0,53.0,51.0,54.0,54.0
28,50.0,53.0,52.0,55.0,53.0
29,50.0,55.0,53.0,54.0,52.0
30,52.0,53.0,52.0,54.0,53.0
31,53.0,51.0,53.0,53.0,52.0
32,53.0,52.0,52.0,53.0,53.0
33,53.0,53.0,54.0,51.0,52.0
34,54.0,54.0,54.0,54.0,52.0
35,52.0,53.0,50.0,52.0,54.0
36,53.0,54.0,53.0,52.0,52.0
37,53.0,53.0,51.0,53.0,52.0
38,53.0,53.0,52.0,52.0,53.0
39,52.0,56.0,54.0,51.0,53.0
40,52.0,51.0,50.0,54.0,53.0
41,52.0,53.0,55.0,52.0,51.0
42,53.0,53.0,52.0,54.0,54.0
43,52.0,52.0,51.0,52.0,54.0
44,54.0,52.0,51.0,52.0,51.0
45,54.0,54.0,51.0,54.0,54.0
46,52.0,55.0,52.0,54.0,51.0
47,52.0,54.0,50.0,53.0,53.0
48,52.0,56.0,52.0,53.0,52.0
49,55.0,56.0,50.0,53.0,55.0
50,53.0,52.0,51.0,53.0,55.0
51,53.0,53.0,53.0,52.0,51.0
52,52.0,52.0,52.0,54.0,54.0
53,54.0,53.0,53.0,52.0,51.0
54,51.0,55.0,51.0,52.0,52.0
55,51.0,51.0,52.0,53.0,54.0
56,52.0,55.0,53.0,51.0,50.0
57,53.0,55.0,51.0,54.0,53.0
58,52.0,51.0,52.0,54.0,51.0
59,54.0,53.0,54.0,54.0,52.0
60,53.0,51.0,52.0,54.0,53.0
61,51.0,53.0,54.0,53.0,52.0
62,53.0,52.0,52.0,51.0,55.0
63,51.0,51.0,52.0,53.0,51.0
64,50.0,55.0,52.0,53.0,53.0
65,52.0,51.0,51.0,52.0,55.0
66,51.0,53.0,51.0,52.0,54.0
67,51.0,54.0,52.0,52.0,53.0
68,53.0,53.0,52.0,54.0,52.0
69,53.0,54.0,51.0,53.0,53.0
70,53.0,53.0,54.0,53.0,51.0
71,51.0,54.0,53.0,50.0,52.0
72,53.0,54.0,51.0,55.0,53.0
73,52.0,50.0,54.0,52.0,51.0
74,50.0,52.0,52.0,53.0,52.0
75,54.0,53.0,53.0,53.0,53.0
76,53.0,54.0,53.0,52.0,52.0
77,52.0,51.0,52.0,54.0,53.0
78,52.0,52.0,53.0,53.0,52.0
79,54.0,54.0,52.0,54.0,53.0
80,54.0,52.0,51.0,55.0,53.0
81,54.0,53.0,51.0,53.0,51.0
82,53.0,53.0,51.0,54.0,54.0
83,53.0,52.0,52.0,54.0,51.0
84,52.0,54.0,52.0,53.0,53.0
85,52.0,54.0,53.0,53.0,52.0
86,52.0,54.0,53.0,52.0,51.0
87,54.0,53.0,53.0,54.0,54.0
88,52.0,52.0,53.0,53.0,52.0
89,52.0,54.0,53.0,53.0,54.0
90,52.0,53.0,54.0,54.0,53.0
91,51.0,55.0,53.0,51.0,54.0
92,54.0,54.0,52.0,53.0,54.0
93,53.0,53.0,52.0,55.0,51.0
94,52.0,53.0,52.0,53.0,54.0
95,53.0,53.0,54.0,54.0,53.0
96,54.0,53.0,52.0,55.0,51.0
